channelN,session,sessionName,channelNames,cortexFlag,site,sitelabel,laminarFlag,depth,monkeyFlag,monkeyName,fixTime_pBurst_lfp,stopTime_pBurst_lfp,cancelTime_pBurst_lfp,toneTime_pBurst_lfp,errorTime_pBurst_lfp,laminar,upper_lower
15,24,xensef20120426c-01,AD31,1,2,p2,1,4,1,Xena,0.186991869918699,0.102981029810298,0.165311653116531,0.157181571815718,0.214592274678112,L2,Upper
16,24,xensef20120426c-01,AD32,1,2,p2,1,5,1,Xena,0.314363143631436,0.154471544715447,0.249322493224932,0.238482384823848,0.377682403433476,L3,Upper
17,24,xensef20120426c-01,AD33,1,2,p2,1,6,1,Xena,0.314363143631436,0.159891598915989,0.224932249322493,0.203252032520325,0.347639484978541,L3,Upper
18,24,xensef20120426c-01,AD34,1,2,p2,1,7,1,Xena,0.224932249322493,0.102981029810298,0.146341463414634,0.138211382113821,0.274678111587983,L3,Upper
19,24,xensef20120426c-01,AD35,1,2,p2,1,8,1,Xena,0.281842818428184,0.130081300813008,0.181571815718157,0.154471544715447,0.257510729613734,L3,Upper
20,24,xensef20120426c-01,AD36,1,2,p2,1,9,1,Xena,0.257452574525745,0.105691056910569,0.168021680216802,0.168021680216802,0.270386266094421,L5,Lower
21,24,xensef20120426c-01,AD37,1,2,p2,1,10,1,Xena,0.224932249322493,0.10840108401084,0.13550135501355,0.149051490514905,0.253218884120172,L5,Lower
22,24,xensef20120426c-01,AD38,1,2,p2,1,11,1,Xena,0.214092140921409,0.102981029810298,0.121951219512195,0.157181571815718,0.253218884120172,L5,Lower
23,24,xensef20120426c-01,AD39,1,2,p2,1,12,1,Xena,0.18970189701897,0.0867208672086721,0.119241192411924,0.154471544715447,0.223175965665236,L5,Lower
24,24,xensef20120426c-01,AD40,1,2,p2,1,13,1,Xena,0.143631436314363,0.0758807588075881,0.0867208672086721,0.119241192411924,0.197424892703863,L6,Lower
10,25,xensef20120427c-01,AD26,1,2,p2,1,1,1,Xena,0,0,0,0,0,L2,Upper
11,25,xensef20120427c-01,AD27,1,2,p2,1,2,1,Xena,0.004,0.004,0,0,0.00636942675159236,L2,Upper
12,25,xensef20120427c-01,AD28,1,2,p2,1,3,1,Xena,0.012,0.004,0.004,0,0.0127388535031847,L2,Upper
13,25,xensef20120427c-01,AD29,1,2,p2,1,4,1,Xena,0.148,0.064,0.116,0.136,0.197452229299363,L2,Upper
14,25,xensef20120427c-01,AD30,1,2,p2,1,5,1,Xena,0.304,0.14,0.272,0.212,0.343949044585987,L3,Upper
15,25,xensef20120427c-01,AD31,1,2,p2,1,6,1,Xena,0.412,0.22,0.356,0.272,0.554140127388535,L3,Upper
16,25,xensef20120427c-01,AD32,1,2,p2,1,7,1,Xena,0.472,0.2,0.316,0.348,0.515923566878981,L3,Upper
17,25,xensef20120427c-01,AD33,1,2,p2,1,8,1,Xena,0.42,0.212,0.296,0.284,0.484076433121019,L3,Upper
18,25,xensef20120427c-01,AD34,1,2,p2,1,9,1,Xena,0.264,0.132,0.148,0.164,0.286624203821656,L5,Lower
19,25,xensef20120427c-01,AD35,1,2,p2,1,10,1,Xena,0.244,0.144,0.192,0.176,0.337579617834395,L5,Lower
20,25,xensef20120427c-01,AD36,1,2,p2,1,11,1,Xena,0.256,0.116,0.204,0.16,0.261146496815287,L5,Lower
21,25,xensef20120427c-01,AD37,1,2,p2,1,12,1,Xena,0.204,0.108,0.14,0.132,0.305732484076433,L5,Lower
22,25,xensef20120427c-01,AD38,1,2,p2,1,13,1,Xena,0.196,0.092,0.104,0.104,0.254777070063694,L6,Lower
23,25,xensef20120427c-01,AD39,1,2,p2,1,14,1,Xena,0.184,0.076,0.104,0.132,0.254777070063694,L6,Lower
24,25,xensef20120427c-01,AD40,1,2,p2,1,15,1,Xena,0.156,0.076,0.1,0.116,0.229299363057325,L6,Lower
7,26,xensef20120514d-final,AD23,1,3,p3,1,1,1,Xena,0,0,0,0,0,L2,Upper
8,26,xensef20120514d-final,AD24,1,3,p3,1,2,1,Xena,0,0,0,0,0,L2,Upper
9,26,xensef20120514d-final,AD25,1,3,p3,1,3,1,Xena,0.0909090909090909,0.0559440559440559,0.048951048951049,0.041958041958042,0.0833333333333333,L2,Upper
10,26,xensef20120514d-final,AD26,1,3,p3,1,4,1,Xena,0.41958041958042,0.244755244755245,0.272727272727273,0.356643356643357,0.583333333333333,L2,Upper
11,26,xensef20120514d-final,AD27,1,3,p3,1,5,1,Xena,0.517482517482518,0.286713286713287,0.433566433566434,0.482517482517482,0.65,L3,Upper
12,26,xensef20120514d-final,AD28,1,3,p3,1,6,1,Xena,0.510489510489511,0.272727272727273,0.447552447552448,0.412587412587413,0.716666666666667,L3,Upper
13,26,xensef20120514d-final,AD29,1,3,p3,1,7,1,Xena,0.601398601398601,0.314685314685315,0.433566433566434,0.405594405594406,0.666666666666667,L3,Upper
14,26,xensef20120514d-final,AD30,1,3,p3,1,8,1,Xena,0.447552447552448,0.251748251748252,0.286713286713287,0.321678321678322,0.516666666666667,L3,Upper
15,26,xensef20120514d-final,AD31,1,3,p3,1,9,1,Xena,0.447552447552448,0.230769230769231,0.272727272727273,0.216783216783217,0.4,L5,Lower
16,26,xensef20120514d-final,AD32,1,3,p3,1,10,1,Xena,0.391608391608392,0.174825174825175,0.258741258741259,0.20979020979021,0.383333333333333,L5,Lower
17,26,xensef20120514d-final,AD33,1,3,p3,1,11,1,Xena,0.188811188811189,0.125874125874126,0.111888111888112,0.118881118881119,0.183333333333333,L5,Lower
18,26,xensef20120514d-final,AD34,1,3,p3,1,12,1,Xena,0.181818181818182,0.0909090909090909,0.0769230769230769,0.0909090909090909,0.2,L5,Lower
19,26,xensef20120514d-final,AD35,1,3,p3,1,13,1,Xena,0.104895104895105,0.104895104895105,0.048951048951049,0.0979020979020979,0.25,L6,Lower
20,26,xensef20120514d-final,AD36,1,3,p3,1,14,1,Xena,0.0839160839160839,0.0629370629370629,0.048951048951049,0.0629370629370629,0.116666666666667,L6,Lower
21,26,xensef20120514d-final,AD37,1,3,p3,1,15,1,Xena,0.0839160839160839,0.0699300699300699,0.041958041958042,0.048951048951049,0.116666666666667,L6,Lower
22,26,xensef20120514d-final,AD38,1,3,p3,1,16,1,Xena,0.0699300699300699,0.0629370629370629,0.041958041958042,0.0559440559440559,0.116666666666667,L6,Lower
7,27,xensef20120515c-final,AD23,1,3,p3,1,1,1,Xena,0,0,0,0,0.0116279069767442,L2,Upper
8,27,xensef20120515c-final,AD24,1,3,p3,1,2,1,Xena,0,0.00467289719626168,0.00467289719626168,0,0,L2,Upper
9,27,xensef20120515c-final,AD25,1,3,p3,1,3,1,Xena,0.014018691588785,0,0.00467289719626168,0.00467289719626168,0,L2,Upper
10,27,xensef20120515c-final,AD26,1,3,p3,1,4,1,Xena,0.0794392523364486,0.0373831775700935,0.0280373831775701,0.0280373831775701,0.0465116279069767,L2,Upper
11,27,xensef20120515c-final,AD27,1,3,p3,1,5,1,Xena,0.228971962616822,0.135514018691589,0.130841121495327,0.11214953271028,0.186046511627907,L3,Upper
12,27,xensef20120515c-final,AD28,1,3,p3,1,6,1,Xena,0.378504672897196,0.177570093457944,0.242990654205607,0.224299065420561,0.406976744186047,L3,Upper
13,27,xensef20120515c-final,AD29,1,3,p3,1,7,1,Xena,0.420560747663551,0.186915887850467,0.280373831775701,0.285046728971963,0.406976744186047,L3,Upper
14,27,xensef20120515c-final,AD30,1,3,p3,1,8,1,Xena,0.401869158878505,0.210280373831776,0.228971962616822,0.224299065420561,0.441860465116279,L3,Upper
15,27,xensef20120515c-final,AD31,1,3,p3,1,9,1,Xena,0.397196261682243,0.172897196261682,0.177570093457944,0.210280373831776,0.406976744186047,L5,Lower
16,27,xensef20120515c-final,AD32,1,3,p3,1,10,1,Xena,0.369158878504673,0.163551401869159,0.172897196261682,0.200934579439252,0.337209302325581,L5,Lower
17,27,xensef20120515c-final,AD33,1,3,p3,1,11,1,Xena,0.191588785046729,0.107476635514019,0.11214953271028,0.116822429906542,0.27906976744186,L5,Lower
18,27,xensef20120515c-final,AD34,1,3,p3,1,12,1,Xena,0.196261682242991,0.121495327102804,0.163551401869159,0.135514018691589,0.302325581395349,L5,Lower
19,27,xensef20120515c-final,AD35,1,3,p3,1,13,1,Xena,0.233644859813084,0.102803738317757,0.172897196261682,0.135514018691589,0.232558139534884,L6,Lower
20,27,xensef20120515c-final,AD36,1,3,p3,1,14,1,Xena,0.163551401869159,0.088785046728972,0.0981308411214953,0.130841121495327,0.244186046511628,L6,Lower
21,27,xensef20120515c-final,AD37,1,3,p3,1,15,1,Xena,0.168224299065421,0.0934579439252336,0.0841121495327103,0.121495327102804,0.267441860465116,L6,Lower
22,27,xensef20120515c-final,AD38,1,3,p3,1,16,1,Xena,0.158878504672897,0.088785046728972,0.0934579439252336,0.102803738317757,0.27906976744186,L6,Lower
8,28,xensef20120516c-final,AD24,1,3,p3,1,1,1,Xena,0,0,0,0,0.00980392156862745,L2,Upper
9,28,xensef20120516c-final,AD25,1,3,p3,1,2,1,Xena,0,0,0,0,0,L2,Upper
10,28,xensef20120516c-final,AD26,1,3,p3,1,3,1,Xena,0.00497512437810945,0,0.00497512437810945,0,0,L2,Upper
11,28,xensef20120516c-final,AD27,1,3,p3,1,4,1,Xena,0.0398009950248756,0.00995024875621891,0.00497512437810945,0.0348258706467662,0.0294117647058824,L2,Upper
12,28,xensef20120516c-final,AD28,1,3,p3,1,5,1,Xena,0.0696517412935323,0.0348258706467662,0.0248756218905473,0.0696517412935323,0.0784313725490196,L3,Upper
13,28,xensef20120516c-final,AD29,1,3,p3,1,6,1,Xena,0.144278606965174,0.0995024875621891,0.0845771144278607,0.149253731343284,0.147058823529412,L3,Upper
14,28,xensef20120516c-final,AD30,1,3,p3,1,7,1,Xena,0.228855721393035,0.129353233830846,0.129353233830846,0.159203980099502,0.215686274509804,L3,Upper
15,28,xensef20120516c-final,AD31,1,3,p3,1,8,1,Xena,0.258706467661692,0.124378109452736,0.149253731343284,0.194029850746269,0.313725490196078,L3,Upper
16,28,xensef20120516c-final,AD32,1,3,p3,1,9,1,Xena,0.343283582089552,0.154228855721393,0.218905472636816,0.189054726368159,0.284313725490196,L5,Lower
17,28,xensef20120516c-final,AD33,1,3,p3,1,10,1,Xena,0.283582089552239,0.134328358208955,0.109452736318408,0.203980099502488,0.225490196078431,L5,Lower
18,28,xensef20120516c-final,AD34,1,3,p3,1,11,1,Xena,0.26865671641791,0.114427860696517,0.18407960199005,0.17910447761194,0.303921568627451,L5,Lower
19,28,xensef20120516c-final,AD35,1,3,p3,1,12,1,Xena,0.228855721393035,0.144278606965174,0.159203980099502,0.253731343283582,0.264705882352941,L5,Lower
20,28,xensef20120516c-final,AD36,1,3,p3,1,13,1,Xena,0.223880597014925,0.139303482587065,0.154228855721393,0.213930348258706,0.313725490196078,L6,Lower
21,28,xensef20120516c-final,AD37,1,3,p3,1,14,1,Xena,0.208955223880597,0.124378109452736,0.129353233830846,0.199004975124378,0.284313725490196,L6,Lower
22,28,xensef20120516c-final,AD38,1,3,p3,1,15,1,Xena,0.203980099502488,0.124378109452736,0.169154228855721,0.223880597014925,0.303921568627451,L6,Lower
23,28,xensef20120516c-final,AD39,1,3,p3,1,16,1,Xena,0.169154228855721,0.144278606965174,0.194029850746269,0.233830845771144,0.294117647058824,L6,Lower
24,28,xensef20120516c-final,AD40,1,3,p3,1,17,1,Xena,0.18407960199005,0.124378109452736,0.139303482587065,0.238805970149254,0.245098039215686,L6,Lower
6,29,xensef20120517d-final,AD22,1,3,p3,1,1,1,Xena,0,0,0,0,0,L2,Upper
7,29,xensef20120517d-final,AD23,1,3,p3,1,2,1,Xena,0.015748031496063,0,0.00393700787401575,0.00393700787401575,0,L2,Upper
8,29,xensef20120517d-final,AD24,1,3,p3,1,3,1,Xena,0.0236220472440945,0.0118110236220472,0.00393700787401575,0.0078740157480315,0.00869565217391304,L2,Upper
9,29,xensef20120517d-final,AD25,1,3,p3,1,4,1,Xena,0.0708661417322835,0.031496062992126,0.0118110236220472,0.0236220472440945,0.0347826086956522,L2,Upper
10,29,xensef20120517d-final,AD26,1,3,p3,1,5,1,Xena,0.228346456692913,0.0708661417322835,0.0866141732283465,0.149606299212598,0.182608695652174,L3,Upper
11,29,xensef20120517d-final,AD27,1,3,p3,1,6,1,Xena,0.326771653543307,0.141732283464567,0.177165354330709,0.18503937007874,0.278260869565217,L3,Upper
12,29,xensef20120517d-final,AD28,1,3,p3,1,7,1,Xena,0.311023622047244,0.153543307086614,0.208661417322835,0.220472440944882,0.252173913043478,L3,Upper
13,29,xensef20120517d-final,AD29,1,3,p3,1,8,1,Xena,0.34251968503937,0.133858267716535,0.173228346456693,0.216535433070866,0.252173913043478,L3,Upper
14,29,xensef20120517d-final,AD30,1,3,p3,1,9,1,Xena,0.28740157480315,0.114173228346457,0.15748031496063,0.192913385826772,0.217391304347826,L5,Lower
15,29,xensef20120517d-final,AD31,1,3,p3,1,10,1,Xena,0.251968503937008,0.0708661417322835,0.133858267716535,0.169291338582677,0.156521739130435,L5,Lower
16,29,xensef20120517d-final,AD32,1,3,p3,1,11,1,Xena,0.263779527559055,0.094488188976378,0.149606299212598,0.196850393700787,0.28695652173913,L5,Lower
17,29,xensef20120517d-final,AD33,1,3,p3,1,12,1,Xena,0.208661417322835,0.0826771653543307,0.145669291338583,0.173228346456693,0.208695652173913,L5,Lower
18,29,xensef20120517d-final,AD34,1,3,p3,1,13,1,Xena,0.228346456692913,0.141732283464567,0.145669291338583,0.220472440944882,0.234782608695652,L6,Lower
19,29,xensef20120517d-final,AD35,1,3,p3,1,14,1,Xena,0.21259842519685,0.094488188976378,0.122047244094488,0.192913385826772,0.252173913043478,L6,Lower
20,29,xensef20120517d-final,AD36,1,3,p3,1,15,1,Xena,0.240157480314961,0.0905511811023622,0.153543307086614,0.208661417322835,0.2,L6,Lower
21,29,xensef20120517d-final,AD37,1,3,p3,1,16,1,Xena,0.224409448818898,0.106299212598425,0.125984251968504,0.192913385826772,0.165217391304348,L6,Lower
