TrialType,mean_burstTime,std_burstTime,sem_burstTime,mean_burstOnset,std_burstOnset,sem_burstOnset,mean_burstOffset,std_burstOffset,sem_burstOffset,mean_burstDuration,std_burstDuration,sem_burstDuration,mean_burstVolume,std_burstVolume,sem_burstVolume,mean_burstFreq,modal_burstFreq,pTrials_burst,Monkey
Canceled,52.6666666666667,44.4109596083369,25.6406794848429,-232.666666666667,150.24091764008,86.7416342427966,155,62.8649345820068,36.2950869035099,387.666666666667,207.635096583726,119.878178905828,279636960878.617,303703989558.429,175343580125.522,24.6666666666667,19,0.0147058823529412,Euler
Canceled,47.4090909090909,36.6133713421608,7.80599699834266,-153.454545454545,90.447947289207,19.2835671549534,155.363636363636,155.822409738212,33.2214493804443,308.818181818182,214.088685754211,45.643861166429,209013181508.61,185057844576.407,39454465030.9152,24.1363636363636,29,0.0931372549019608,Euler
Canceled,43.3275862068966,30.9693611641166,4.06647634240457,-138.327586206897,89.5574671783694,11.7594715511434,137.706896551724,101.01398350666,13.2637858432104,276.034482758621,150.585752863666,19.7728780480238,172493083684.749,122160627828.034,16040476276.0033,21.9655172413793,29,0.205882352941176,Euler
Canceled,44.7647058823529,30.2533226177186,4.23631251372655,-129.980392156863,85.0659720913312,11.9116186547974,156,118.465184759068,16.5884438868821,285.980392156863,157.452023193871,22.0476932268293,192454632743.074,163311719105.471,22868214775.1768,21.6666666666667,29,0.215686274509804,Euler
Canceled,48.0677966101695,34.9797302915312,4.55397299305738,-125.576271186441,74.0876003841656,9.64538401119699,151.898305084746,86.0865031904566,11.2075081005128,277.474576271186,107.299830628173,13.9692480979087,172309259018.128,108295385208.711,14098858264.5709,21.0677966101695,15,0.254901960784314,Euler
Canceled,50.4642857142857,42.2589266678282,5.64708661156492,-137.5,79.2643448445539,10.5921436212651,145.785714285714,94.1626666583301,12.5830156164455,283.285714285714,130.754275339205,17.4727750062575,195820938794.874,129439248294.973,17297047125.7626,20.2321428571429,15,0.230392156862745,Euler
Canceled,41.2857142857143,32.9173699853625,4.39876859138938,-162.589285714286,101.475259283991,13.5602019098124,128.928571428571,58.5521856258026,7.8243649235194,291.517857142857,127.145441568655,16.9905243085712,207107627453.411,130256647606.051,17406276703.2711,19.5714285714286,15,0.225490196078431,Euler
Canceled,36.3958333333333,28.3659517082022,4.09427246363761,-159.6875,103.461814571696,14.933426623454,142.1875,74.9500986472602,10.8181149074462,301.875,136.80481903295,19.746074773778,232381885433.641,152078972155.4,21950708878.0004,18.7083333333333,15,0.196078431372549,Euler
Canceled,36.54,23.4287543546866,3.31332621579055,-157.68,85.8217041194078,12.1370217911637,142.86,74.6428257006086,10.5560896439652,300.54,114.831413251722,16.2396142007055,239134937980.348,144993372416.388,20505159372.5469,18.28,15,0.191176470588235,Euler
Canceled,35.9074074074074,33.8075957293727,4.6006310537366,-161.685185185185,109.795147858916,14.9412271382099,154.833333333333,102.842937586014,13.995151151924,316.518518518519,152.494817819868,20.7519162265198,246354501902.601,174176185255.705,23702376623.3863,18.3703703703704,15,0.205882352941176,Euler
Canceled,37.7413793103448,33.1183737337128,4.34865551708896,-151.98275862069,110.933596603619,14.5662948543206,141.155172413793,84.0976461952639,11.0425619337991,293.137931034483,141.934930517147,18.6369694243992,219544606048.788,147155459968.208,19322458524.2571,18.7068965517241,15,0.245098039215686,Euler
Canceled,36.5675675675676,25.3416001210795,4.16613339660279,-160.27027027027,125.481881969879,20.6290943210185,153.081081081081,77.0408904335795,12.6654443683835,313.351351351351,156.318623369105,25.6986233788484,200775769732.36,142166768202.682,23372072720.9964,18.5405405405405,15,0.17156862745098,Euler
Canceled,42.0540540540541,35.6557194616843,5.86176417114481,-188.702702702703,128.993080103991,21.206331738495,135.351351351351,85.7458182382403,14.0965256840359,324.054054054054,148.044089894033,24.3382984551223,218320748056.063,144693562821.528,23787475197.4633,18.1891891891892,15,0.161764705882353,Euler
Canceled,39.21875,32.4700699652524,5.73995166450791,-128.21875,63.7721419485787,11.2734285056578,140.625,102.316949057896,18.0872521272892,268.84375,122.360416690123,21.6304700975995,176652206516.558,104688154627.744,18506426011.7959,19.5,15,0.122549019607843,Euler
Canceled,38.4,35.5246393366632,7.10492786733264,-159.8,96.7604430195177,19.3520886039035,141.32,101.67215285744,20.334430571488,301.12,128.056732219226,25.6113464438453,187469953260.701,106827408912.924,21365481782.5848,17.12,15,0.102941176470588,Euler
Canceled,45.1851851851852,31.6289023582461,6.08698509690192,-170.740740740741,129.559191281761,24.9336779875051,151.888888888889,89.8089139542452,17.2837335490371,322.62962962963,149.766009327409,28.8224819335452,206661272001.768,152893652896.872,29424397219.1313,17.7037037037037,15,0.107843137254902,Euler
Canceled,42.6333333333333,31.2547743479333,5.7063149800323,-143.266666666667,82.7817793267682,15.1138159625619,149.166666666667,99.1745529560027,18.1067132614978,292.433333333333,127.884560911551,23.3484195893,204271587139.476,134767597721.951,24605084431.0314,17.5333333333333,15,0.112745098039216,Euler
Canceled,40.9705882352941,30.6272658225429,5.25253275534963,-183.529411764706,137.818773250416,23.6357246185226,164.617647058824,81.5698305435408,13.9891105285314,348.147058823529,165.178348488139,28.3278530618921,247589754887.518,186936588922.887,32059360511.642,17.2352941176471,15,0.127450980392157,Euler
Canceled,46.15625,34.1373973108861,6.03469628264673,-145.9375,67.9496670931103,12.0119175952267,157.65625,84.9449952483484,15.0162955419916,303.59375,105.121085136725,18.5829580364667,220258588648.494,131974975849.732,23330100092.5691,17.375,15,0.127450980392157,Euler
Canceled,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,Euler
Canceled,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,Euler
Canceled,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,Euler
Canceled,63.3333333333333,53.5941539100426,30.9425991869533,-116.333333333333,26.5581123827228,15.3333333333333,134,52.5071423713003,30.3150127824482,250.333333333333,32.7159492195066,18.8885620886763,145461735676.114,50485202561.0273,29147645288.7019,25.3333333333333,22,0.0121951219512195,Euler
Canceled,55.3333333333333,39.6298348409858,10.2323793568059,-146.2,113.378128402263,29.2741068750753,177.8,205.767274921382,53.1288819309996,324,231.178656948628,59.6900725573756,194141439000.408,140358266572.544,36240348595.867,26.9333333333333,29,0.0487804878048781,Euler
Canceled,71.5757575757576,36.3954240796751,6.3356301113034,-144.090909090909,121.448385033613,21.1414501862564,119.393939393939,98.6334563529091,17.169880880723,263.484848484848,185.29218838299,32.2552298206125,166656756035.924,119744003978.817,20844755527.3822,25.9090909090909,29,0.121951219512195,Euler
Canceled,64.82,39.1468663223143,5.53620292774234,-144.32,127.077742555733,17.9715066998075,137.72,104.824447997398,14.8244156026193,282.04,190.387141565468,26.9248077703331,192414190842.384,164244307905.861,23227652778.3051,24.8,29,0.178861788617886,Euler
Canceled,66.7446808510638,34.4108603212431,5.01933984819336,-133.404255319149,75.0453948343697,10.9464958794715,123.957446808511,77.9283275633307,11.3670148374704,257.36170212766,107.396547902563,15.6653965467106,189828571970.27,143166371630.597,20882961580.6814,24.4468085106383,29,0.166666666666667,Euler
Canceled,65.1363636363636,42.7619646845026,6.44660873440561,-135.295454545455,83.5640903029566,12.597760612831,157.613636363636,99.0591122345739,14.933723061263,292.909090909091,120.143290066452,18.1122824649661,197395018127.226,155163802484.594,23391823358.4643,22.0227272727273,29,0.150406504065041,Euler
Canceled,55.4827586206897,37.2253645743746,4.88792983416381,-122.672413793103,92.9811125757579,12.2090182156511,124.844827586207,77.2112167390246,10.1383294467602,247.51724137931,140.027095295225,18.3864583869244,151710844676.114,119681782810.217,15714987979.1016,23.0172413793103,29,0.215447154471545,Euler
Canceled,57.4150943396226,34.2900424042644,3.33054334068931,-134.339622641509,113.151132544251,10.9902095349944,140.650943396226,107.85016435538,10.4753339891288,274.990566037736,166.386096905619,16.1608463617234,843939651577.568,2151546403195.19,208976660362.911,22.2169811320755,29,0.32520325203252,Euler
Canceled,52.4081632653061,36.2852807435667,5.18361153479525,-136.061224489796,84.5183432169376,12.0740490309911,131.612244897959,119.493168620381,17.0704526600544,267.673469387755,171.371232970402,24.4816047100575,186676465511.931,187027929354.554,26718275622.0791,22.7142857142857,29,0.186991869918699,Euler
Canceled,51.4782608695652,37.2330433473845,5.48971274473845,-153.847826086957,110.295958904779,16.2622519369007,166.5,170.577287793865,25.1502489879243,320.347826086957,204.01973950155,30.081069486321,216167722040.788,217235325054.654,32029601272.0031,21.5869565217391,15,0.16260162601626,Euler
Canceled,53.2222222222222,34.5090103432682,6.64126213705117,-142.037037037037,77.327217559528,14.8816299578927,143.259259259259,81.250605958731,15.6366864073645,285.296296296296,128.729237254854,24.7739532605551,177189300729.246,118461914301.488,22798006036.8941,20.3703703703704,15,0.105691056910569,Euler
Canceled,55.5333333333333,40.3516724717126,7.36717374860574,-130.5,74.302619808085,13.5657403168728,153.5,105.245443836186,19.2151012212408,284,132.702415330252,24.2280354372662,212030967862.876,158665207158.636,28968171017.3383,21.1,15,0.0975609756097561,Euler
Canceled,55.8148148148148,38.710997281668,7.44993490038997,-130.185185185185,83.9317658014015,16.1526758596666,146.925925925926,118.768982588348,22.8571013562535,277.111111111111,149.054283692819,28.6855102713054,185109505280.73,122919785595.908,23655923767.5095,21.5185185185185,15,0.101626016260163,Euler
Canceled,38.5714285714286,29.8913784475475,7.98880692636581,-162.071428571429,132.345389786733,35.3707932357861,202.285714285714,133.259970659684,35.6152252557203,364.357142857143,183.245781625435,48.9744951724266,217891007637.851,129979228290.379,34738409975.7052,17.5714285714286,15,0.0528455284552846,Euler
Canceled,40.3333333333333,35.7576014381007,10.3223304079314,-154.916666666667,96.4755817748091,27.8501015539559,171.916666666667,105.083913078448,30.3351127516706,326.833333333333,147.175734989491,42.4859751071819,195619950495.378,154687040609.367,44654302267.9822,18.6666666666667,15,0.0447154471544715,Euler
Canceled,44.3,47.6702795833584,15.0746660180435,-199.3,128.410842394419,40.6070738227275,125.6,55.4941438351832,17.5487891320171,324.9,155.19625568221,49.0773652285631,188977725621.575,131477742077.902,41576912658.2329,19.1,15,0.040650406504065,Euler
Canceled,70.4285714285714,48.6992715306815,18.4065945000273,-206.142857142857,97.6019613386066,36.8900738820134,101,29.1318840219212,11.0108171921114,307.142857142857,114.875916494608,43.4190152393366,141389005403.153,44950211448.8754,16989582981.9275,19.8571428571429,15,0.0284552845528455,Euler
Canceled,62.4210526315789,35.6546954823838,8.17974813002249,-115.736842105263,79.5632816660655,18.2530686525706,133.578947368421,61.9958025366536,14.2228125358408,249.315789473684,107.541750358526,24.6717695802259,122966593687.131,52365308598.4267,12013425701.4665,24.8947368421053,29,0.0528169014084507,Euler
Canceled,52.8301886792453,32.0430814859864,4.40145574356888,-138.962264150943,100.38693645171,13.7892062040881,145.11320754717,116.60611878281,16.0170822358746,284.075471698113,152.608958434571,20.9624525941948,146764496212.45,96973881546.6653,13320387057.5433,25.5849056603774,29,0.158450704225352,Euler
Canceled,53.7294117647059,31.0925608294906,3.37246172774791,-125.188235294118,86.7167658471624,9.40575385788908,139.129411764706,92.0698218790518,9.98637430575242,264.317647058824,118.220960570481,12.8228635501579,167719365239.923,112503542347.93,12202722473.8785,23.7882352941176,29,0.22887323943662,Euler
Canceled,50.4366197183099,33.7328717994634,4.00335535298079,-119.816901408451,85.3435594455317,10.1284170994934,134.43661971831,87.8166486646819,10.4219187919298,254.253521126761,127.808642487773,15.1680952663145,154952807878.352,116250921745.151,13796446167.5274,23.0704225352113,29,0.193661971830986,Euler
Canceled,54.5735294117647,32.9102425540936,3.9909531239772,-123.897058823529,72.3435294955747,8.7729415717718,127.926470588235,79.7466728219008,9.67070456871383,251.823529411765,109.684750593373,13.301229771059,146358310989.185,122834252074.454,14895841051.374,21.9852941176471,29,0.176056338028169,Euler
Canceled,52.2033898305085,33.8484348240073,4.4066908681429,-136.016949152542,83.3438021867592,10.8504388436954,149.508474576271,113.565319633659,14.7849452882952,285.525423728814,148.291576240423,19.3059188183704,173726214521.799,124333014468.782,16186779752.6537,21.5593220338983,29,0.172535211267606,Euler
Canceled,54.9714285714286,35.1184213721052,4.19745419386006,-148.871428571429,111.693281028516,13.3499004955709,132.5,104.239933653643,12.4590550937953,281.371428571429,163.271727934928,19.5147040323287,166348834659.501,151947294825.579,18161175388.65,21.7857142857143,15,0.211267605633803,Euler
Canceled,46.2051282051282,31.9534397369409,3.61801459760615,-154.717948717949,105.849304476105,11.9850736538473,121.333333333333,74.4094789846735,8.42521441770107,276.051282051282,137.692665248626,15.5906242631178,174947905458.633,142849018734.809,16174466326.3516,20.5512820512821,15,0.211267605633803,Euler
Canceled,46.1176470588235,33.998476441617,4.12292086702531,-161.382352941176,95.4743115269506,11.5779609105513,135.911764705882,85.6617323945724,10.3880109040064,297.294117647059,140.820204921507,17.0769582091911,197057009873.943,147977951373.166,17944962463.9435,20.4411764705882,15,0.190140845070423,Euler
Canceled,44.98,32.661210845245,4.61899273408727,-145.22,87.3569477862557,12.3541380326841,142.14,83.7822761442918,11.8486031209745,287.36,125.117211984179,17.6942458074335,184865650716.277,123057511152.081,17402960122.3151,19.62,15,0.147887323943662,Euler
Canceled,36.575,24.0233727002983,3.79842874060261,-160.8,91.809781055375,14.5164009808181,126.25,54.5981825563959,8.63273064919429,287.05,114.19954420853,18.0565333726022,190481942269.409,114306368825.051,18073423827.5213,19.6,15,0.116197183098592,Euler
Canceled,39.45,30.4739905913896,4.81836098316664,-184.925,114.63059677917,18.124688768327,132.55,58.6510541580128,9.27354591546048,317.475,134.578160970703,21.2786755992099,197151265244.758,126474245389.716,19997334039.1277,19.825,15,0.130281690140845,Euler
Canceled,29.2857142857143,27.0388707068274,5.10986625873533,-193.464285714286,133.208686776817,25.1740755489255,117.535714285714,53.416935962474,10.0948520254121,311,151.219487280355,28.5777969093224,183253359386.529,126527281207.639,23911408581.4679,18.8928571428571,15,0.0880281690140845,Euler
Canceled,34.6666666666667,22.3636610002328,4.88015092142374,-167.809523809524,113.395158206874,24.7448521868805,176.285714285714,126.260501684867,27.5523002978096,344.095238095238,167.951452736172,36.6500116781574,198979173667.269,103375669245.697,22558420444.5299,19,15,0.0704225352112676,Euler
Canceled,48.4347826086956,33.2645403435667,6.93613613861673,-223.739130434783,136.884894375897,28.5424735440547,132.95652173913,57.873277127994,12.0674124699064,356.695652173913,146.850088922686,30.6203602459432,201636250370.095,134711974194.09,28089388365.5525,18.5652173913043,15,0.0704225352112676,Euler
Canceled,29.6428571428571,20.0215543193489,5.35098547240624,-231.928571428571,122.427035906613,32.7200016600584,165.142857142857,74.659078630653,19.9534780748657,397.071428571429,138.243077047816,36.9470164575942,232314761205.114,142234850060.591,38013862670.4212,17.5,15,0.0457746478873239,Euler
Canceled,39.75,28.0249888492395,7.00624721230988,-154.75,78.6718924817922,19.667973120448,139.875,61.3600032594523,15.3400008148631,294.625,110.896272855914,27.7240682139785,167811544507.111,109028942911.847,27257235727.9617,19.6875,15,0.0528169014084507,Euler
Canceled,31,21.5539191000483,5.56519798133261,-148,71.5801249350285,18.4819087861874,161,76.241158738009,19.685382539191,309,109.847296605008,28.3624500251401,171680266078.14,119432756616.238,30837405157.7555,18.8,15,0.0528169014084507,Euler
Canceled,43.9333333333333,26.2010541409165,6.7650830893899,-193.2,121.359677935348,31.3349341029799,155.933333333333,67.4457100898479,17.4144074634076,349.133333333333,149.501966860768,38.6012418584671,204229127256.137,156227041071.907,40337648553.2506,18.2,15,0.0528169014084507,Euler
Canceled,41.2666666666667,32.1569069822747,8.30287768052606,-215.533333333333,146.95862715485,37.9445543701492,142.133333333333,48.2461940270446,12.457113732309,357.666666666667,167.130260005553,43.1528475765882,182597357551.868,109994328252.565,28400413433.297,17.9333333333333,15,0.0492957746478873,Euler
Canceled,56.6153846153846,32.0716345637347,8.89507099288375,-134,51.3013969920248,14.2284474890523,153.384615384615,94.6568702045608,26.253092238268,287.384615384615,78.8897315472029,21.8800747846946,144057419583.309,56339470160.2509,15625757576.5583,24.3846153846154,29,0.0521739130434783,Euler
Canceled,57.6666666666667,30.1282970928376,5.02138284880626,-162.361111111111,124.839360271574,20.8065600452624,141.138888888889,85.6845219487586,14.2807536581264,303.5,162.722989858752,27.120498309792,149536803986.035,88301675425.7732,14716945904.2955,24.1111111111111,29,0.11304347826087,Euler
Canceled,57.6865671641791,34.9155730450954,4.26561615830129,-128.761194029851,90.7811369994688,11.0906810652587,148.537313432836,119.013791963459,14.5398488349127,277.298507462687,163.686138592843,19.9974446007169,168625080099.913,123380283990.01,15073300739.5827,24.5970149253731,29,0.21304347826087,Euler
Canceled,57.2089552238806,35.395401735867,4.32423656283908,-132.313432835821,85.5430440923313,10.450746165307,154.641791044776,123.730609315529,15.1160997899452,286.955223880597,157.981532564374,19.3005160519472,152540418389.328,127737064256.13,15605566163.8771,23.5223880597015,29,0.230434782608696,Euler
Canceled,60.3448275862069,32.3899224765964,4.25300518100483,-130.551724137931,68.2043298552979,8.95566725888705,165.51724137931,117.173471846392,15.3856306139389,296.068965517241,139.917753042475,18.3721010457549,170333347359.162,109630859537.67,14395237097.2368,22.9137931034483,29,0.2,Euler
Canceled,58,35.4679247237631,4.04194514734709,-139.467532467532,90.0579615136222,10.2630572088723,154.233766233766,115.056953414602,13.1119567368178,293.701298701299,146.898646131043,16.740654394234,167912236208.861,116669767028.14,13295753905.9385,21.5194805194805,15,0.273913043478261,Euler
Canceled,48.5277777777778,34.9599256381643,4.12006674808724,-161.388888888889,116.087819544668,13.6810807355325,130.25,75.7898781751417,8.93192280049083,291.638888888889,149.636019008337,17.6347739584258,164041771341.327,140414967560.129,16548062623.6428,21.7222222222222,15,0.243478260869565,Euler
Canceled,49.3448275862069,36.3967184389973,4.77912326602442,-167.224137931034,120.126401717502,15.7733693017992,142.724137931034,111.546983744865,14.6468365317997,309.948275862069,174.556121012527,22.920341583985,196311600628.744,158156980361.828,20767028923.1769,20.7413793103448,15,0.208695652173913,Euler
Canceled,47.7068965517241,30.551658076973,4.01162924003725,-147.310344827586,81.3129555065633,10.6769141328482,131.01724137931,61.6428568674653,8.09410364654932,278.327586206897,100.991468795686,13.2608295168255,152312969590.585,102843994018.891,13504077995.6672,20.5172413793103,15,0.208695652173913,Euler
Canceled,54.843137254902,33.6258070826677,4.70855479672276,-115.56862745098,57.854042175793,8.10118630392794,135.862745098039,83.5373017538496,11.6975619919354,251.43137254902,111.805769958793,15.6559392952714,139526488654.407,83292251256.5863,11663248058.8455,21.7254901960784,15,0.165217391304348,Euler
Canceled,48.4333333333333,32.7516078397986,5.97959813614024,-148.966666666667,106.407960336567,19.4273467248177,135.266666666667,75.0976069839289,13.7108844532518,284.233333333333,153.295001455574,27.987710083335,151863580843.906,83050535813.1353,15162883959.2483,21.3333333333333,15,0.121739130434783,Euler
Canceled,54.875,40.6761467329869,8.30298368319957,-144.041666666667,91.0692422503777,18.589431231278,160.416666666667,100.560998865135,20.5269279370149,304.458333333333,162.893931658041,33.2505845631663,140166030962.08,96870607617.9404,19773629978.1099,19.875,15,0.1,Euler
Canceled,56.3809523809524,35.8949525566983,7.83292081704374,-172.571428571429,100.10023547853,21.8436621982508,151.095238095238,91.8656109552997,20.046719807906,323.666666666667,130.708964242447,28.5230344119186,151774394446.542,109694971326.022,23937405212.2622,19.6190476190476,15,0.0782608695652174,Euler
Canceled,39.05,28.2684034140407,6.32100716491821,-161.6,91.3537946090565,20.4273294748404,147.3,97.3648050537662,21.7714322716236,308.9,155.382685481261,34.7446247262569,184074850425.21,121432091646.646,27153041157.1884,20.2,15,0.0695652173913043,Euler
Canceled,63.9333333333333,31.3698368925735,8.09965705721202,-160.8,90.5745154949385,23.3862393401802,122.866666666667,47.4821269632309,12.25983246474,283.666666666667,117.112684848316,30.2383652031443,157957339316.36,79483246259.1772,20522485937.6197,21.5333333333333,15,0.0608695652173913,Euler
Canceled,61.6363636363636,17.408461892268,5.24884875216847,-153.545454545455,59.542192832249,17.9526466199599,122.818181818182,25.1508178070542,7.58325689423528,276.363636363636,59.0919160753359,17.8168830695509,155479073799.383,78424310436.7666,23645819287.3734,20.8181818181818,15,0.0304347826086957,Euler
Canceled,53.5454545454545,28.3843747028665,8.55821098166034,-153.727272727273,56.798047341596,17.1252556233561,136.454545454545,41.8362609141009,12.6141072803167,290.181818181818,73.6855727830329,22.2170361257949,142726638763.77,63302254672.3318,19086347921.0588,18.4545454545455,15,0.0478260869565217,Euler
Canceled,37.6666666666667,18.8113440951641,7.67969906817824,-184.833333333333,111.497832564883,45.5187995350395,170.666666666667,94.9308520274977,38.7553580525039,355.5,200.055742232009,81.6724147636969,180598691412.284,99822677987.3434,40752437637.8576,18.3333333333333,15,0.0260869565217391,Euler
Canceled,46.6153846153846,25.4968575238154,7.07155593579357,-176.153846153846,140.292460093101,38.9101275712816,158,86.4561545910218,23.9786229582593,334.153846153846,157.878564173991,43.7876352635352,166505798608.293,99107084096.1826,27487359497.7314,20.5384615384615,15,0.0521739130434783,Euler
Canceled,33.6363636363636,18.9909069150092,5.72597387869558,-143.272727272727,49.7776875901059,15.0085375152647,146.545454545455,76.3116814601325,23.0088376840345,289.818181818182,103.436761532656,31.1873570484807,167252911462.022,76096484714.1176,22943953423.7948,19.2727272727273,15,0.0434782608695652,Euler
Canceled,55.4166666666667,31.8703576536207,9.20017978524377,-133.166666666667,85.526001717004,24.6892300570123,183.583333333333,146.260327270704,42.2217196607518,316.75,148.546365580827,42.8816420776155,144542935892.857,77346296911.2864,22327952671.276,24.3333333333333,24,0.0446428571428571,Euler
Canceled,42.1428571428571,31.3763635636157,11.8591507192679,-98,25.6904651573303,9.71008312455224,177.142857142857,123.046642337271,46.5072593265613,275.142857142857,134.736073580202,50.9254490460734,119365457220.4,64088143914.3621,24223041540.7314,24.5714285714286,29,0.0267857142857143,Euler
Canceled,46.55,31.1439585448952,4.92429221778662,-134.075,87.4444548974244,13.8261823113863,151.425,76.1863058897608,12.0461126562973,285.5,113.103311067179,17.8832036939407,142476080696.612,86716967113.1256,13711156392.9697,23.625,29,0.138392857142857,Euler
