LFPidx,channelN,session,sessionName,channelNames,cortexFlag,site,sitelabel,laminarFlag,depth,monkeyFlag,monkeyName,baseline_200_pBurst,target_200_pBurst,stopping_baseline_canceled,stopping_baseline_noncanc,stopping_baseline_nostop,stopping_ssd_canceled,stopping_ssd_noncanc,stopping_ssd_nostop,stopping_canceledBurstTime,stopping_noncanceledBurstTime,stopping_nostopBurstTime,stopping_canceledBurstOnset,stopping_noncanceledBurstOnset,stopping_nostopBurstOnset,stopping_canceledBurstOffset,stopping_noncanceledBurstOffset,stopping_nostopBurstOffset,stopping_canceledBurstDuration,stopping_noncanceledBurstDuration,stopping_nostopBurstDuration,stopping_canceledBurstVolume,stopping_noncanceledBurstVolume,stopping_nostopBurstVolume,stopping_canceledBurstFreq,stopping_noncanceledBurstFreq,stopping_nostopBurstFreq,error_noncanceled_pBurst,error_nostop_pBurst,error_noncanceledBurstTime,error_nostopBurstTime,error_noncanceledBurstOnset,error_nostopBurstOnset,error_noncanceledBurstOffset,error_nostopBurstOffset,error_noncanceledBurstDuration,error_nostopBurstDuration,error_noncanceledBurstVolume,error_nostopBurstVolume,error_noncanceledBurstFreq,error_nostopBurstFreq
76,20,4,eulsef20120907c-01,AD36,1,4,np1,0,NaN,0,Euler,0.10874897792314,0.134914145543745,0.0387323943661972,0.053475935828877,0.0477064220183486,0.0422535211267606,0.0320855614973262,0.0348623853211009,29.6428571428571,64.5,45.4761904761905,-231.928571428571,-168.166666666667,-160.142857142857,165.142857142857,172.166666666667,207.238095238095,397.071428571429,340.333333333333,367.380952380952,232314761205.114,190400045916.896,196615053311.989,17.5,18.5,18.7619047619048,0.299465240641711,0.137614678899083,540.753424657534,494.719101123596,-144.287671232877,-132.314606741573,257.452054794521,147.303370786517,401.739726027397,279.61797752809,807026356753.494,158942732345.603,25.1917808219178,25.3820224719101
77,21,4,eulsef20120907c-01,AD37,1,4,np1,0,NaN,0,Euler,0.109566639411284,0.139002452984464,0.0492957746478873,0.0588235294117647,0.0678899082568807,0.0492957746478873,0.0320855614973262,0.0256880733944954,39.75,64.3333333333333,64.3333333333333,-154.75,-183.166666666667,-164.666666666667,139.875,155.666666666667,201.533333333333,294.625,338.833333333333,366.2,167811544507.111,195059025674.481,213354870843.086,19.6875,18.5,19.7666666666667,0.320855614973262,0.132110091743119,537.410256410256,494.466666666667,-142.935897435897,-125.433333333333,297.576923076923,162.5,440.51282051282,287.933333333333,897890990253.623,161985682395.203,24.7179487179487,25.0222222222222
78,22,4,eulsef20120907c-01,AD38,1,4,np1,0,NaN,0,Euler,0.109566639411284,0.128372853638594,0.0492957746478873,0.0427807486631016,0.055045871559633,0.0528169014084507,0.0267379679144385,0.0275229357798165,31,53.6,41.8888888888889,-148,-134.2,-132.111111111111,161,197.4,184.111111111111,309,331.6,316.222222222222,171680266078.14,164286213348.803,213883731964.274,18.8,19.2,19.4444444444444,0.304812834224599,0.100917431192661,543.848101265823,489,-165.341772151899,-137.516129032258,286.063291139241,133.306451612903,451.405063291139,270.822580645161,882561876855.913,177889670772.753,24.5569620253165,25.258064516129
79,23,4,eulsef20120907c-01,AD39,1,4,np1,0,NaN,0,Euler,0.12755519215045,0.162714636140638,0.0633802816901408,0.0481283422459893,0.0697247706422018,0.0528169014084507,0.0320855614973262,0.0275229357798165,43.9333333333333,39.5,47.2424242424242,-193.2,-162.25,-207.515151515152,155.933333333333,177.75,187.30303030303,349.133333333333,340,394.818181818182,204229127256.137,190102249231.585,272617615275.789,18.2,18.375,19.0909090909091,0.315508021390374,0.108256880733945,527.315789473684,485.493333333333,-151.973684210526,-132.693333333333,292.434210526316,144.92,444.407894736842,277.613333333333,697529257853.082,164962312312.44,24.2763157894737,24.32
80,24,4,eulsef20120907c-01,AD40,1,4,np1,0,NaN,0,Euler,0.103025347506132,0.140637775960752,0.0457746478873239,0.0160427807486631,0.0623853211009174,0.0457746478873239,0.0374331550802139,0.0330275229357798,41.2666666666667,63.1428571428571,49.5416666666667,-215.533333333333,-223.428571428571,-172.583333333333,142.133333333333,201.285714285714,174.375,357.666666666667,424.714285714286,346.958333333333,182597357551.868,201246605956.841,215193458282.32,17.9333333333333,18.1428571428571,17.7916666666667,0.272727272727273,0.0788990825688073,542.616438356164,487.763636363636,-151.72602739726,-130.4,289.849315068493,145.6,441.575342465753,276,726857684651.436,163224684235.545,24.6986301369863,25.1636363636364
81,5,5,eulsef20120908c-01,AD21,1,4,np1,0,NaN,0,Euler,0.223953261927945,0.11587147030185,0.121739130434783,0.117647058823529,0.115009746588694,0.0478260869565217,0.0320855614973262,0.0487329434697856,56.6153846153846,61.8333333333333,51.9310344827586,-134,-163.833333333333,-108.275862068966,153.384615384615,130.333333333333,121.206896551724,287.384615384615,294.166666666667,229.48275862069,144057419583.309,148957307365.197,109662697412.744,24.3846153846154,25.6666666666667,25.9310344827586,0.53475935828877,0.249512670565302,506.666666666667,453.621468926554,-117.283333333333,-127.649717514124,231.658333333333,153.378531073446,348.941666666667,281.028248587571,370663483801.738,176854678912.546,26.15,25.9887005649718
82,6,5,eulsef20120908c-01,AD22,1,4,np1,0,NaN,0,Euler,0.296007789678676,0.194741966893866,0.126086956521739,0.219251336898396,0.152046783625731,0.0826086956521739,0.0802139037433155,0.0740740740740741,57.6666666666667,72.5,61.936170212766,-162.361111111111,-95.5,-136.148936170213,141.138888888889,181.555555555556,123.021276595745,303.5,277.055555555556,259.170212765957,149536803986.035,144616263690.77,135136506417.107,24.1111111111111,25.4444444444444,24.3191489361702,0.60427807486631,0.346978557504873,493.950310559006,457.278431372549,-128.136645962733,-125.682352941176,205.409937888199,144.839215686275,333.546583850932,270.521568627451,349506179580.943,166618494156.789,25.6459627329193,25.1921568627451
83,7,5,eulsef20120908c-01,AD23,1,4,np1,0,NaN,0,Euler,0.436222005842259,0.392405063291139,0.247826086956522,0.267379679144385,0.173489278752437,0.160869565217391,0.203208556149733,0.179337231968811,57.6865671641791,65.9591836734694,55.1889763779528,-128.761194029851,-123.714285714286,-127.913385826772,148.537313432836,166.061224489796,135.267716535433,277.298507462687,289.775510204082,263.181102362205,168625080099.913,143064474801.794,143427714861.385,24.5970149253731,23.8775510204082,24.3307086614173,0.74331550802139,0.528265107212476,472.964285714286,466.924657534247,-115.147321428571,-134.748858447489,179.566964285714,132.611872146119,294.714285714286,267.360730593607,252577280476.564,156862774261.577,25.1383928571429,24.5547945205479
84,8,5,eulsef20120908c-01,AD24,1,4,np1,0,NaN,0,Euler,0.422590068159688,0.412852969814995,0.195652173913043,0.219251336898396,0.192982456140351,0.2,0.197860962566845,0.167641325536062,57.2089552238806,58.7017543859649,50.4285714285714,-132.313432835821,-133.210526315789,-128.603174603175,154.641791044776,138.315789473684,142.230158730159,286.955223880597,271.526315789474,270.833333333333,152540418389.328,142184420426.543,149188941927.205,23.5223880597015,23.4035087719298,22.7698412698413,0.684491978609626,0.500974658869396,475.274881516588,461.97442455243,-120.028436018957,-129.716112531969,169.78672985782,131.823529411765,289.815165876777,261.539641943734,227322151309.498,149103286053.128,25.1184834123223,24.537084398977
85,9,5,eulsef20120908c-01,AD25,1,4,np1,0,NaN,0,Euler,0.398247322297955,0.441090555014606,0.21304347826087,0.20855614973262,0.204678362573099,0.156521739130435,0.165775401069519,0.175438596491228,60.3448275862069,57.7916666666667,51.8962962962963,-130.551724137931,-111.541666666667,-140.592592592593,165.51724137931,166.25,128.6,296.068965517241,277.791666666667,269.192592592593,170333347359.162,143019715789.647,148372259127.002,22.9137931034483,21.7916666666667,22.7259259259259,0.609625668449198,0.45224171539961,468.157068062827,462.741477272727,-127.513089005236,-131.136363636364,190.649214659686,131.153409090909,318.162303664921,262.289772727273,250215849305.029,153871991714.068,24.8638743455497,24.1306818181818
86,10,5,eulsef20120908c-01,AD26,1,4,np1,0,NaN,0,Euler,0.422590068159688,0.479065238558909,0.21304347826087,0.235294117647059,0.218323586744639,0.217391304347826,0.171122994652406,0.179337231968811,58,57.9811320754717,54.6923076923077,-139.467532467532,-138.716981132075,-152.935897435897,154.233766233766,207.339622641509,156.544871794872,293.701298701299,346.056603773585,309.480769230769,167912236208.861,205420926099.16,183474673944.984,21.5194805194805,22.5471698113208,22.5192307692308,0.647058823529412,0.489278752436647,472.695431472081,461.044568245125,-127.517766497462,-119.757660167131,199.928934010152,134.537604456825,327.446700507614,254.295264623955,281258335040.37,142152450083.1,24.4467005076142,24.5710306406685
87,11,5,eulsef20120908c-01,AD27,1,4,np1,0,NaN,0,Euler,0.407010710808179,0.44888023369036,0.204347826086957,0.203208556149733,0.185185185185185,0.191304347826087,0.20855614973262,0.128654970760234,48.5277777777778,60.5660377358491,54.172131147541,-161.388888888889,-134.679245283019,-148.147540983607,130.25,181.792452830189,129,291.638888888889,316.471698113208,277.147540983607,164041771341.327,183991227396.123,165395846881.392,21.7222222222222,22.4716981132075,22.4180327868852,0.647058823529412,0.469785575048733,472.908212560386,462.074285714286,-128.92270531401,-123.142857142857,213.574879227053,128.788571428571,342.497584541063,251.931428571429,322433709580.799,143594109694.485,25.0289855072464,25.1828571428571
88,12,5,eulsef20120908c-01,AD28,1,4,np1,0,NaN,0,Euler,0.401168451801363,0.440116845180136,0.156521739130435,0.20855614973262,0.220272904483431,0.173913043478261,0.171122994652406,0.169590643274854,49.3448275862069,54.1702127659574,57,-167.224137931034,-141.382978723404,-128.681818181818,142.724137931034,176.489361702128,122.780303030303,309.948275862069,317.872340425532,251.462121212121,196311600628.744,179054184306.967,142090103465.815,20.7413793103448,21.2978723404255,22.030303030303,0.74331550802139,0.569200779727095,458.029914529915,459.943310657596,-126.226495726496,-123.718820861678,203.730769230769,131.392290249433,329.957264957265,255.111111111111,329338307025.351,150471309125.227,24.7735042735043,24.9591836734694
89,13,5,eulsef20120908c-01,AD29,1,4,np1,0,NaN,0,Euler,0.341772151898734,0.37682570593963,0.182608695652174,0.171122994652406,0.167641325536062,0.182608695652174,0.106951871657754,0.1364522417154,47.7068965517241,70.1428571428571,55.4301075268817,-147.310344827586,-163.178571428571,-156.021505376344,131.01724137931,186.178571428571,125.354838709677,278.327586206897,349.357142857143,281.376344086022,152312969590.585,204807128429.253,153406264763.764,20.5172413793103,21.6428571428571,21.1505376344086,0.711229946524064,0.567251461988304,479.633484162896,464.759174311927,-140.303167420814,-133.270642201835,223.402714932127,140.332568807339,363.705882352941,273.603211009174,361107795316.858,156165526626.436,24.5248868778281,24.5229357798165
90,14,5,eulsef20120908c-01,AD30,1,4,np1,0,NaN,0,Euler,0.285296981499513,0.330087633885102,0.147826086956522,0.160427807486631,0.138401559454191,0.139130434782609,0.0962566844919786,0.10916179337232,54.843137254902,56.56,51,-115.56862745098,-152.68,-157.516483516484,135.862745098039,207.4,141.78021978022,251.43137254902,360.08,299.296703296703,139526488654.407,187990527808.587,175925825121.26,21.7254901960784,20.56,21,0.625668449197861,0.50682261208577,479.905263157895,470.119363395225,-130.015789473684,-125.888594164456,214.931578947368,138.222811671088,344.947368421053,264.111405835544,343220860556.567,153256327260.533,24.0631578947368,25.0689655172414
91,15,5,eulsef20120908c-01,AD31,1,4,np1,0,NaN,0,Euler,0.215189873417722,0.288218111002921,0.11304347826087,0.155080213903743,0.0994152046783626,0.11304347826087,0.053475935828877,0.087719298245614,48.4333333333333,51.5,42.1805555555556,-148.966666666667,-199.055555555556,-140.125,135.266666666667,160.333333333333,150.680555555556,284.233333333333,359.388888888889,290.805555555556,151863580843.906,181546081814.467,158896716607.465,21.3333333333333,19.4444444444444,21.5833333333333,0.470588235294118,0.35672514619883,483.785714285714,462.437768240343,-144.238095238095,-123.150214592275,248.436507936508,135.832618025751,392.674603174603,258.982832618026,389765676229.602,141679644981.569,23.9603174603175,24.6781115879828
92,16,5,eulsef20120908c-01,AD32,1,4,np1,0,NaN,0,Euler,0.163583252190847,0.230769230769231,0.0739130434782609,0.112299465240642,0.0682261208576998,0.0956521739130435,0.0588235294117647,0.0682261208576998,54.875,57,48.4583333333333,-144.041666666667,-149.6875,-152.041666666667,160.416666666667,160.5,143.541666666667,304.458333333333,310.1875,295.583333333333,140166030962.08,145365635351.657,177344948085.763,19.875,19.8125,21.2291666666667,0.390374331550802,0.276803118908382,487.893617021277,472.359550561798,-131.893617021277,-124.752808988764,257.787234042553,147.061797752809,389.68085106383,271.814606741573,336819124658.298,141372217730.882,25.2127659574468,24.5168539325843
93,17,5,eulsef20120908c-01,AD33,1,4,np1,0,NaN,0,Euler,0.148977604673807,0.198636806231743,0.0652173913043478,0.0909090909090909,0.0662768031189084,0.0652173913043478,0.0213903743315508,0.0448343079922027,56.3809523809524,49.8333333333333,37,-172.571428571429,-164.75,-153.586206896552,151.095238095238,209.416666666667,196.206896551724,323.666666666667,374.166666666667,349.793103448276,151774394446.542,185833523719.625,233099541538.074,19.6190476190476,21.0833333333333,21.3103448275862,0.32620320855615,0.202729044834308,515.168831168831,472.858267716535,-123.038961038961,-137.259842519685,247.688311688312,154.866141732283,370.727272727273,292.125984251969,311964949809.206,151048039826.989,24.8311688311688,24.0393700787402
94,18,5,eulsef20120908c-01,AD34,1,4,np1,0,NaN,0,Euler,0.162609542356378,0.181110029211295,0.0608695652173913,0.0962566844919786,0.087719298245614,0.0565217391304348,0.0374331550802139,0.0409356725146199,39.05,64.8888888888889,48.8965517241379,-161.6,-215.777777777778,-160.448275862069,147.3,146.777777777778,207.689655172414,308.9,362.555555555556,368.137931034483,184074850425.21,202725523632.134,210494505737.586,20.2,17.6666666666667,20.5862068965517,0.310160427807487,0.189083820662768,507.070422535211,482.266129032258,-114.112676056338,-130.451612903226,237.535211267606,142.096774193548,351.647887323944,272.548387096774,267975608219.118,149701883666.789,24.8450704225352,24.241935483871
95,19,5,eulsef20120908c-01,AD35,1,4,np1,0,NaN,0,Euler,0.13047711781889,0.131450827653359,0.0608695652173913,0.0909090909090909,0.064327485380117,0.0565217391304348,0.0267379679144385,0.0448343079922027,63.9333333333333,56.4444444444444,40.03125,-160.8,-182,-185.03125,122.866666666667,243.444444444444,164.6875,283.666666666667,425.444444444444,349.71875,157957339316.36,221919076052.262,197297538262.966,21.5333333333333,16.8888888888889,19.25,0.267379679144385,0.167641325536062,514.828125,479.815533980583,-154.46875,-148.650485436893,320.015625,150.029126213592,474.484375,298.679611650485,322718830793.087,151244882825.213,24.34375,24.621359223301
96,20,5,eulsef20120908c-01,AD36,1,4,np1,0,NaN,0,Euler,0.0866601752677702,0.0837390457643622,0.0260869565217391,0.0695187165775401,0.0467836257309941,0.0217391304347826,0.0160427807486631,0.0194931773879142,61.6363636363636,29.3333333333333,34.8333333333333,-153.545454545455,-111.333333333333,-207.25,122.818181818182,226.333333333333,202.666666666667,276.363636363636,337.666666666667,409.916666666667,155479073799.383,192152262117.291,238427451670.256,20.8181818181818,15.6666666666667,17.0833333333333,0.229946524064171,0.113060428849903,515.418181818182,490.397058823529,-151.345454545455,-137.764705882353,248.981818181818,175.852941176471,400.327272727273,313.617647058824,265622001784.85,163128164989.256,24.7272727272727,24.1764705882353
97,21,5,eulsef20120908c-01,AD37,1,4,np1,0,NaN,0,Euler,0.0973709834469328,0.105160662122687,0.0521739130434783,0.0695187165775401,0.050682261208577,0.0478260869565217,0.0160427807486631,0.0233918128654971,53.5454545454545,43.6,31.6470588235294,-153.727272727273,-117.2,-184.705882352941,136.454545454545,237.2,195.941176470588,290.181818181818,354.4,380.647058823529,142726638763.77,172005697853.909,245491658610.784,18.4545454545455,15.6,18.1764705882353,0.219251336898396,0.101364522417154,512.210526315789,496.280701754386,-141.333333333333,-129.701754385965,327.210526315789,179.140350877193,468.543859649123,308.842105263158,324409555260.239,153580895913.53,24.4385964912281,23.9649122807018
98,22,5,eulsef20120908c-01,AD38,1,4,np1,0,NaN,0,Euler,0.0925024342745862,0.0934761441090555,0.0347826086956522,0.053475935828877,0.0487329434697856,0.0260869565217391,0.0213903743315508,0.0214424951267057,37.6666666666667,33.75,36.3529411764706,-184.833333333333,-159.5,-196.705882352941,170.666666666667,273.25,193.941176470588,355.5,432.75,390.647058823529,180598691412.284,248940942156.086,224169088522.348,18.3333333333333,19.25,18.4117647058824,0.181818181818182,0.087719298245614,512.285714285714,492.98,-142.404761904762,-143.22,348.238095238095,163.02,490.642857142857,306.24,341080562052.909,150654769638.404,24.6904761904762,24.2
99,23,5,eulsef20120908c-01,AD39,1,4,np1,0,NaN,0,Euler,0.110029211295034,0.117818889970789,0.0695652173913043,0.0641711229946524,0.064327485380117,0.0478260869565217,0.0320855614973262,0.0253411306042885,46.6153846153846,47.5,41.24,-176.153846153846,-184.333333333333,-165.2,158,164.5,174.08,334.153846153846,348.833333333333,339.28,166505798608.293,174855446681.512,202962797435.323,20.5384615384615,17.1666666666667,17.84,0.197860962566845,0.0994152046783626,509.173913043478,491.709090909091,-146.782608695652,-150.945454545455,247.869565217391,175.890909090909,394.652173913043,326.836363636364,245775081698.51,147184161474.41,23.4130434782609,23.6363636363636
100,24,5,eulsef20120908c-01,AD40,1,4,np1,0,NaN,0,Euler,0.0954235637779942,0.0973709834469328,0.0391304347826087,0.0641711229946524,0.050682261208577,0.0391304347826087,0.0213903743315508,0.0272904483430799,33.6363636363636,40.75,49.5625,-143.272727272727,-152,-214.5625,146.545454545455,319.75,175.4375,289.818181818182,471.75,390,167252911462.022,215802132542.113,205842659074.147,19.2727272727273,16.25,19.0625,0.149732620320856,0.0740740740740741,524.558823529412,492.666666666667,-144.558823529412,-133.97619047619,357.735294117647,170.238095238095,502.294117647059,304.214285714286,314981528111.996,159390909752.094,24.1470588235294,23.4285714285714
101,5,6,eulsef20120909c-01,AD21,1,4,np1,0,NaN,0,Euler,0.171368861024033,0.126436781609195,0.0625,0.0645161290322581,0.0744186046511628,0.0357142857142857,0.0193548387096774,0.0651162790697674,55.4166666666667,37.1428571428571,47.5,-133.166666666667,-141.285714285714,-150.321428571429,183.583333333333,138.142857142857,139.75,316.75,279.428571428571,290.071428571429,144542935892.857,128513305161.81,130666577958.783,24.3333333333333,25.8571428571429,23.2142857142857,0.451612903225806,0.246511627906977,515.174418604651,462.627737226277,-141.674418604651,-137.189781021898,247.686046511628,149.503649635037,389.360465116279,286.693430656934,512756357494.772,135022991359.58,26.8372093023256,26.4598540145985
102,6,6,eulsef20120909c-01,AD22,1,4,np1,0,NaN,0,Euler,0.193312434691745,0.102403343782654,0.102678571428571,0.0838709677419355,0.0976744186046512,0.0223214285714286,0.0516129032258065,0.0372093023255814,42.1428571428571,48.75,46.8333333333333,-98,-136.125,-143.222222222222,177.142857142857,95.875,90.1111111111111,275.142857142857,232,233.333333333333,119365457220.4,100123197690.722,88719549786.7922,24.5714285714286,24.875,25.5,0.509677419354839,0.341860465116279,502.48717948718,456.71282051282,-143.128205128205,-127.779487179487,260.786324786325,141.625641025641,403.91452991453,269.405128205128,551887318344.162,139872487429.017,26.3333333333333,25.9487179487179
103,7,6,eulsef20120909c-01,AD23,1,4,np1,0,NaN,0,Euler,0.268547544409613,0.212121212121212,0.165178571428571,0.154838709677419,0.148837209302326,0.116071428571429,0.0903225806451613,0.0953488372093023,46.55,61.6111111111111,60.0212765957447,-134.075,-135.888888888889,-124.191489361702,151.425,121.111111111111,137.042553191489,285.5,257,261.234042553192,142476080696.612,105780768294.342,119320609295.932,23.625,24.7222222222222,24.3829787234043,0.696774193548387,0.523255813953488,489.481012658228,457.185185185185,-147.651898734177,-128.814814814815,236.26582278481,142.438271604938,383.917721518987,271.253086419753,548264831926.244,144873451886.49,26.5126582278481,25.3024691358025
104,8,6,eulsef20120909c-01,AD24,1,4,np1,0,NaN,0,Euler,0.344827586206897,0.310344827586207,0.183035714285714,0.193548387096774,0.172093023255814,0.147321428571429,0.0903225806451613,0.13953488372093,53.7954545454545,52.3181818181818,55.5454545454545,-117.022727272727,-134.681818181818,-114.558441558442,127.045454545455,155.181818181818,159.532467532468,244.068181818182,289.863636363636,274.090909090909,116973155667.151,138074380708.074,142923686619.687,22.9090909090909,23.2272727272727,24.2597402597403,0.716129032258065,0.572093023255814,478.711229946524,455.317934782609,-131.550802139037,-126.054347826087,224.192513368984,134.98097826087,355.743315508021,261.035326086957,411269193452.488,146584735723.732,25.6524064171123,24.9048913043478
105,9,6,eulsef20120909c-01,AD25,1,4,np1,0,NaN,0,Euler,0.406478578892372,0.461859979101358,0.205357142857143,0.2,0.2,0.196428571428571,0.148387096774194,0.17906976744186,52.1194029850746,53.7631578947368,53.375,-123.626865671642,-122.342105263158,-126.788461538462,143.44776119403,130.105263157895,126.865384615385,267.074626865672,252.447368421053,253.653846153846,132572967605.694,138949177195.672,127761840749.919,22.3880597014925,22.2368421052632,23.8269230769231,0.709677419354839,0.604651162790698,479.455958549223,449.613756613757,-134.60621761658,-115.695767195767,204.715025906736,135.470899470899,339.321243523316,251.166666666667,327334267761.719,137967718643.593,25.1347150259067,24.7539682539683
106,10,6,eulsef20120909c-01,AD26,1,4,np1,0,NaN,0,Euler,0.309299895506792,0.378265412748171,0.160714285714286,0.141935483870968,0.146511627906977,0.133928571428571,0.0903225806451613,0.123255813953488,54.6734693877551,42.12,49.2692307692308,-148.755102040816,-154.08,-158.692307692308,135.877551020408,171.88,138.448717948718,284.632653061225,325.96,297.141025641026,142670357291.652,200548797367.167,175456446299.365,21.1836734693878,19.88,22.2948717948718,0.651612903225806,0.497674418604651,490.812865497076,453.338815789474,-143.836257309942,-120.055921052632,176.970760233918,138.769736842105,320.80701754386,258.825657894737,271310335192.905,127574452639.177,25.3333333333333,24.5657894736842
107,11,6,eulsef20120909c-01,AD27,1,4,np1,0,NaN,0,Euler,0.378265412748171,0.447230929989551,0.183035714285714,0.219354838709677,0.162790697674419,0.227678571428571,0.225806451612903,0.162790697674419,51.7816091954023,56.7272727272727,53.7075471698113,-143.011494252874,-152.963636363636,-145.311320754717,150.931034482759,156.545454545455,153.122641509434,293.942528735632,309.509090909091,298.433962264151,150256675286.721,177083926562.808,166862297877.311,20.6781609195402,20.2545454545455,21.8207547169811,0.716129032258065,0.537209302325581,484.220430107527,455.776536312849,-130.322580645161,-133.854748603352,189.795698924731,135.360335195531,320.118279569892,269.215083798883,245362165261.164,140283387777.216,24.8978494623656,23.4357541899441
108,12,6,eulsef20120909c-01,AD28,1,4,np1,0,NaN,0,Euler,0.357366771159875,0.48171368861024,0.21875,0.180645161290323,0.146511627906977,0.25,0.212903225806452,0.167441860465116,51.7948717948718,55.1041666666667,55.5634920634921,-132.807692307692,-136,-141.333333333333,143.012820512821,182.729166666667,155.5,275.820512820513,318.729166666667,296.833333333333,139122105038.072,177323964329.979,158508612183.024,21.6538461538462,22.4791666666667,22.1111111111111,0.716129032258065,0.495348837209302,480.052631578947,451.589285714286,-139.968421052632,-128.119047619048,208.573684210526,136.514880952381,348.542105263158,264.633928571429,334146789257.795,136548802169.587,24.6,24.7857142857143
109,13,6,eulsef20120909c-01,AD29,1,4,np1,0,NaN,0,Euler,0.370950888192268,0.479623824451411,0.183035714285714,0.187096774193548,0.186046511627907,0.236607142857143,0.212903225806452,0.16046511627907,52.8928571428571,62.2765957446809,51.0549450549451,-135.738095238095,-137.765957446808,-144.208791208791,143.011904761905,158.446808510638,145.747252747253,278.75,296.212765957447,289.956043956044,152689333238.873,186892850990.477,154324649668.665,21.1785714285714,21.2127659574468,21.7582417582418,0.709677419354839,0.609302325581395,481.632352941176,458.223376623377,-140.470588235294,-120.979220779221,212,131.051948051948,352.470588235294,252.031168831169,380714820955.787,132664138917.948,24.421568627451,24.7532467532468
110,14,6,eulsef20120909c-01,AD30,1,4,np1,0,NaN,0,Euler,0.264367816091954,0.411703239289446,0.116071428571429,0.135483870967742,0.104651162790698,0.21875,0.129032258064516,0.12093023255814,53.1694915254237,45.8684210526316,52.7088607594937,-164.864406779661,-144.710526315789,-143.367088607595,127.084745762712,119.605263157895,151.746835443038,291.949152542373,264.315789473684,295.113924050633,161462158912.891,146498672717.778,140714591951.446,20.5762711864407,21.8684210526316,20.9240506329114,0.67741935483871,0.606976744186047,472.323232323232,451.566265060241,-143.590909090909,-121.520481927711,247.323232323232,131.272289156626,390.914141414141,252.792771084337,422745968951.969,142331776914.963,24.0909090909091,24.9253012048193
111,15,6,eulsef20120909c-01,AD31,1,4,np1,0,NaN,0,Euler,0.19435736677116,0.382445141065831,0.0848214285714286,0.116129032258065,0.086046511627907,0.147321428571429,0.135483870967742,0.130232558139535,54.5111111111111,55.3589743589744,45.8428571428571,-156.244444444444,-152.307692307692,-145.642857142857,123.888888888889,151.794871794872,158.285714285714,280.133333333333,304.102564102564,303.928571428571,142690767162.02,157236713060.42,138888164757.441,19.7111111111111,21.7948717948718,20.2285714285714,0.638709677419355,0.555813953488372,482.444444444444,458.30303030303,-133.795321637427,-134.460055096419,244.12865497076,131.818181818182,377.923976608187,266.278236914601,453561408721.111,150705192746.165,24.6842105263158,25.0247933884298
112,16,6,eulsef20120909c-01,AD32,1,4,np1,0,NaN,0,Euler,0.181818181818182,0.355276907001045,0.0848214285714286,0.0774193548387097,0.0883720930232558,0.138392857142857,0.116129032258065,0.116279069767442,46.5675675675676,48.9310344827586,56.8730158730159,-160.297297297297,-171.551724137931,-142.634920634921,136.324324324324,129.586206896552,155.746031746032,296.621621621622,301.137931034483,298.380952380952,142692977093.533,184123861065.598,130778165828.312,19.6756756756757,20.8275862068966,21.0793650793651,0.593548387096774,0.472093023255814,485.379310344828,461.676870748299,-133.731034482759,-123.448979591837,257.620689655172,138.190476190476,391.351724137931,261.639455782313,456535003227.664,147173327441.326,24.1862068965517,24.9353741496599
113,17,6,eulsef20120909c-01,AD33,1,4,np1,0,NaN,0,Euler,0.16405433646813,0.317659352142111,0.09375,0.0387096774193548,0.072093023255814,0.102678571428571,0.148387096774194,0.106976744186047,46.4285714285714,47.7391304347826,57.8333333333333,-165.485714285714,-137.608695652174,-153.814814814815,148.057142857143,166.739130434783,145.277777777778,313.542857142857,304.347826086957,299.092592592593,168483955023.203,130524033813.778,148985548239.725,20.4,20.0869565217391,21.2222222222222,0.535483870967742,0.430232558139535,493.951612903226,459.273469387755,-145.290322580645,-124.057142857143,281.951612903226,148.991836734694,427.241935483871,273.048979591837,452628150389.711,151443969125.699,24.4274193548387,24.5918367346939
114,18,6,eulsef20120909c-01,AD34,1,4,np1,0,NaN,0,Euler,0.156739811912226,0.331243469174504,0.107142857142857,0.0645161290322581,0.0581395348837209,0.120535714285714,0.109677419354839,0.104651162790698,50.64,56.5238095238095,53.7833333333333,-158.9,-163.47619047619,-154.866666666667,144.74,169.52380952381,162.766666666667,303.64,333,317.633333333333,148117167073.284,213836645234.419,162119835870.365,20.62,20.1904761904762,20.8333333333333,0.470967741935484,0.386046511627907,476.142857142857,467.441048034935,-147.104761904762,-123.323144104803,253.971428571429,145.550218340611,401.076190476191,268.873362445415,356783871087.602,133898494179.719,23.5238095238095,24.8427947598253
115,19,6,eulsef20120909c-01,AD35,1,4,np1,0,NaN,0,Euler,0.13166144200627,0.248693834900731,0.0714285714285714,0.0516129032258065,0.0651162790697674,0.0758928571428571,0.0709677419354839,0.0767441860465116,51.5,62.7333333333333,56.5762711864407,-172.166666666667,-136.466666666667,-143,138.766666666667,154.266666666667,159.593220338983,310.933333333333,290.733333333333,302.593220338983,144837880292.94,125436565785.075,146533996689.958,20.3,19.6,20.9152542372881,0.458064516129032,0.316279069767442,495.111111111111,462.674418604651,-131.877777777778,-130.988372093023,296.288888888889,149.546511627907,428.166666666667,280.53488372093,378039801584.549,145111082546.036,24.7888888888889,24.9244186046512
