LFPidx,channelN,session,sessionName,channelNames,cortexFlag,site,sitelabel,laminarFlag,depth,monkeyFlag,monkeyName,baseline_200_pBurst,target_200_pBurst,stopping_baseline_canceled,stopping_baseline_noncanc,stopping_baseline_nostop,stopping_ssd_canceled,stopping_ssd_noncanc,stopping_ssd_nostop,stopping_canceledBurstTime,stopping_noncanceledBurstTime,stopping_nostopBurstTime,stopping_canceledBurstOnset,stopping_noncanceledBurstOnset,stopping_nostopBurstOnset,stopping_canceledBurstOffset,stopping_noncanceledBurstOffset,stopping_nostopBurstOffset,stopping_canceledBurstDuration,stopping_noncanceledBurstDuration,stopping_nostopBurstDuration,stopping_canceledBurstVolume,stopping_noncanceledBurstVolume,stopping_nostopBurstVolume,stopping_canceledBurstFreq,stopping_noncanceledBurstFreq,stopping_nostopBurstFreq,error_noncanceled_pBurst,error_nostop_pBurst,error_noncanceledBurstTime,error_nostopBurstTime,error_noncanceledBurstOnset,error_nostopBurstOnset,error_noncanceledBurstOffset,error_nostopBurstOffset,error_noncanceledBurstDuration,error_nostopBurstDuration,error_noncanceledBurstVolume,error_nostopBurstVolume,error_noncanceledBurstFreq,error_nostopBurstFreq
253,17,13,xensef20120416b-01,AD33,1,5,np2,0,NaN,1,Xena,0.440203562340967,0.371501272264631,0.18232044198895,0.27710843373494,0.201612903225806,0.12707182320442,0.144578313253012,0.155913978494624,56.7631578947368,55.2631578947368,53.6447368421053,-125.894736842105,-147.894736842105,-173.486842105263,120.552631578947,105.526315789474,145.144736842105,246.447368421053,253.421052631579,318.631578947368,139279407921.299,108433954797.165,188450839205.711,23.3684210526316,24.6842105263158,22.4210526315789,0.433734939759036,0.384408602150538,450.18,442.366336633663,-134.22,-140.064356435644,156.74,135.628712871287,290.96,275.693069306931,154734786578.488,156796575665.125,23.22,23.8069306930693
254,18,13,xensef20120416b-01,AD34,1,5,np2,0,NaN,1,Xena,0.291348600508906,0.255725190839695,0.132596685082873,0.156626506024096,0.14247311827957,0.121546961325967,0.108433734939759,0.0967741935483871,56.5161290322581,44.3333333333333,58.1320754716981,-127.483870967742,-153.666666666667,-159.150943396226,147.451612903226,202.444444444444,164.547169811321,274.935483870968,356.111111111111,323.698113207547,170928511274.747,129270780790.753,194469396911.597,22.6774193548387,18.2222222222222,22.4905660377358,0.27710843373494,0.231182795698925,445,433.794117647059,-171.925925925926,-150.450980392157,139.037037037037,149.686274509804,310.962962962963,300.137254901961,161851555389.417,177949751654.232,22.8888888888889,23.2647058823529
255,19,13,xensef20120416b-01,AD35,1,5,np2,0,NaN,1,Xena,0.259541984732824,0.235368956743003,0.0939226519337017,0.0963855421686747,0.137096774193548,0.110497237569061,0.132530120481928,0.104838709677419,40.56,64.5384615384615,59.4901960784314,-158.88,-192.692307692308,-152.607843137255,173.96,218.461538461538,185.764705882353,332.84,411.153846153846,338.372549019608,181245316034.503,213847769702.54,197225224377.535,21.8,20.8461538461538,22.0392156862745,0.337349397590361,0.204301075268817,446.806451612903,446.16091954023,-143.870967741935,-171.448275862069,128.935483870968,165.965517241379,272.806451612903,337.413793103448,155603739274.849,204626780031.843,22.5483870967742,23.3908045977011
256,20,13,xensef20120416b-01,AD36,1,5,np2,0,NaN,1,Xena,0.251908396946565,0.240458015267176,0.116022099447514,0.0963855421686747,0.110215053763441,0.110497237569061,0.0843373493975904,0.10752688172043,53.2692307692308,60.2727272727273,53.4791666666667,-175.346153846154,-153.181818181818,-159.9375,177.115384615385,216.818181818182,147.625,352.461538461538,370,307.5625,265451903721.669,177588713129.64,180344675968.406,20.8076923076923,20.5454545454545,21.6666666666667,0.228915662650602,0.201612903225806,448.407407407407,428.731182795699,-198.518518518519,-157.924731182796,161.703703703704,179.989247311828,360.222222222222,337.913978494624,226468627212.45,182812401306.219,22.4814814814815,22.6451612903226
257,21,13,xensef20120416b-01,AD37,1,5,np2,0,NaN,1,Xena,0.223918575063613,0.217557251908397,0.104972375690608,0.0963855421686747,0.0967741935483871,0.0883977900552486,0.0602409638554217,0.115591397849462,56.25,63.7142857142857,59.3137254901961,-137.65,-184.428571428571,-140.960784313725,234.1,322,148.607843137255,371.75,506.428571428571,289.56862745098,355073106323.824,219773041435.024,171490834345.621,21.15,18,22.1372549019608,0.240963855421687,0.172043010752688,450.478260869565,436.535211267606,-199.347826086957,-147.394366197183,142.608695652174,173.225352112676,341.95652173913,320.619718309859,176322788566.353,177996884657.519,21.7391304347826,23.8732394366197
258,22,13,xensef20120416b-01,AD38,1,5,np2,0,NaN,1,Xena,0.179389312977099,0.189567430025445,0.0828729281767956,0.0602409638554217,0.0833333333333333,0.0828729281767956,0.072289156626506,0.0725806451612903,56.4705882352941,76.5,50.25,-163.294117647059,-207.5,-138.6875,187.941176470588,254.625,172.625,351.235294117647,462.125,311.3125,349048097707.601,238705064312.183,201330411133.306,19.8823529411765,21.25,21.84375,0.228915662650602,0.139784946236559,450.619047619048,426.59375,-190.619047619048,-153.90625,135.809523809524,165.03125,326.428571428571,318.9375,170783325121.436,196896354111.441,21.7142857142857,22.671875
259,23,13,xensef20120416b-01,AD39,1,5,np2,0,NaN,1,Xena,0.162849872773537,0.170483460559796,0.0662983425414365,0.0602409638554217,0.0887096774193548,0.0828729281767956,0.0481927710843374,0.0645161290322581,59.35,71.5,54.5813953488372,-151.25,-168.25,-148.93023255814,192.5,270.375,149.604651162791,343.75,438.625,298.53488372093,309090404431.127,213830700516.954,176657507745.887,22,17.75,22.6744186046512,0.204819277108434,0.112903225806452,480.739130434783,432.72,-202.304347826087,-153.74,140.260869565217,148.14,342.565217391304,301.88,185484134176.76,193708284245.227,22.4782608695652,22.82
260,24,13,xensef20120416b-01,AD40,1,5,np2,0,NaN,1,Xena,0.148854961832061,0.153944020356234,0.0883977900552486,0.0843373493975904,0.0725806451612903,0.0718232044198895,0.0240963855421687,0.0591397849462366,49.6875,68.5,56.8918918918919,-199.9375,-417.5,-156.378378378378,179.4375,261.25,184.189189189189,379.375,678.75,340.567567567568,358063830303.566,357239383705.093,224044307608.463,19.5,18.75,22.4054054054054,0.180722891566265,0.0833333333333333,462.222222222222,428.083333333333,-193.333333333333,-152.361111111111,188.888888888889,158.527777777778,382.222222222222,310.888888888889,246366854951.432,200611861753.463,22,21.6388888888889
261,6,14,eulsef20120910c-01,AD22,1,1,p1,1,1,0,Euler,0.228089887640449,0.184269662921348,0.106666666666667,0.0697674418604651,0.109090909090909,0.0933333333333333,0.0310077519379845,0.0618181818181818,43.88,38.7272727272727,49.3333333333333,-114.4,-184.727272727273,-182.888888888889,116.52,111.454545454545,125.296296296296,230.92,296.181818181818,308.185185185185,182143638076.685,254319350864.095,240976647828.428,25.48,24.5454545454545,24.4444444444444,0.51937984496124,0.36,475.567796610169,459.310606060606,-144.940677966102,-141.469696969697,212.271186440678,161.681818181818,357.21186440678,303.151515151515,419204619749.939,278400289302.588,25.8813559322034,24.9090909090909
262,7,14,eulsef20120910c-01,AD23,1,1,p1,1,2,0,Euler,0.293258426966292,0.248314606741573,0.151111111111111,0.131782945736434,0.149090909090909,0.106666666666667,0.0542635658914729,0.08,45.8333333333333,56.8571428571429,55.3030303030303,-180.972222222222,-113,-135.151515151515,165.916666666667,109.714285714286,129.484848484848,346.888888888889,222.714285714286,264.636363636364,264849549956.223,166918178651.258,233758142031.252,24.8055555555556,24.1428571428571,24.5151515151515,0.651162790697674,0.48,467.153284671533,462.243243243243,-142.56204379562,-130.464864864865,193.78102189781,152.448648648649,336.343065693431,282.913513513514,384404468841.141,269432815549.949,25.5182481751825,24.9459459459459
263,8,14,eulsef20120910c-01,AD24,1,1,p1,1,3,0,Euler,0.319101123595506,0.286516853932584,0.151111111111111,0.116279069767442,0.16,0.142222222222222,0.0465116279069767,0.134545454545455,47.156862745098,53.4,48.6792452830189,-192.294117647059,-108,-123.981132075472,146.392156862745,111,105.622641509434,338.686274509804,219,229.603773584906,260396184099.99,198123994104.811,173128136268.955,24.4509803921569,23.5,23.9622641509434,0.705426356589147,0.534545454545455,461.201183431953,456.907834101382,-149.01775147929,-128.986175115207,183.005917159763,146.599078341014,332.023668639053,275.585253456221,376963641122.785,256941079249.917,25.2544378698225,24.7511520737327
264,9,14,eulsef20120910c-01,AD25,1,1,p1,1,4,0,Euler,0.328089887640449,0.265168539325843,0.164444444444444,0.116279069767442,0.145454545454545,0.102222222222222,0.0310077519379845,0.127272727272727,56.6,72.25,49.5652173913044,-121.68,-207.5,-140.021739130435,144.08,315.75,125.413043478261,265.76,523.25,265.434782608696,198293300523.168,610051464039.891,224369156146.273,25.72,24,23.8695652173913,0.689922480620155,0.516363636363636,459.738562091503,468.379487179487,-132.862745098039,-130.076923076923,185.679738562092,151.953846153846,318.542483660131,282.030769230769,334076828323.256,266803554037.197,25.3267973856209,24.3948717948718
265,10,14,eulsef20120910c-01,AD26,1,1,p1,1,5,0,Euler,0.255056179775281,0.19438202247191,0.124444444444444,0.0930232558139535,0.127272727272727,0.0711111111111111,0.0542635658914729,0.08,48.4,54,52.6875,-123.65,-161,-117.46875,162.2,143.2,125.375,285.85,304.2,242.84375,199668080826.402,237846551849.495,195468797705.102,24.2,23.8,24.59375,0.51937984496124,0.389090909090909,478.282828282828,472.338235294118,-141.434343434343,-134.029411764706,196.212121212121,142.147058823529,337.646464646465,276.176470588235,352110626970.461,241047547544.632,25.7272727272727,25.1544117647059
266,11,14,eulsef20120910c-01,AD27,1,1,p1,1,6,0,Euler,0.306741573033708,0.338202247191011,0.155555555555556,0.062015503875969,0.134545454545455,0.173333333333333,0.0930232558139535,0.134545454545455,50.5094339622642,54.7368421052632,49.5116279069767,-160.188679245283,-159.947368421053,-143.186046511628,145.075471698113,313.368421052632,142.023255813953,305.264150943396,473.315789473684,285.209302325581,232117303213.819,376624379776.137,277030299344.846,22.9245283018868,19.7894736842105,22.8372093023256,0.612403100775194,0.490909090909091,480.045112781955,456.538461538462,-124.639097744361,-133.373626373626,189,136.675824175824,313.639097744361,270.049450549451,330829489773.246,225417865660.656,24.4661654135338,23.978021978022
267,12,14,eulsef20120910c-01,AD28,1,1,p1,1,7,0,Euler,0.241573033707865,0.29438202247191,0.124444444444444,0.124031007751938,0.109090909090909,0.111111111111111,0.13953488372093,0.112727272727273,46.2391304347826,48.0454545454545,45.8947368421053,-143.847826086957,-147.363636363636,-139.552631578947,156.021739130435,137.181818181818,129.473684210526,299.869565217391,284.545454545455,269.026315789474,234800246650.447,269472301068.214,195421645469.093,22.9347826086957,23.1818181818182,23.1052631578947,0.558139534883721,0.421818181818182,467.933333333333,451.223602484472,-138.025,-131.826086956522,182.983333333333,146.254658385093,321.008333333333,278.080745341615,382318661839.949,226064077583.179,24.5333333333333,24.8571428571429
268,13,14,eulsef20120910c-01,AD29,1,1,p1,1,8,0,Euler,0.267415730337079,0.293258426966292,0.115555555555556,0.131782945736434,0.134545454545455,0.124444444444444,0.116279069767442,0.138181818181818,60.3333333333333,48.2916666666667,42.5681818181818,-124.433333333333,-126.333333333333,-146.75,145.1,136.333333333333,147.068181818182,269.533333333333,262.666666666667,293.818181818182,188078487159.112,227342336201.142,213515257678.018,23.9,23,22.1363636363636,0.565891472868217,0.429090909090909,461.430894308943,460.803468208093,-140.317073170732,-139.907514450867,168.032520325203,144.699421965318,308.349593495935,284.606936416185,396348143750.691,223463097201.295,24.8780487804878,25.0462427745665
269,14,14,eulsef20120910c-01,AD30,1,1,p1,1,9,0,Euler,0.247191011235955,0.225842696629213,0.102222222222222,0.0930232558139535,0.109090909090909,0.106666666666667,0.108527131782946,0.0981818181818182,48.3333333333333,38.3684210526316,45.8648648648649,-142.074074074074,-145.736842105263,-128.648648648649,140.62962962963,121.842105263158,147.216216216216,282.703703703704,267.578947368421,275.864864864865,206896696401.751,203715011010.142,200235153114.232,22.4444444444444,25.5263157894737,23.7297297297297,0.550387596899225,0.425454545454545,480.675925925926,471.093333333333,-137.435185185185,-130.88,188.537037037037,146.36,325.972222222222,277.24,392436822755.549,229448602449.015,25.4444444444444,25.34
270,15,14,eulsef20120910c-01,AD31,1,1,p1,1,10,0,Euler,0.175280898876404,0.135955056179775,0.0977777777777778,0.0542635658914729,0.0545454545454545,0.0666666666666667,0.0465116279069767,0.04,38.8823529411765,47.75,54.3529411764706,-172.352941176471,-152.5,-141.882352941176,179.529411764706,236,148.294117647059,351.882352941176,388.5,290.176470588235,264466770796.853,264089012054.538,257489815193.821,20.9411764705882,21.75,23.5882352941176,0.434108527131783,0.312727272727273,472.950617283951,479.938053097345,-154.41975308642,-125.362831858407,192.234567901235,142.274336283186,346.654320987654,267.637168141593,420806346945.533,215782338678.951,25.1851851851852,25.4336283185841
271,16,14,eulsef20120910c-01,AD32,1,1,p1,1,11,0,Euler,0.134831460674157,0.117977528089888,0.0755555555555556,0.0465116279069767,0.0545454545454545,0.0488888888888889,0.0465116279069767,0.0254545454545455,40,44,40.2,-150.388888888889,-115.8,-167.1,170.333333333333,224.2,161.8,320.722222222222,340,328.9,238436064776.081,244115705480.492,228973708932.032,21.4444444444444,21,21.7,0.37984496124031,0.203636363636364,466.736842105263,485.415384615385,-139.078947368421,-125.046153846154,216.473684210526,141.907692307692,355.552631578947,266.953846153846,390686226952.536,212606411466.227,24.4736842105263,25.3538461538462
272,17,14,eulsef20120910c-01,AD33,1,1,p1,1,12,0,Euler,0.1,0.097752808988764,0.0666666666666667,0.0310077519379845,0.0218181818181818,0.0355555555555556,0.0155038759689922,0.0254545454545455,30.25,62,46.8888888888889,-147.625,-79.5,-181.222222222222,129.5,98.5,151.666666666667,277.125,178,332.888888888889,244592652199.507,130937120903.297,256687742060.519,20.125,25,22.7777777777778,0.302325581395349,0.145454545454545,486.021739130435,492.954545454545,-135.978260869565,-132.863636363636,160.847826086957,123.931818181818,296.826086956522,256.795454545455,314473151188.776,199067285638.545,25.195652173913,25.5
273,18,14,eulsef20120910c-01,AD34,1,1,p1,1,13,0,Euler,0.0730337078651685,0.0898876404494382,0.0533333333333333,0.0310077519379845,0.0181818181818182,0.0266666666666667,0.0232558139534884,0.0436363636363636,15.5,37,49.6666666666667,-276.666666666667,-84,-154.75,256.166666666667,178.666666666667,169.25,532.833333333333,262.666666666667,324,509447744835.082,190425095821.183,235626437986.038,16.6666666666667,23,19.25,0.186046511627907,0.0763636363636364,505.777777777778,468.916666666667,-161.027777777778,-129.916666666667,161.972222222222,126.625,323,256.541666666667,378325081920.467,198867476872.841,24.4166666666667,24.375
274,19,14,eulsef20120910c-01,AD35,1,1,p1,1,14,0,Euler,0.0415730337078652,0.0696629213483146,0.0355555555555556,0.0310077519379845,0.0109090909090909,0.0177777777777778,0,0.0181818181818182,34,20.6666666666667,62.8,-147.25,-275,-125.8,186.25,165,168.6,333.5,440,294.4,297351387900.57,371517372442.014,179711371599.84,17.5,20,17.8,0.178294573643411,0.0763636363636364,520.818181818182,501.428571428571,-166.818181818182,-161.619047619048,248.545454545455,175.190476190476,415.363636363636,336.809523809524,485282102416.546,259662256263.739,24.7272727272727,22
275,20,14,eulsef20120910c-01,AD36,1,1,p1,1,15,0,Euler,0.0247191011235955,0.0292134831460674,0.0177777777777778,0.0232558139534884,0.00363636363636364,0.0177777777777778,0.00775193798449612,0,23,49,NaN,-164,-113,NaN,143,142,NaN,307,255,NaN,253374766912.949,126939824208.913,NaN,16.5,18,NaN,0.13953488372093,0.0290909090909091,538.95652173913,486.4,-169.260869565217,-194.1,191.086956521739,205.6,360.347826086957,399.7,389599164779.813,304258625793.71,25.2173913043478,20.7
276,21,14,eulsef20120910c-01,AD37,1,1,p1,1,16,0,Euler,0.0224719101123595,0.0280898876404494,0.0222222222222222,0.00775193798449612,0.0145454545454545,0.0133333333333333,0.00775193798449612,0.00363636363636364,15.6666666666667,50,46,-239,-369,-149,186,137,480,425,506,629,404630603091.049,247327801312.8,568472273100.167,16.6666666666667,17,15,0.124031007751938,0.0218181818181818,532.25,500.5,-159.916666666667,-162.666666666667,266.583333333333,155.333333333333,426.5,318,494687494354.485,247428180022.934,24.875,21.5
277,22,14,eulsef20120910c-01,AD38,1,1,p1,1,17,0,Euler,0.0213483146067416,0.0247191011235955,0.0177777777777778,0.00775193798449612,0.0145454545454545,0.0177777777777778,0,0.00363636363636364,9.75,34.5,45,-208.75,-300.5,-151,142,126,169,350.75,426.5,320,314055741711.439,229634949917.459,289600837204.387,16.25,16.5,15,0.108527131782946,0.0181818181818182,524.277777777778,559.4,-160.333333333333,-138.4,234.333333333333,134.6,394.666666666667,273,428990719567.482,187254553177.06,24.8333333333333,21.6
278,6,15,eulsef20120911c-01,AD22,1,1,p1,1,1,0,Euler,0.250927988121752,0.21380846325167,0.11377245508982,0.106951871657754,0.150423728813559,0.0538922155688623,0.0641711229946524,0.0635593220338983,33.0769230769231,59.3888888888889,42.2,-137.076923076923,-132.888888888889,-149.914285714286,126.846153846154,107.5,107.771428571429,263.923076923077,240.388888888889,257.685714285714,188268263698.182,121479862173.522,175989143029.799,24.3461538461538,26.8333333333333,26.6857142857143,0.508021390374332,0.38135593220339,488.650684931507,465.15811965812,-144.034246575342,-140.884615384615,209.595890410959,152.247863247863,353.630136986301,293.132478632479,625380792332.973,204542702419.168,25.6780821917808,25.6025641025641
279,7,15,eulsef20120911c-01,AD23,1,1,p1,1,2,0,Euler,0.397178916109874,0.365256124721604,0.167664670658683,0.144385026737968,0.216101694915254,0.149700598802395,0.106951871657754,0.125,46.0666666666667,43.6538461538462,43.4470588235294,-131.933333333333,-109.807692307692,-127.858823529412,132.433333333333,114.269230769231,115.776470588235,264.366666666667,224.076923076923,243.635294117647,172753586898.778,123310136349.119,176130796558.524,24.8666666666667,27,24.7176470588235,0.705882352941177,0.582627118644068,477.621276595745,461.667452830189,-143.340425531915,-133.469339622642,229.63829787234,145.955188679245,372.978723404255,279.424528301887,556174172377.42,215325605240.278,25.9234042553191,24.8349056603774
280,8,15,eulsef20120911c-01,AD24,1,1,p1,1,3,0,Euler,0.391239792130661,0.350408314773571,0.18562874251497,0.155080213903743,0.194915254237288,0.116766467065868,0.106951871657754,0.101694915254237,44.2142857142857,43.0416666666667,47.3235294117647,-120.785714285714,-110.416666666667,-134.588235294118,129.125,94.7083333333333,104.661764705882,249.910714285714,205.125,239.25,157637180043.017,106043904322.416,158973298779.335,24.5,27.125,25.2058823529412,0.764705882352941,0.597457627118644,472.247863247863,464.134259259259,-148.371794871795,-139.483796296296,207.623931623932,159.314814814815,355.995726495727,298.798611111111,520586369770.667,233779209403.798,25.3205128205128,24.2986111111111
281,9,15,eulsef20120911c-01,AD25,1,1,p1,1,4,0,Euler,0.451373422420193,0.412026726057906,0.170658682634731,0.192513368983957,0.205508474576271,0.152694610778443,0.165775401069519,0.163135593220339,52.3939393939394,44.1538461538462,47.8958333333333,-112.363636363636,-137.179487179487,-134.46875,130.348484848485,109.871794871795,114.1875,242.712121212121,247.051282051282,248.65625,168535383204.525,155948257296,153964161265.27,23.9090909090909,25.2564102564103,24.625,0.764705882352941,0.652542372881356,472.876404494382,456.288381742739,-136.659176029963,-131.672199170124,216.093632958801,146.377593360996,352.752808988764,278.04979253112,484108690559.697,222175534493.299,25.1947565543071,24.3672199170124
282,10,15,eulsef20120911c-01,AD26,1,1,p1,1,5,0,Euler,0.397178916109874,0.323682256867112,0.161676646706587,0.171122994652406,0.197033898305085,0.092814371257485,0.128342245989305,0.122881355932203,47.6530612244898,42.0625,45.9565217391304,-125.612244897959,-145.34375,-146.463768115942,135.959183673469,145.1875,122.144927536232,261.571428571429,290.53125,268.608695652174,172140617287.905,183984980817.475,174501229725.213,23.5510204081633,25.28125,24.3913043478261,0.711229946524064,0.572033898305085,475.75,457.890214797136,-142.487288135593,-127.026252983294,219.991525423729,142.410501193317,362.478813559322,269.436754176611,445594278206.659,198737120728.88,25.4067796610169,24.6229116945107
283,11,15,eulsef20120911c-01,AD27,1,1,p1,1,6,0,Euler,0.386785449146251,0.347438752783964,0.176646706586826,0.128342245989305,0.201271186440678,0.101796407185629,0.133689839572193,0.103813559322034,49.6153846153846,46.36,48.0151515151515,-135.826923076923,-187.04,-164.212121212121,120.903846153846,160,119.166666666667,256.730769230769,347.04,283.378787878788,163265204255.926,189707401762.7,185832171502.123,21.6730769230769,22.56,23.0909090909091,0.684491978609626,0.542372881355932,471.033018867925,456.164974619289,-147.183962264151,-130.314720812183,198.283018867925,144.573604060914,345.466981132075,274.888324873096,366822730843.881,201845639387.048,24.7830188679245,24.1497461928934
284,12,15,eulsef20120911c-01,AD28,1,1,p1,1,7,0,Euler,0.339272457312546,0.342984409799555,0.158682634730539,0.160427807486631,0.169491525423729,0.11377245508982,0.0855614973262032,0.110169491525424,46.6923076923077,54.5666666666667,51.1774193548387,-134.788461538462,-135.166666666667,-167.564516129032,125.596153846154,159.466666666667,146.983870967742,260.384615384615,294.633333333333,314.548387096774,155632453175.076,235342885734.224,194379657421.563,23.0769230769231,25.2333333333333,23.3064516129032,0.609625668449198,0.438559322033898,477.31693989071,454.280141843972,-139.491803278689,-127.085106382979,186.590163934426,142.503546099291,326.081967213115,269.588652482269,391127828031.534,182376906313.928,25.4153005464481,24.9148936170213
285,13,15,eulsef20120911c-01,AD29,1,1,p1,1,8,0,Euler,0.315515961395694,0.325167037861915,0.143712574850299,0.106951871657754,0.161016949152542,0.0688622754491018,0.106951871657754,0.0974576271186441,41.8205128205128,46.3333333333333,54.3559322033898,-137.025641025641,-112.125,-190.305084745763,147.692307692308,136.208333333333,136.932203389831,284.717948717949,248.333333333333,327.237288135593,178222723548.572,176309593047.877,213007988758.422,21.6410256410256,24.5,23.0847457627119,0.614973262032086,0.447033898305085,486.40782122905,456.814685314685,-124.759776536313,-117.965034965035,209.022346368715,147.318181818182,333.782122905028,265.283216783217,506478480543.588,186086264316.659,25.5027932960894,24.6993006993007
286,14,15,eulsef20120911c-01,AD30,1,1,p1,1,9,0,Euler,0.32293986636971,0.28656273199703,0.125748502994012,0.128342245989305,0.165254237288136,0.0658682634730539,0.0641711229946524,0.0995762711864407,44.3030303030303,48.125,57.6451612903226,-153.181818181818,-118.625,-121.693548387097,138.818181818182,138.0625,125.806451612903,292,256.6875,247.5,189479077397.053,191204620250.401,172837862581.333,20.4848484848485,23.375,24.1129032258065,0.647058823529412,0.438559322033898,487.336538461538,458.564575645756,-142.365384615385,-125.959409594096,206.610576923077,143.719557195572,348.975961538462,269.678966789668,504892571571.333,192412902521.933,24.9375,25.1365313653137
287,15,15,eulsef20120911c-01,AD31,1,1,p1,1,10,0,Euler,0.238307349665924,0.22271714922049,0.0898203592814371,0.0641711229946524,0.11864406779661,0.0658682634730539,0.0588235294117647,0.0614406779661017,38.21875,55.8461538461538,43.7692307692308,-150.46875,-146.538461538462,-143.333333333333,145.9375,128.230769230769,129,296.40625,274.769230769231,272.333333333333,189231877914.436,151862544409.345,176131919119.659,21.625,23.1538461538462,23.8717948717949,0.598930481283422,0.411016949152542,501.505813953488,465.614503816794,-140.063953488372,-126.69465648855,226.459302325581,144.461832061069,366.523255813953,271.156488549618,598197073014.293,191730256941.129,25.4941860465116,24.8282442748092
288,16,15,eulsef20120911c-01,AD32,1,1,p1,1,11,0,Euler,0.183370452858203,0.144766146993318,0.0808383233532934,0.0748663101604278,0.0889830508474576,0.0538922155688623,0.0106951871657754,0.0254237288135593,33.65,39.25,40.0666666666667,-166.05,-132,-167.333333333333,192.2,207.75,148.666666666667,358.25,339.75,316,190960819091.746,205569459153.069,209083624563.525,20.95,18.75,23.4,0.518716577540107,0.328389830508475,505.56050955414,470.576923076923,-140.936305732484,-125.100961538462,229.503184713376,145.629807692308,370.43949044586,270.730769230769,599739425882.96,183280451653.276,25.1910828025478,25.2115384615385
289,17,15,eulsef20120911c-01,AD33,1,1,p1,1,12,0,Euler,0.131403118040089,0.124721603563474,0.062874251497006,0.0695187165775401,0.0550847457627119,0.029940119760479,0.0213903743315508,0.0275423728813559,32.0714285714286,50.25,34.7333333333333,-173.428571428571,-93.5,-176.733333333333,173,163,154.533333333333,346.428571428571,256.5,331.266666666667,217952348221.721,180276973100.493,198442358458.745,20.3571428571429,21.25,22.6666666666667,0.459893048128342,0.224576271186441,521.340909090909,488.161290322581,-149.356060606061,-122.661290322581,297.606060606061,132.75,446.962121212121,255.411290322581,679168326743.161,179888777032.241,24.5227272727273,24.8306451612903
290,18,15,eulsef20120911c-01,AD34,1,1,p1,1,13,0,Euler,0.106904231625835,0.119524870081663,0.0598802395209581,0.0481283422459893,0.048728813559322,0.0239520958083832,0.0106951871657754,0.0275423728813559,46.9,53,52.0769230769231,-187,-110.5,-133.769230769231,280.8,95.5,176.384615384615,467.8,206,310.153846153846,305632392378.499,161857211505.228,192845687881.947,20.6,24,21.6923076923077,0.39572192513369,0.167372881355932,519.690909090909,489.59595959596,-154.509090909091,-134.727272727273,286.918181818182,160.323232323232,441.427272727273,295.050505050505,652919261345.988,195361638581.95,24.5363636363636,24.040404040404
291,19,15,eulsef20120911c-01,AD35,1,1,p1,1,14,0,Euler,0.0779510022271715,0.0734966592427617,0.0419161676646707,0.0213903743315508,0.0402542372881356,0.029940119760479,0.0160427807486631,0.0127118644067797,31.9,32.4,64.125,-163.6,-182.2,-165.375,161,173.2,269.75,324.6,355.4,435.125,188678099799.113,244900651320.413,285548354062.551,18.9,19.4,21,0.352941176470588,0.129237288135593,528.144329896907,498.178082191781,-153.989690721649,-126.424657534247,260.041237113402,144.986301369863,414.030927835052,271.41095890411,650039912674.786,169953908194.192,24.4742268041237,24.2465753424658
292,20,15,eulsef20120911c-01,AD36,1,1,p1,1,15,0,Euler,0.0386043058648849,0.0326651818856719,0.029940119760479,0.0106951871657754,0.0190677966101695,0.0029940119760479,0.0053475935828877,0.00635593220338983,58,53,35.6666666666667,-90,-65,-203,57,146,194.333333333333,147,211,397.333333333333,105031024376.142,151407335350.398,210143894525.912,29,28,15,0.283422459893048,0.0550847457627119,540.986842105263,503.7,-165.276315789474,-129.166666666667,318.118421052632,168.233333333333,483.394736842105,297.4,707057259453.362,206269362377.23,24.4078947368421,23.9
293,21,15,eulsef20120911c-01,AD37,1,1,p1,1,16,0,Euler,0.0438010393466964,0.0356347438752784,0.0269461077844311,0.0160427807486631,0.0233050847457627,0.00598802395209581,0.0053475935828877,0.00211864406779661,42.25,56,76,-233,-82,-264,133,113,138,366,195,402,259058460363.387,170917975717.942,195330170225.442,19,27,15,0.283422459893048,0.0635593220338983,545.538461538462,486.69696969697,-173.830769230769,-132.969696969697,300.076923076923,137.272727272727,473.907692307692,270.242424242424,721367077723.956,176488385821.454,23.5076923076923,24.3939393939394
294,22,15,eulsef20120911c-01,AD38,1,1,p1,1,17,0,Euler,0.0311804008908686,0.0408314773570898,0.0209580838323353,0.0106951871657754,0.0190677966101695,0.00598802395209581,0,0.00635593220338983,29.5,NaN,32.3333333333333,-218,NaN,-172.666666666667,211.5,NaN,157,429.5,NaN,329.666666666667,292512500987.772,NaN,170836848333.464,16,NaN,15,0.272727272727273,0.0508474576271186,541.014705882353,484.068965517241,-161.514705882353,-130.965517241379,320.029411764706,173.551724137931,481.544117647059,304.51724137931,719889802497.367,200505766109.144,24.3088235294118,23.3793103448276
295,8,16,eulsef20120912c-01,AD24,1,1,p1,1,1,0,Euler,0.0808936825885978,0.0577812018489985,0.0358306188925081,0.0469798657718121,0.0352250489236791,0.00977198697068404,0.0402684563758389,0.0136986301369863,38.2,20.1666666666667,46.1428571428571,-231,-107,-130.571428571429,170.2,133.833333333333,125.428571428571,401.2,240.833333333333,256,249616173553.191,129865081938.915,151052271474.291,22.6,26.8333333333333,24.5714285714286,0.261744966442953,0.131115459882583,500.301886792453,443.858974358974,-183.830188679245,-148.294871794872,296.320754716981,143.961538461538,480.150943396226,292.25641025641,711018948254.87,164054417071.036,25.4339622641509,26.5128205128205
