session,monkey,betaBaseline_LFP_canc,betaBaseline_LFP_noncanc,betaBaseline_LFP_nostop,targetBaseline_LFP_canc,targetBaseline_LFP_noncanc,targetBaseline_LFP_nostop
9,Xena,0.215686274509804,0.252427184466019,0.16710182767624,0.222222222222222,0.174757281553398,0.221932114882507
9,Xena,0.196078431372549,0.223300970873786,0.161879895561358,0.163398692810458,0.184466019417476,0.227154046997389
10,Xena,0.284848484848485,0.272727272727273,0.260515603799186,0.366666666666667,0.363636363636364,0.367706919945726
10,Xena,0.309090909090909,0.272727272727273,0.293080054274084,0.354545454545455,0.309090909090909,0.363636363636364
10,Xena,0.251515151515152,0.23030303030303,0.225237449118046,0.260606060606061,0.296969696969697,0.257801899592944
10,Xena,0.251515151515152,0.272727272727273,0.236092265943012,0.278787878787879,0.284848484848485,0.255088195386703
10,Xena,0.257575757575758,0.260606060606061,0.244233378561737,0.263636363636364,0.242424242424242,0.238805970149254
10,Xena,0.26969696969697,0.23030303030303,0.265943012211669,0.26969696969697,0.290909090909091,0.251017639077341
10,Xena,0.278787878787879,0.260606060606061,0.242876526458616,0.260606060606061,0.284848484848485,0.24966078697422
10,Xena,0.260606060606061,0.242424242424242,0.255088195386703,0.278787878787879,0.242424242424242,0.271370420624152
10,Xena,0.245454545454545,0.296969696969697,0.219810040705563,0.257575757575758,0.218181818181818,0.271370420624152
10,Xena,0.242424242424242,0.309090909090909,0.248303934871099,0.278787878787879,0.272727272727273,0.263229308005427
10,Xena,0.257575757575758,0.242424242424242,0.246947082767978,0.296969696969697,0.248484848484848,0.271370420624152
10,Xena,0.245454545454545,0.309090909090909,0.245590230664858,0.290909090909091,0.218181818181818,0.275440976933514
10,Xena,0.236363636363636,0.236363636363636,0.223880597014925,0.215151515151515,0.266666666666667,0.252374491180461
10,Xena,0.251515151515152,0.206060606060606,0.225237449118046,0.239393939393939,0.2,0.257801899592944
10,Xena,0.248484848484848,0.23030303030303,0.227951153324288,0.245454545454545,0.218181818181818,0.245590230664858
10,Xena,0.248484848484848,0.260606060606061,0.242876526458616,0.242424242424242,0.23030303030303,0.253731343283582
10,Xena,0.23030303030303,0.236363636363636,0.234735413839891,0.221212121212121,0.254545454545455,0.26729986431479
10,Xena,0.251515151515152,0.218181818181818,0.226594301221167,0.239393939393939,0.254545454545455,0.252374491180461
10,Xena,0.254545454545455,0.284848484848485,0.217096336499322,0.233333333333333,0.248484848484848,0.238805970149254
10,Xena,0.233333333333333,0.206060606060606,0.225237449118046,0.212121212121212,0.23030303030303,0.245590230664858
11,Xena,0.278637770897833,0.271844660194175,0.272841051314143,0.315789473684211,0.344660194174757,0.344180225281602
11,Xena,0.272445820433437,0.300970873786408,0.216520650813517,0.294117647058824,0.281553398058252,0.287859824780976
11,Xena,0.287925696594427,0.247572815533981,0.220275344180225,0.284829721362229,0.315533980582524,0.306633291614518
11,Xena,0.269349845201238,0.252427184466019,0.236545682102628,0.26625386996904,0.310679611650485,0.296620775969962
11,Xena,0.303405572755418,0.252427184466019,0.241551939924906,0.287925696594427,0.320388349514563,0.292866082603254
11,Xena,0.287925696594427,0.286407766990291,0.25531914893617,0.263157894736842,0.339805825242718,0.295369211514393
11,Xena,0.312693498452012,0.286407766990291,0.234042553191489,0.263157894736842,0.378640776699029,0.297872340425532
11,Xena,0.281733746130031,0.242718446601942,0.249061326658323,0.294117647058824,0.388349514563107,0.311639549436796
11,Xena,0.291021671826625,0.29126213592233,0.249061326658323,0.291021671826625,0.354368932038835,0.295369211514393
11,Xena,0.297213622291022,0.281553398058252,0.260325406758448,0.334365325077399,0.339805825242718,0.299123904881101
11,Xena,0.297213622291022,0.305825242718447,0.25657071339174,0.312693498452012,0.37378640776699,0.317897371714643
11,Xena,0.275541795665635,0.271844660194175,0.261576971214018,0.340557275541796,0.359223300970874,0.314142678347935
11,Xena,0.226006191950464,0.20873786407767,0.206508135168961,0.263157894736842,0.320388349514563,0.269086357947434
11,Xena,0.219814241486068,0.271844660194175,0.219023779724656,0.278637770897833,0.37378640776699,0.299123904881101
11,Xena,0.222910216718266,0.218446601941748,0.211514392991239,0.287925696594427,0.349514563106796,0.267834793491865
11,Xena,0.281733746130031,0.213592233009709,0.219023779724656,0.247678018575851,0.305825242718447,0.282853566958698
11,Xena,0.226006191950464,0.242718446601942,0.220275344180225,0.291021671826625,0.33495145631068,0.297872340425532
11,Xena,0.244582043343653,0.257281553398058,0.212765957446809,0.306501547987616,0.33495145631068,0.281602002503129
11,Xena,0.21671826625387,0.281553398058252,0.219023779724656,0.284829721362229,0.339805825242718,0.277847309136421
11,Xena,0.244582043343653,0.276699029126214,0.222778473091364,0.291021671826625,0.305825242718447,0.274092615769712
12,Xena,0.261127596439169,0.317535545023697,0.288350634371396,0.367952522255193,0.364928909952607,0.372549019607843
12,Xena,0.293768545994065,0.364928909952607,0.354094579008074,0.362017804154303,0.421800947867299,0.38638985005767
12,Xena,0.237388724035608,0.274881516587678,0.298731257208766,0.385756676557863,0.336492890995261,0.362168396770473
12,Xena,0.270029673590504,0.260663507109005,0.29757785467128,0.356083086053412,0.407582938388626,0.354094579008074
12,Xena,0.249258160237389,0.255924170616114,0.282583621683968,0.317507418397626,0.303317535545024,0.304498269896194
12,Xena,0.246290801186944,0.274881516587678,0.254901960784314,0.341246290801187,0.33175355450237,0.277970011534025
12,Xena,0.216617210682493,0.213270142180095,0.250288350634371,0.323442136498516,0.341232227488152,0.28719723183391
12,Xena,0.231454005934718,0.203791469194313,0.2479815455594,0.29673590504451,0.312796208530806,0.271049596309112
12,Xena,0.219584569732938,0.246445497630332,0.239907727797001,0.275964391691395,0.293838862559242,0.271049596309112
12,Xena,0.234421364985163,0.213270142180095,0.261822376009227,0.267062314540059,0.298578199052133,0.253748558246828
12,Xena,0.252225519287834,0.289099526066351,0.262975778546713,0.27299703264095,0.317535545023697,0.245674740484429
12,Xena,0.246290801186944,0.293838862559242,0.269896193771626,0.258160237388724,0.312796208530806,0.256055363321799
12,Xena,0.189910979228487,0.260663507109005,0.222606689734717,0.234421364985163,0.293838862559242,0.231833910034602
12,Xena,0.181008902077151,0.260663507109005,0.256055363321799,0.234421364985163,0.246445497630332,0.232987312572088
12,Xena,0.216617210682493,0.246445497630332,0.22722029988466,0.258160237388724,0.251184834123223,0.229527104959631
12,Xena,0.246290801186944,0.279620853080569,0.228373702422145,0.240356083086053,0.222748815165877,0.231833910034602
12,Xena,0.237388724035608,0.308056872037915,0.238754325259516,0.258160237388724,0.289099526066351,0.245674740484429
12,Xena,0.243323442136499,0.213270142180095,0.238754325259516,0.246290801186944,0.270142180094787,0.244521337946943
12,Xena,0.249258160237389,0.265402843601896,0.229527104959631,0.246290801186944,0.274881516587678,0.235294117647059
12,Xena,0.249258160237389,0.218009478672986,0.228373702422145,0.27299703264095,0.255924170616114,0.235294117647059
13,Xena,0.270718232044199,0.204819277108434,0.231182795698925,0.303867403314917,0.313253012048193,0.330645161290323
13,Xena,0.331491712707182,0.301204819277108,0.239247311827957,0.331491712707182,0.337349397590361,0.317204301075269
13,Xena,0.287292817679558,0.216867469879518,0.201612903225806,0.292817679558011,0.325301204819277,0.349462365591398
13,Xena,0.248618784530387,0.204819277108434,0.190860215053763,0.276243093922652,0.337349397590361,0.311827956989247
13,Xena,0.325966850828729,0.240963855421687,0.21505376344086,0.281767955801105,0.385542168674699,0.311827956989247
13,Xena,0.265193370165746,0.216867469879518,0.223118279569892,0.270718232044199,0.325301204819277,0.268817204301075
13,Xena,0.243093922651934,0.204819277108434,0.260752688172043,0.226519337016575,0.253012048192771,0.268817204301075
13,Xena,0.237569060773481,0.301204819277108,0.25,0.265193370165746,0.337349397590361,0.274193548387097
13,Xena,0.281767955801105,0.228915662650602,0.258064516129032,0.232044198895028,0.325301204819277,0.287634408602151
