Fix_stopping,Fix_error,Stopping_inh,Error_early,Stopping_ssrt,Error_late
-0.00793772006168651,0.0213556633355855,0.310612739418261,0.0667795523033924,0.431332454321706,0.600039153141135
-0.0160779394555082,-0.0093627840866845,0.276310535678583,0.0971454436851674,0.48136881213191,0.664023626652912
0.00219906331104194,0.0030237429111797,0.285700264084939,0.0510483357601932,0.461230383605582,0.658284036640614
0.00891563143106423,-0.00981591822733053,0.25138026381478,0.0749420341126981,0.465601814602839,0.67492946288887
0.00307679977118836,-0.0144661648591826,0.2842267912866,0.0307494924808675,0.451775489843101,0.663834726314525
0.0113794387115805,0.00511140127239733,0.297290093193621,0.0682638692500188,0.490249795685963,0.707233255896262
-0.00172986519797639,0.0089353876208462,0.274087457089805,0.0513705752415907,0.464967919119305,0.650006742759928
0.00395092904844256,0.0179234809210941,0.322833609643665,0.0499911115079538,0.452116898057157,0.66500879677295
-0.00358817086902075,-0.00574573674717568,0.316343759582613,0.0674928356519078,0.488074050839784,0.691131611117285
0.00877403183234161,0.0115789978954157,0.314620633161614,0.0574926625185199,0.455755945631444,0.626120724454283
0.0220033665973415,0.0134472236256859,0.284112137220361,0.0617482293742568,0.496539760770718,0.679390503439716
0.00921085570968811,0.00186727579890959,0.307521912627707,0.0802373539709606,0.458331874284522,0.653357741690278
-0.00216172040965307,-0.00775394870004222,0.31904382583803,0.0529398078858256,0.465869852330238,0.644485492810827
-0.0126502118549485,0.0158797072859965,0.330923782835644,0.0571494798413718,0.498151981058106,0.714592516694419
0.026801827904646,-0.0031450775462931,0.308397359609439,0.053516443149972,0.487304891211635,0.666349057948312
0.00987752863693753,0.00730518970589368,0.292676700500346,0.0767423793550476,0.444942014487804,0.655248795979926
0.0175139472025658,0.0229483622225879,0.295878747959072,0.0750531714679291,0.463028614561325,0.674146633131778
0.000741160458040424,-0.011451184999343,0.289522051571036,0.0729388962656127,0.511067245445406,0.717516444422725
0.0200332067392699,0.00127627419778698,0.310116336622784,0.0744375825924174,0.470132834507868,0.656942735895599
0.00470036660756325,0.0230463920168727,0.344293549592982,0.084149174548387,0.47362911182046,0.682033308728435
0.00557496360654499,0.0058678710073979,0.310013892515503,0.0977696203290726,0.490868959205614,0.659945405408475
-0.00438397491384288,0.00286319767627624,0.295976936314429,0.0598710948686131,0.439100028840945,0.63607855984306
0.0225586397575513,0.0155055905142439,0.259023727795104,0.0826360672795806,0.471668257626455,0.719517447410891
0.00624045234557195,-0.0166773805402323,0.31103681649782,0.071333966361643,0.445771690756688,0.641175527702045
0.0102096844731655,-0.0228102409509268,0.321043932727171,0.0563787005915166,0.473102833213407,0.640139503042764
0.023120895738435,0.00839122262818583,0.378735187037755,0.0838524769938295,0.50429573104395,0.691327829682189
0.018736945402328,-0.0053338825863745,0.326234531264339,0.0603153101629383,0.466884373507579,0.654840339383031
0.0206411177416065,-0.000828349489862929,0.303035829566158,0.056107882444923,0.458198030040971,0.655908204615004
0.0020855065261598,0.0104042869367341,0.316965576833432,0.0277586974464927,0.481282892584245,0.647441490516496
-0.00674382036537141,0.00578926166290987,0.339615263816771,0.0906452405955404,0.474603324028629,0.65719158080619
0.00804865809933143,-0.00324131640686432,0.295924813747356,0.0613084975478081,0.499021818003445,0.661666512796674
0.0151386863283335,0.0232727192263537,0.335321850961239,0.0732695636433844,0.522229607876958,0.716786523259297
0.00296913021944616,0.0132737230440967,0.299000015254646,0.0258599420598236,0.468648694752292,0.667910905878783
0.0044355589504491,-0.00128924319716014,0.296196059840029,0.0616721362850517,0.499064121890046,0.686075275757336
-0.00681436583999332,-0.0158404508706813,0.315697239911143,0.0708045077029814,0.493289631486707,0.654434399110855
0.00491037095568288,0.0158965413087899,0.294891973609129,0.0653626433321956,0.459178751183496,0.658418091378493
0.00111869068745121,-0.00758749995175305,0.309796589293809,0.0613761935134687,0.462692355418216,0.671741684706343
0.00550956799811773,-0.00122666199715305,0.33215202752909,0.085748014606515,0.477270827243839,0.664144720118659
0.00236756555525628,0.00446052982356507,0.301006493143166,0.0595909075346198,0.477198244884865,0.668174675982517
0.000118510836741954,0.00165589485333551,0.306019283700513,0.0568925916637349,0.447106753925194,0.634040244071625
-0.00464370217291914,0.00337532931370518,0.304501841039939,0.0407522801269388,0.459884094154938,0.626458232484204
0.0267266696505756,0.0177295029735637,0.290553887930181,0.0566445341362464,0.476957977985258,0.686490456648676
-0.000796292994247664,0.00958498712238099,0.25027487621806,0.027968732360326,0.459957177321145,0.672129033038729
0.00405438847746859,0.00780445769039789,0.344215619171882,0.0658839871405294,0.490650561386159,0.63200745009687
0.000492796162894185,-0.0200772737422921,0.320857180699346,0.0244934014339361,0.451630750666862,0.628858517449355
0.00843243399891991,0.00736206666663813,0.324061724283825,0.0773960594496855,0.486323566190521,0.716886833339655
0.0076899213987862,-0.00406083972405097,0.28407959656529,0.0407458975611027,0.42482843135462,0.68784315836794
0.00685554468539265,0.00953187276186145,0.291309116830348,0.0503828438819655,0.455856007845971,0.629480251756242
-0.000859798501472661,0.00489749582675458,0.315525976196616,0.0629027044757663,0.43739326778625,0.623968648385198
0.0092386840906019,0.00588256117648218,0.332524999695544,0.0791584850604226,0.505839546399013,0.65389320668227
0.00137451598033434,0.0098849301801468,0.342173269039049,0.0688328536811866,0.467033900136724,0.645221164011779
0.022554314012104,-0.00182004206506212,0.269698308508928,0.0675153858661545,0.482122374833869,0.679586315898154
0.0221121844413258,0.0177760217989988,0.289040192989957,0.0662974334776292,0.434609168332563,0.640588296672298
0.00396769881524348,0.000986027694949252,0.339684291970786,0.0476045228482874,0.476045960796729,0.644898040623575
0.0163596217779194,0.00624464834225225,0.31189351605779,0.0883212219610755,0.488234374221819,0.687228209144723
-0.00104422774870729,-0.00547949269786765,0.304919160065196,0.0565272059431094,0.470878203121557,0.69128514082818
0.00292963848014571,0.0155287572196234,0.277891778988951,0.0460741822600361,0.448407359511714,0.636853847546252
-0.00500812258579929,0.0043237012255035,0.359461796186537,0.0965671540139672,0.501184486789393,0.65020184515864
0.014982058841231,0.015179106006823,0.279095284129489,0.0536967491486298,0.423870819781934,0.642755408969013
0.0104708505237714,-0.0115502265621068,0.288247697742542,0.0421513078923571,0.494847828012082,0.683651635061724
0.00175565623293215,-0.0138019561017435,0.330023126931449,0.0661420611942153,0.473393106041926,0.673714063707461
