Fix_stopping,Fix_error,Stopping_inh,Error_early,Stopping_ssrt,Error_late
0.004789363747175,0.00534023918151093,0.31524300753108,0.0658383103927379,0.442159046179085,0.617212610932254
0.00926283347074636,0.00647062519221707,0.289622080682494,0.0824901923174896,0.450588391471965,0.659249709100638
0.0119137084598828,-0.0033627543782202,0.329112883881247,0.0581300416453457,0.466498040159788,0.662484746632441
0.00433741590714387,0.0029719365332272,0.337392637065087,0.0444893545758285,0.458052205411777,0.638962085462917
0.0179306759065514,0.0102288490290639,0.284238019965856,0.0250008011539647,0.476565715381937,0.635100063876088
0.0202815488807883,-0.00126876742468635,0.293059985446146,0.0456512040135343,0.497386467072645,0.692659908471044
0.0122943805407802,0.0112766418775302,0.292750002907194,0.0548568441561577,0.442470394452655,0.612198445726026
-0.0100194363707418,0.000767713224554078,0.30705079511743,0.0486555550769479,0.429107843109357,0.620898462453017
0.0135876145449309,0.00804119438106315,0.293511175825974,0.0609605518345322,0.48486953890197,0.640152881772826
0.0227268909488559,0.0190318756551639,0.314763603124154,0.0614435092998075,0.494425200341657,0.673115075304321
-0.00518319018673617,-0.00836338594178522,0.322063069463736,0.0534869462919081,0.476518892599189,0.655555698271538
0.000355123528627057,-0.00165503869383625,0.296572575177413,0.0538115610237542,0.462844593646641,0.661207594325914
0.0167022248403454,0.0136015901502648,0.319933353753151,0.045818921190925,0.433574774888948,0.622150238488389
0.0137766287867624,-0.00842313840967809,0.323613925906605,0.0668334870369187,0.451845305105559,0.617200964728419
-0.00985558310982765,0.0021023046403133,0.324942571217545,0.0774513046051544,0.467009551005194,0.622934147471754
-0.0041217782911984,0.0152246279366507,0.302172502046666,0.0668744894119936,0.49766166173308,0.682704466332394
0.010468604221551,0.0177294240952088,0.298970500484573,0.0509824447748172,0.433341734249398,0.653380656044589
0.00367897939344372,0.00783819768408154,0.330043165978714,0.0743748896412053,0.487416153941697,0.668660720213174
0.0114813789406122,0.00449840523747747,0.303259682641495,0.0622168541274729,0.475793027628164,0.652409756184383
0.0112973148100529,-0.00264578378694315,0.323663911067678,0.055982261658144,0.42942590073922,0.591822611941897
0.00594279343908669,-0.00153427658519372,0.298655838223385,0.0702583953139803,0.504277392601246,0.660676069912975
0.0205744196957444,0.00085763255098998,0.319852962452812,0.0662431371071056,0.488861925175454,0.663556949621322
-0.00607598230521999,0.00672016958962296,0.34579076635275,0.0624132776090644,0.502608987141159,0.670444549381964
-0.00185008459013162,-0.00399012262157813,0.33871108604138,0.0537772365791089,0.414502897001193,0.620582331583764
0.00771826055484988,-0.00891099448194399,0.310130771502073,0.0558193794899182,0.476294128806204,0.645580318654539
0.02873330110346,-0.00799318833110145,0.282921774434155,0.059930140467822,0.485993712295731,0.708561418118235
0.00296209073170291,-0.0084527775784914,0.297589945236624,0.0696770658517578,0.458371232870749,0.669634018300134
0.00450850823968229,0.00200494205152815,0.300231516466975,0.0622556753258369,0.461072228646969,0.624393594143306
-0.00858921896519919,0.00579459661567814,0.316175644252116,0.0712719260679732,0.49708531944984,0.707579308304118
0.0104454440971577,0.012874239236827,0.304998020624,0.0440124922844641,0.499840508158631,0.670974784277069
0.0123121913907689,0.00763911346279977,0.291273154379578,0.0764942867338173,0.472281033126176,0.641755838338905
0.00434889157017783,-0.012293361168173,0.318505258943305,0.0541948369388512,0.487386050330396,0.670995850155117
0.00122969097387459,-0.00504779951345668,0.270278937269919,0.0896133245149819,0.469645264917322,0.675780346424338
0.010561884866402,-0.0144088436623389,0.315284242642583,0.0502893361750305,0.465083229765188,0.649474156902433
0.00527848671979975,0.0266994530256726,0.315008350516628,0.0492709959602881,0.470675657425288,0.687705463628803
0.00527314119130282,0.00252481320995037,0.287339953852434,0.0852265644049035,0.479998878890185,0.648077223262832
0.00973949649845157,0.00803540416684462,0.284510894648157,0.0501273307770939,0.462617698575606,0.675264781077392
0.00438094048557486,0.00422167332268209,0.311051156621465,0.0538466752726761,0.448643936834202,0.685478252430727
0.0154659848764594,0.0204139111630079,0.289249151613494,0.0604784348679685,0.462575553021895,0.630552377287679
