channelN,session,sessionName,channelNames,cortexFlag,site,sitelabel,laminarFlag,depth,monkeyFlag,monkeyName,fixTime_pBurst_lfp,stopTime_pBurst_lfp,cancelTime_pBurst_lfp,toneTime_pBurst_lfp,errorTime_pBurst_lfp,laminar,upper_lower
19,22,xensef20120424c-final,AD35,1,2,p2,1,12,1,Xena,0.24373576309795,0.113895216400911,0.175398633257403,0.164009111617312,0.223214285714286,L5,Lower
20,22,xensef20120424c-final,AD36,1,2,p2,1,13,1,Xena,0.198177676537585,0.123006833712984,0.157175398633257,0.129840546697039,0.241071428571429,L6,Lower
21,22,xensef20120424c-final,AD37,1,2,p2,1,14,1,Xena,0.182232346241458,0.136674259681093,0.129840546697039,0.107061503416856,0.196428571428571,L6,Lower
22,22,xensef20120424c-final,AD38,1,2,p2,1,15,1,Xena,0.16628701594533,0.129840546697039,0.136674259681093,0.107061503416856,0.209821428571429,L6,Lower
23,22,xensef20120424c-final,AD39,1,2,p2,1,16,1,Xena,0.17995444191344,0.136674259681093,0.136674259681093,0.123006833712984,0.1875,L6,Lower
24,22,xensef20120424c-final,AD40,1,2,p2,1,17,1,Xena,0.14123006833713,0.118451025056948,0.113895216400911,0.107061503416856,0.174107142857143,L6,Lower
12,23,xensef20120425c-final,AD28,1,2,p2,1,1,1,Xena,0.010443864229765,0.156657963446475,0.0130548302872063,0.010443864229765,0,L2,Upper
13,23,xensef20120425c-final,AD29,1,2,p2,1,2,1,Xena,0.0731070496083551,0.14621409921671,0.0704960835509138,0.0443864229765013,0.0955056179775281,L2,Upper
14,23,xensef20120425c-final,AD30,1,2,p2,1,3,1,Xena,0.130548302872063,0.101827676240209,0.114882506527415,0.12532637075718,0.129213483146067,L2,Upper
15,23,xensef20120425c-final,AD31,1,2,p2,1,4,1,Xena,0.164490861618799,0.140992167101828,0.161879895561358,0.151436031331593,0.157303370786517,L2,Upper
16,23,xensef20120425c-final,AD32,1,2,p2,1,5,1,Xena,0.216710182767624,0.122715404699739,0.198433420365535,0.169712793733681,0.174157303370787,L3,Upper
17,23,xensef20120425c-final,AD33,1,2,p2,1,6,1,Xena,0.255874673629243,0.172323759791123,0.214099216710183,0.206266318537859,0.168539325842697,L3,Upper
18,23,xensef20120425c-final,AD34,1,2,p2,1,7,1,Xena,0.198433420365535,0.164490861618799,0.161879895561358,0.148825065274151,0.129213483146067,L3,Upper
19,23,xensef20120425c-final,AD35,1,2,p2,1,8,1,Xena,0.263707571801567,0.14621409921671,0.161879895561358,0.219321148825065,0.168539325842697,L3,Upper
20,23,xensef20120425c-final,AD36,1,2,p2,1,9,1,Xena,0.344647519582245,0.133159268929504,0.2088772845953,0.279373368146214,0.235955056179775,L5,Lower
21,23,xensef20120425c-final,AD37,1,2,p2,1,10,1,Xena,0.318537859007833,0.148825065274151,0.174934725848564,0.261096605744125,0.235955056179775,L5,Lower
22,23,xensef20120425c-final,AD38,1,2,p2,1,11,1,Xena,0.248041775456919,0.154046997389034,0.16710182767624,0.206266318537859,0.191011235955056,L5,Lower
23,23,xensef20120425c-final,AD39,1,2,p2,1,12,1,Xena,0.221932114882507,0.143603133159269,0.177545691906005,0.174934725848564,0.157303370786517,L5,Lower
24,23,xensef20120425c-final,AD40,1,2,p2,1,13,1,Xena,0.180156657963446,0.156657963446475,0.148825065274151,0.154046997389034,0.140449438202247,L6,Lower
12,24,xensef20120426c-01,AD28,1,2,p2,1,1,1,Xena,0,0.132791327913279,0,0,0,L2,Upper
13,24,xensef20120426c-01,AD29,1,2,p2,1,2,1,Xena,0,0.10840108401084,0.002710027100271,0.002710027100271,0.00429184549356223,L2,Upper
14,24,xensef20120426c-01,AD30,1,2,p2,1,3,1,Xena,0.024390243902439,0.138211382113821,0.035230352303523,0.035230352303523,0.0171673819742489,L2,Upper
