Channel,Session,Monkey,fixation_nostop,fixation_canceled,fixation_noncanceled,target_nostop,target_canceled,target_noncanceled,postaction_early_nostop,postaction_early_canceled,postaction_early_noncanceled,postaction_late_nostop,postaction_late_canceled,postaction_late_noncanceled,tone_nostop,tone_canceled,tone_noncanceled
12,6,Euler,0.330232558139535,0.397321428571429,0.329032258064516,0.469767441860465,0.5,0.47741935483871,0.309302325581395,0.366071428571429,0.335483870967742,0.376744186046512,0.464285714285714,0.606451612903226,0.516279069767442,0.339285714285714,0.548387096774194
13,6,Euler,0.351162790697674,0.419642857142857,0.32258064516129,0.467441860465116,0.504464285714286,0.470967741935484,0.334883720930233,0.339285714285714,0.354838709677419,0.474418604651163,0.482142857142857,0.619354838709677,0.5,0.357142857142857,0.561290322580645
14,6,Euler,0.248837209302326,0.285714285714286,0.238709677419355,0.416279069767442,0.415178571428571,0.4,0.286046511627907,0.321428571428571,0.309677419354839,0.467441860465116,0.4375,0.606451612903226,0.483720930232558,0.325892857142857,0.561290322580645
15,6,Euler,0.17906976744186,0.223214285714286,0.187096774193548,0.383720930232558,0.361607142857143,0.425806451612903,0.237209302325581,0.232142857142857,0.225806451612903,0.416279069767442,0.424107142857143,0.587096774193548,0.472093023255814,0.303571428571429,0.535483870967742
16,6,Euler,0.186046511627907,0.196428571428571,0.148387096774194,0.346511627906977,0.321428571428571,0.380645161290323,0.186046511627907,0.214285714285714,0.232258064516129,0.353488372093023,0.392857142857143,0.548387096774194,0.46046511627907,0.308035714285714,0.458064516129032
17,6,Euler,0.169767441860465,0.174107142857143,0.103225806451613,0.304651162790698,0.325892857142857,0.335483870967742,0.151162790697674,0.205357142857143,0.167741935483871,0.325581395348837,0.3125,0.490322580645161,0.390697674418605,0.223214285714286,0.387096774193548
18,6,Euler,0.127906976744186,0.232142857142857,0.187096774193548,0.318604651162791,0.352678571428571,0.335483870967742,0.130232558139535,0.133928571428571,0.174193548387097,0.297674418604651,0.272321428571429,0.406451612903226,0.36046511627907,0.183035714285714,0.303225806451613
19,6,Euler,0.132558139534884,0.147321428571429,0.0967741935483871,0.230232558139535,0.25,0.27741935483871,0.0953488372093023,0.138392857142857,0.167741935483871,0.234883720930233,0.214285714285714,0.4,0.295348837209302,0.116071428571429,0.290322580645161
20,6,Euler,0.072093023255814,0.09375,0.0516129032258065,0.155813953488372,0.205357142857143,0.187096774193548,0.0441860465116279,0.0580357142857143,0.0516129032258065,0.148837209302326,0.147321428571429,0.335483870967742,0.204651162790698,0.0669642857142857,0.219354838709677
21,6,Euler,0.0767441860465116,0.107142857142857,0.0709677419354839,0.183720930232558,0.205357142857143,0.219354838709677,0.0395348837209302,0.0580357142857143,0.0967741935483871,0.134883720930233,0.151785714285714,0.27741935483871,0.186046511627907,0.0758928571428571,0.2
22,6,Euler,0.0581395348837209,0.0848214285714286,0.0580645161290323,0.130232558139535,0.15625,0.193548387096774,0.0348837209302326,0.0446428571428571,0.0451612903225806,0.123255813953488,0.102678571428571,0.303225806451613,0.158139534883721,0.0669642857142857,0.187096774193548
23,6,Euler,0.0744186046511628,0.09375,0.0387096774193548,0.153488372093023,0.174107142857143,0.206451612903226,0.0302325581395349,0.0357142857142857,0.109677419354839,0.125581395348837,0.120535714285714,0.309677419354839,0.162790697674419,0.09375,0.2
24,6,Euler,0.0534883720930233,0.0982142857142857,0.0258064516129032,0.125581395348837,0.196428571428571,0.187096774193548,0.0302325581395349,0.0357142857142857,0.0838709677419355,0.123255813953488,0.111607142857143,0.27741935483871,0.132558139534884,0.0357142857142857,0.167741935483871
5,7,Xena,0.0402414486921529,0.0463320463320463,0.0204081632653061,0.0663983903420523,0.0772200772200772,0.0952380952380952,0.00603621730382294,0.027027027027027,0.0340136054421769,0.0140845070422535,0.0579150579150579,0.054421768707483,0.0201207243460765,0.0733590733590734,0.0136054421768707
6,7,Xena,0.398390342052314,0.416988416988417,0.306122448979592,0.464788732394366,0.424710424710425,0.340136054421769,0.392354124748491,0.447876447876448,0.326530612244898,0.388329979879276,0.38996138996139,0.374149659863946,0.398390342052314,0.386100386100386,0.360544217687075
7,7,Xena,0.0422535211267606,0.0308880308880309,0.0272108843537415,0.0744466800804829,0.0888030888030888,0.0816326530612245,0.00201207243460765,0.0154440154440154,0.0204081632653061,0.0120724346076459,0.0656370656370656,0.0476190476190476,0.0241448692152917,0.0463320463320463,0.0136054421768707
8,7,Xena,0.0382293762575453,0.027027027027027,0.0272108843537415,0.0543259557344064,0.0540540540540541,0.0680272108843537,0.00603621730382294,0.0193050193050193,0.0204081632653061,0.0181086519114688,0.0501930501930502,0.0272108843537415,0.0160965794768612,0.0656370656370656,0.0136054421768707
9,7,Xena,0.0563380281690141,0.0501930501930502,0.054421768707483,0.0925553319919517,0.104247104247104,0.0816326530612245,0.00804828973843058,0.0308880308880309,0.0408163265306122,0.0221327967806841,0.0733590733590734,0.054421768707483,0.028169014084507,0.0849420849420849,0.0204081632653061
10,7,Xena,0.0523138832997988,0.0347490347490347,0.0476190476190476,0.0905432595573441,0.115830115830116,0.0748299319727891,0.00603621730382294,0.0347490347490347,0.0204081632653061,0.0140845070422535,0.0694980694980695,0.0476190476190476,0.0221327967806841,0.0772200772200772,0.0136054421768707
11,7,Xena,0.0523138832997988,0.0540540540540541,0.0408163265306122,0.0945674044265594,0.0965250965250965,0.129251700680272,0.00603621730382294,0.027027027027027,0.0408163265306122,0.0301810865191147,0.0656370656370656,0.0476190476190476,0.0241448692152917,0.0656370656370656,0.0136054421768707
12,7,Xena,0.0382293762575453,0.0501930501930502,0.0340136054421769,0.0905432595573441,0.0926640926640927,0.0680272108843537,0.00804828973843058,0.0231660231660232,0.0204081632653061,0.0201207243460765,0.0656370656370656,0.0340136054421769,0.0221327967806841,0.0656370656370656,0.00680272108843537
13,7,Xena,0.062374245472837,0.0733590733590734,0.054421768707483,0.128772635814889,0.123552123552124,0.115646258503401,0.028169014084507,0.0501930501930502,0.0408163265306122,0.0382293762575453,0.0579150579150579,0.102040816326531,0.03420523138833,0.1003861003861,0.0476190476190476
14,7,Xena,0.096579476861167,0.104247104247104,0.0884353741496599,0.20523138832998,0.166023166023166,0.163265306122449,0.0301810865191147,0.1003861003861,0.0952380952380952,0.0643863179074447,0.138996138996139,0.102040816326531,0.0744466800804829,0.142857142857143,0.0884353741496599
15,7,Xena,0.211267605633803,0.208494208494208,0.244897959183673,0.30784708249497,0.258687258687259,0.292517006802721,0.138832997987928,0.189189189189189,0.149659863945578,0.164989939637827,0.235521235521236,0.210884353741497,0.148893360160966,0.27027027027027,0.156462585034014
16,7,Xena,0.37625754527163,0.366795366795367,0.414965986394558,0.432595573440644,0.413127413127413,0.346938775510204,0.231388329979879,0.274131274131274,0.299319727891156,0.24748490945674,0.324324324324324,0.26530612244898,0.285714285714286,0.33976833976834,0.299319727891156
17,7,Xena,0.255533199195171,0.27027027027027,0.231292517006803,0.237424547283702,0.193050193050193,0.224489795918367,0.152917505030181,0.158301158301158,0.163265306122449,0.106639839034205,0.177606177606178,0.156462585034014,0.152917505030181,0.166023166023166,0.17687074829932
18,7,Xena,0.23943661971831,0.212355212355212,0.163265306122449,0.219315895372233,0.16988416988417,0.210884353741497,0.104627766599598,0.154440154440154,0.210884353741497,0.0845070422535211,0.146718146718147,0.17687074829932,0.134808853118712,0.16988416988417,0.170068027210884
19,7,Xena,0.217303822937626,0.227799227799228,0.156462585034014,0.233400402414487,0.208494208494208,0.272108843537415,0.106639839034205,0.162162162162162,0.210884353741497,0.0845070422535211,0.185328185328185,0.197278911564626,0.144869215291751,0.22007722007722,0.170068027210884
20,7,Xena,0.225352112676056,0.231660231660232,0.156462585034014,0.231388329979879,0.223938223938224,0.27891156462585,0.100603621730382,0.177606177606178,0.231292517006803,0.110663983903421,0.196911196911197,0.183673469387755,0.152917505030181,0.177606177606178,0.204081632653061
21,7,Xena,0.27364185110664,0.274131274131274,0.244897959183673,0.301810865191147,0.254826254826255,0.319727891156463,0.134808853118712,0.216216216216216,0.244897959183673,0.140845070422535,0.223938223938224,0.251700680272109,0.189134808853119,0.227799227799228,0.210884353741497
22,7,Xena,0.305835010060362,0.293436293436293,0.217687074829932,0.303822937625755,0.258687258687259,0.285714285714286,0.152917505030181,0.22007722007722,0.292517006802721,0.138832997987928,0.200772200772201,0.244897959183673,0.175050301810865,0.227799227799228,0.224489795918367
23,7,Xena,0.309859154929577,0.301158301158301,0.27891156462585,0.334004024144869,0.27027027027027,0.333333333333333,0.167002012072435,0.247104247104247,0.258503401360544,0.144869215291751,0.231660231660232,0.258503401360544,0.195171026156942,0.231660231660232,0.217687074829932
24,7,Xena,0.283702213279678,0.293436293436293,0.19047619047619,0.287726358148893,0.285714285714286,0.346938775510204,0.160965794768612,0.216216216216216,0.27891156462585,0.142857142857143,0.223938223938224,0.217687074829932,0.203219315895372,0.235521235521236,0.26530612244898
5,8,Xena,0.0705882352941176,0.0599250936329588,0.0607734806629834,0.138235294117647,0.134831460674157,0.171270718232044,0.0205882352941176,0.0411985018726592,0.0497237569060773,0.0205882352941176,0.127340823970037,0.0607734806629834,0.0441176470588235,0.131086142322097,0.0607734806629834
6,8,Xena,0.0455882352941176,0.0411985018726592,0.0386740331491713,0.111764705882353,0.104868913857678,0.143646408839779,0.00882352941176471,0.0262172284644195,0.0110497237569061,0.0132352941176471,0.116104868913858,0.0386740331491713,0.0176470588235294,0.101123595505618,0.0386740331491713
7,8,Xena,0.0617647058823529,0.052434456928839,0.0552486187845304,0.105882352941176,0.116104868913858,0.165745856353591,0.0147058823529412,0.048689138576779,0.0386740331491713,0.0132352941176471,0.149812734082397,0.0607734806629834,0.0338235294117647,0.104868913857678,0.0441988950276243
8,8,Xena,0.0558823529411765,0.0636704119850187,0.0552486187845304,0.126470588235294,0.146067415730337,0.18232044198895,0.0161764705882353,0.0337078651685393,0.0331491712707182,0.0132352941176471,0.142322097378277,0.0718232044198895,0.0264705882352941,0.116104868913858,0.0220994475138122
9,8,Xena,0.0882352941176471,0.104868913857678,0.110497237569061,0.166176470588235,0.172284644194757,0.25414364640884,0.0308823529411765,0.0711610486891386,0.0607734806629834,0.0352941176470588,0.164794007490637,0.0773480662983425,0.0823529411764706,0.176029962546816,0.0552486187845304
10,8,Xena,0.158823529411765,0.161048689138577,0.193370165745856,0.232352941176471,0.265917602996255,0.298342541436464,0.0632352941176471,0.119850187265918,0.110497237569061,0.0808823529411765,0.247191011235955,0.154696132596685,0.129411764705882,0.243445692883895,0.110497237569061
11,8,Xena,0.317647058823529,0.299625468164794,0.331491712707182,0.347058823529412,0.393258426966292,0.425414364640884,0.158823529411765,0.254681647940075,0.204419889502762,0.204411764705882,0.355805243445693,0.276243093922652,0.275,0.397003745318352,0.220994475138122
12,8,Xena,0.345588235294118,0.348314606741573,0.348066298342541,0.407352941176471,0.423220973782772,0.441988950276243,0.163235294117647,0.288389513108614,0.232044198895028,0.207352941176471,0.389513108614232,0.342541436464088,0.270588235294118,0.385767790262172,0.303867403314917
13,8,Xena,0.432352941176471,0.430711610486891,0.419889502762431,0.445588235294118,0.468164794007491,0.530386740331492,0.233823529411765,0.333333333333333,0.314917127071823,0.273529411764706,0.411985018726592,0.337016574585635,0.323529411764706,0.423220973782772,0.375690607734807
14,8,Xena,0.416176470588235,0.453183520599251,0.430939226519337,0.448529411764706,0.47940074906367,0.50828729281768,0.25,0.318352059925094,0.331491712707182,0.286764705882353,0.434456928838951,0.38121546961326,0.326470588235294,0.445692883895131,0.359116022099448
15,8,Xena,0.422058823529412,0.464419475655431,0.486187845303867,0.460294117647059,0.49812734082397,0.546961325966851,0.285294117647059,0.337078651685393,0.331491712707182,0.3,0.419475655430712,0.408839779005525,0.344117647058824,0.47565543071161,0.370165745856354
16,8,Xena,0.507352941176471,0.531835205992509,0.480662983425414,0.508823529411765,0.52059925093633,0.546961325966851,0.344117647058824,0.408239700374532,0.364640883977901,0.342647058823529,0.47940074906367,0.425414364640884,0.425,0.468164794007491,0.430939226519337
17,8,Xena,0.177941176470588,0.198501872659176,0.232044198895028,0.222058823529412,0.191011235955056,0.248618784530387,0.133823529411765,0.164794007490637,0.171270718232044,0.111764705882353,0.183520599250936,0.198895027624309,0.180882352941176,0.191011235955056,0.215469613259669
18,8,Xena,0.166176470588235,0.168539325842697,0.198895027624309,0.195588235294118,0.205992509363296,0.248618784530387,0.1,0.157303370786517,0.0939226519337017,0.104411764705882,0.149812734082397,0.171270718232044,0.117647058823529,0.161048689138577,0.160220994475138
19,8,Xena,0.175,0.176029962546816,0.215469613259669,0.194117647058824,0.194756554307116,0.265193370165746,0.108823529411765,0.191011235955056,0.104972375690608,0.101470588235294,0.172284644194757,0.143646408839779,0.139705882352941,0.142322097378277,0.204419889502762
20,8,Xena,0.189705882352941,0.149812734082397,0.248618784530387,0.211764705882353,0.220973782771536,0.25414364640884,0.108823529411765,0.176029962546816,0.104972375690608,0.110294117647059,0.161048689138577,0.18232044198895,0.133823529411765,0.161048689138577,0.165745856353591
21,8,Xena,0.210294117647059,0.220973782771536,0.270718232044199,0.227941176470588,0.247191011235955,0.270718232044199,0.119117647058824,0.202247191011236,0.12707182320442,0.119117647058824,0.198501872659176,0.193370165745856,0.170588235294118,0.198501872659176,0.18232044198895
22,8,Xena,0.211764705882353,0.213483146067416,0.298342541436464,0.236764705882353,0.243445692883895,0.298342541436464,0.125,0.220973782771536,0.12707182320442,0.122058823529412,0.205992509363296,0.193370165745856,0.160294117647059,0.187265917602996,0.220994475138122
23,8,Xena,0.264705882352941,0.217228464419476,0.292817679558011,0.288235294117647,0.265917602996255,0.353591160220994,0.155882352941176,0.235955056179775,0.160220994475138,0.169117647058824,0.224719101123595,0.237569060773481,0.198529411764706,0.239700374531835,0.204419889502762
24,8,Xena,0.254411764705882,0.262172284644195,0.292817679558011,0.257352941176471,0.310861423220974,0.337016574585635,0.166176470588235,0.269662921348315,0.171270718232044,0.169117647058824,0.228464419475655,0.265193370165746,0.2,0.224719101123595,0.237569060773481
5,9,Xena,0.253263707571802,0.261437908496732,0.271844660194175,0.261096605744125,0.215686274509804,0.281553398058252,0.0861618798955614,0.0784313725490196,0.0970873786407767,0.0913838120104439,0.313725490196078,0.203883495145631,0.154046997389034,0.169934640522876,0.174757281553398
6,9,Xena,0.258485639686684,0.241830065359477,0.262135922330097,0.25065274151436,0.215686274509804,0.281553398058252,0.0966057441253264,0.111111111111111,0.0970873786407767,0.0939947780678851,0.30718954248366,0.184466019417476,0.130548302872063,0.176470588235294,0.184466019417476
7,9,Xena,0.240208877284595,0.222222222222222,0.223300970873786,0.245430809399478,0.235294117647059,0.262135922330097,0.0809399477806789,0.0718954248366013,0.0776699029126214,0.0887728459530026,0.326797385620915,0.174757281553398,0.135770234986945,0.163398692810458,0.174757281553398
8,9,Xena,0.242819843342037,0.26797385620915,0.29126213592233,0.253263707571802,0.196078431372549,0.223300970873786,0.109660574412533,0.0980392156862745,0.0776699029126214,0.10443864229765,0.294117647058824,0.233009708737864,0.143603133159269,0.202614379084967,0.223300970873786
9,9,Xena,0.245430809399478,0.26797385620915,0.262135922330097,0.266318537859008,0.254901960784314,0.320388349514563,0.117493472584856,0.137254901960784,0.12621359223301,0.0861618798955614,0.313725490196078,0.194174757281553,0.12532637075718,0.176470588235294,0.184466019417476
10,9,Xena,0.248041775456919,0.261437908496732,0.300970873786408,0.268929503916449,0.235294117647059,0.300970873786408,0.10443864229765,0.0915032679738562,0.0970873786407767,0.0939947780678851,0.320261437908497,0.233009708737864,0.133159268929504,0.156862745098039,0.16504854368932
11,9,Xena,0.289817232375979,0.254901960784314,0.300970873786408,0.268929503916449,0.241830065359477,0.300970873786408,0.12532637075718,0.111111111111111,0.116504854368932,0.0966057441253264,0.320261437908497,0.223300970873786,0.138381201044386,0.202614379084967,0.174757281553398
12,9,Xena,0.274151436031332,0.300653594771242,0.271844660194175,0.274151436031332,0.248366013071895,0.349514563106796,0.135770234986945,0.0849673202614379,0.145631067961165,0.0887728459530026,0.30718954248366,0.184466019417476,0.133159268929504,0.196078431372549,0.194174757281553
13,9,Xena,0.276762402088773,0.300653594771242,0.320388349514563,0.279373368146214,0.274509803921569,0.368932038834951,0.156657963446475,0.124183006535948,0.106796116504854,0.101827676240209,0.333333333333333,0.213592233009709,0.140992167101828,0.235294117647059,0.203883495145631
14,9,Xena,0.281984334203655,0.26797385620915,0.339805825242718,0.297650130548303,0.261437908496732,0.310679611650485,0.140992167101828,0.137254901960784,0.12621359223301,0.107049608355091,0.379084967320261,0.242718446601942,0.138381201044386,0.248366013071895,0.223300970873786
15,9,Xena,0.287206266318538,0.281045751633987,0.359223300970874,0.302872062663185,0.261437908496732,0.339805825242718,0.140992167101828,0.183006535947712,0.135922330097087,0.114882506527415,0.339869281045752,0.213592233009709,0.156657963446475,0.235294117647059,0.233009708737864
16,9,Xena,0.352480417754569,0.333333333333333,0.359223300970874,0.370757180156658,0.333333333333333,0.368932038834951,0.18798955613577,0.196078431372549,0.194174757281553,0.16710182767624,0.38562091503268,0.252427184466019,0.2088772845953,0.359477124183007,0.320388349514563
17,9,Xena,0.0704960835509138,0.0522875816993464,0.0776699029126214,0.0574412532637076,0.0588235294117647,0.087378640776699,0.031331592689295,0.0261437908496732,0.0194174757281553,0.0234986945169713,0.0588235294117647,0.0194174757281553,0.02088772845953,0.0457516339869281,0.0679611650485437
18,9,Xena,0.0992167101827676,0.0849673202614379,0.0388349514563107,0.0783289817232376,0.0522875816993464,0.058252427184466,0.031331592689295,0.0326797385620915,0.0388349514563107,0.0287206266318538,0.0522875816993464,0.029126213592233,0.0182767624020888,0.065359477124183,0.087378640776699
19,9,Xena,0.127937336814621,0.117647058823529,0.0776699029126214,0.0966057441253264,0.0588235294117647,0.135922330097087,0.0469973890339426,0.065359477124183,0.0485436893203883,0.0522193211488251,0.104575163398693,0.0388349514563107,0.0469973890339426,0.0718954248366013,0.0970873786407767
20,9,Xena,0.143603133159269,0.163398692810458,0.135922330097087,0.12532637075718,0.0915032679738562,0.184466019417476,0.0600522193211488,0.0784313725490196,0.0776699029126214,0.0626631853785901,0.0588235294117647,0.087378640776699,0.0783289817232376,0.0980392156862745,0.155339805825243
21,9,Xena,0.16710182767624,0.209150326797386,0.223300970873786,0.201044386422977,0.150326797385621,0.184466019417476,0.135770234986945,0.143790849673203,0.106796116504854,0.135770234986945,0.176470588235294,0.155339805825243,0.10443864229765,0.117647058823529,0.194174757281553
22,9,Xena,0.177545691906005,0.209150326797386,0.223300970873786,0.22976501305483,0.163398692810458,0.233009708737864,0.190600522193211,0.111111111111111,0.174757281553398,0.143603133159269,0.183006535947712,0.242718446601942,0.156657963446475,0.209150326797386,0.252427184466019
23,9,Xena,0.206266318537859,0.26797385620915,0.271844660194175,0.268929503916449,0.281045751633987,0.242718446601942,0.242819843342037,0.202614379084967,0.29126213592233,0.248041775456919,0.222222222222222,0.281553398058252,0.216710182767624,0.261437908496732,0.330097087378641
24,9,Xena,0.263707571801567,0.281045751633987,0.300970873786408,0.305483028720627,0.202614379084967,0.310679611650485,0.263707571801567,0.287581699346405,0.388349514563107,0.255874673629243,0.300653594771242,0.300970873786408,0.300261096605744,0.366013071895425,0.310679611650485
5,10,Xena,0.0366350067842605,0.0363636363636364,0.0727272727272727,0.067842605156038,0.0787878787878788,0.0787878787878788,0.00407055630936228,0.0212121212121212,0.0181818181818182,0.00814111261872456,0.0666666666666667,0.0242424242424242,0.0135685210312076,0.0515151515151515,0.0242424242424242
6,10,Xena,0.116689280868385,0.127272727272727,0.115151515151515,0.134328358208955,0.178787878787879,0.133333333333333,0.0447761194029851,0.0636363636363636,0.0303030303030303,0.062415196743555,0.124242424242424,0.0545454545454545,0.073270013568521,0.13030303030303,0.109090909090909
7,10,Xena,0.275440976933514,0.324242424242424,0.309090909090909,0.328358208955224,0.342424242424242,0.339393939393939,0.17774762550882,0.239393939393939,0.272727272727273,0.21438263229308,0.312121212121212,0.254545454545455,0.237449118046133,0.315151515151515,0.266666666666667
8,10,Xena,0.488466757123474,0.521212121212121,0.478787878787879,0.511533242876526,0.545454545454545,0.575757575757576,0.325644504748982,0.4,0.4,0.362279511533243,0.466666666666667,0.460606060606061,0.408412483039349,0.521212121212121,0.460606060606061
9,10,Xena,0.597014925373134,0.584848484848485,0.612121212121212,0.609226594301221,0.648484848484848,0.575757575757576,0.396200814111262,0.445454545454545,0.454545454545455,0.442333785617368,0.536363636363636,0.515151515151515,0.485753052917232,0.584848484848485,0.490909090909091
10,10,Xena,0.549525101763908,0.545454545454545,0.490909090909091,0.545454545454545,0.536363636363636,0.533333333333333,0.352781546811398,0.390909090909091,0.375757575757576,0.390773405698779,0.487878787878788,0.509090909090909,0.430122116689281,0.503030303030303,0.454545454545455
11,10,Xena,0.560379918588874,0.554545454545455,0.56969696969697,0.568521031207598,0.578787878787879,0.539393939393939,0.360922659430122,0.4,0.436363636363636,0.400271370420624,0.512121212121212,0.496969696969697,0.443690637720488,0.539393939393939,0.503030303030303
12,10,Xena,0.515603799185889,0.512121212121212,0.503030303030303,0.51831750339213,0.548484848484848,0.503030303030303,0.299864314789688,0.351515151515152,0.4,0.367706919945726,0.5,0.460606060606061,0.408412483039349,0.503030303030303,0.478787878787879
13,10,Xena,0.491180461329715,0.496969696969697,0.551515151515152,0.511533242876526,0.503030303030303,0.521212121212121,0.324287652645862,0.378787878787879,0.351515151515152,0.369063772048847,0.484848484848485,0.448484848484848,0.404341926729986,0.457575757575758,0.496969696969697
14,10,Xena,0.434192672998643,0.415151515151515,0.448484848484848,0.461329715061058,0.448484848484848,0.460606060606061,0.23202170963365,0.327272727272727,0.272727272727273,0.291723202170963,0.436363636363636,0.484848484848485,0.340569877883311,0.421212121212121,0.454545454545455
15,10,Xena,0.423337856173677,0.390909090909091,0.442424242424242,0.457259158751696,0.393939393939394,0.460606060606061,0.225237449118046,0.3,0.248484848484848,0.263229308005427,0.415151515151515,0.460606060606061,0.336499321573948,0.393939393939394,0.375757575757576
16,10,Xena,0.431478968792402,0.396969696969697,0.454545454545455,0.453188602442334,0.506060606060606,0.418181818181818,0.241519674355495,0.333333333333333,0.266666666666667,0.299864314789688,0.454545454545455,0.418181818181818,0.33921302578019,0.4,0.442424242424242
17,10,Xena,0.122116689280868,0.142424242424242,0.115151515151515,0.145183175033921,0.133333333333333,0.133333333333333,0.0637720488466757,0.124242424242424,0.103030303030303,0.0651289009497965,0.118181818181818,0.0909090909090909,0.0990502035278155,0.133333333333333,0.115151515151515
18,10,Xena,0.0949796472184532,0.103030303030303,0.0909090909090909,0.101763907734057,0.0909090909090909,0.0666666666666667,0.0312075983717775,0.0666666666666667,0.0545454545454545,0.033921302578019,0.0575757575757576,0.0787878787878788,0.0488466757123474,0.1,0.0787878787878788
19,10,Xena,0.0909090909090909,0.115151515151515,0.0787878787878788,0.115332428765265,0.121212121212121,0.0545454545454545,0.0420624151967436,0.096969696969697,0.0727272727272727,0.028493894165536,0.0848484848484849,0.0424242424242424,0.0515603799185889,0.0848484848484849,0.0666666666666667
20,10,Xena,0.109905020352782,0.115151515151515,0.0848484848484849,0.10719131614654,0.121212121212121,0.0848484848484849,0.0461329715061058,0.1,0.0727272727272727,0.0407055630936228,0.0696969696969697,0.0666666666666667,0.0664857530529172,0.1,0.0727272727272727
21,10,Xena,0.100407055630936,0.136363636363636,0.103030303030303,0.118046132971506,0.118181818181818,0.0666666666666667,0.0461329715061058,0.0878787878787879,0.0787878787878788,0.0325644504748982,0.0848484848484849,0.0909090909090909,0.0651289009497965,0.0939393939393939,0.0666666666666667
22,10,Xena,0.0949796472184532,0.133333333333333,0.121212121212121,0.111261872455902,0.127272727272727,0.121212121212121,0.0488466757123474,0.103030303030303,0.0606060606060606,0.0542740841248304,0.0939393939393939,0.0727272727272727,0.0637720488466757,0.109090909090909,0.0848484848484849
23,10,Xena,0.101763907734057,0.145454545454545,0.163636363636364,0.130257801899593,0.121212121212121,0.115151515151515,0.0556309362279511,0.115151515151515,0.0787878787878788,0.0542740841248304,0.115151515151515,0.115151515151515,0.0691994572591588,0.115151515151515,0.103030303030303
24,10,Xena,0.101763907734057,0.136363636363636,0.115151515151515,0.143826322930801,0.136363636363636,0.103030303030303,0.0529172320217096,0.096969696969697,0.0727272727272727,0.0447761194029851,0.0939393939393939,0.0787878787878788,0.0881953867028494,0.0939393939393939,0.103030303030303
5,11,Xena,0.207759699624531,0.219814241486068,0.189320388349515,0.266583229036295,0.256965944272446,0.262135922330097,0.0851063829787234,0.148606811145511,0.0728155339805825,0.112640801001252,0.185758513931889,0.131067961165049,0.146433041301627,0.139318885448916,0.16504854368932
6,11,Xena,0.315394242803504,0.371517027863777,0.378640776699029,0.377972465581977,0.365325077399381,0.383495145631068,0.198998748435544,0.275541795665635,0.223300970873786,0.224030037546934,0.303405572755418,0.359223300970874,0.251564455569462,0.26625386996904,0.276699029126214
7,11,Xena,0.261576971214018,0.312693498452012,0.29126213592233,0.350438047559449,0.334365325077399,0.339805825242718,0.13892365456821,0.185758513931889,0.135922330097087,0.137672090112641,0.281733746130031,0.262135922330097,0.214017521902378,0.201238390092879,0.242718446601942
8,11,Xena,0.299123904881101,0.318885448916409,0.310679611650485,0.341677096370463,0.328173374613003,0.344660194174757,0.155193992490613,0.198142414860681,0.155339805825243,0.161451814768461,0.278637770897833,0.213592233009709,0.234042553191489,0.198142414860681,0.29126213592233
9,11,Xena,0.345431789737171,0.377708978328173,0.33495145631068,0.396745932415519,0.38390092879257,0.378640776699029,0.187734668335419,0.201238390092879,0.223300970873786,0.18523153942428,0.278637770897833,0.266990291262136,0.266583229036295,0.241486068111455,0.305825242718447
10,11,Xena,0.321652065081352,0.343653250773994,0.354368932038835,0.369211514392991,0.356037151702786,0.427184466019417,0.168961201501877,0.179566563467492,0.160194174757282,0.1639549436796,0.278637770897833,0.262135922330097,0.244055068836045,0.198142414860681,0.252427184466019
11,11,Xena,0.296620775969962,0.390092879256966,0.364077669902913,0.366708385481852,0.343653250773994,0.422330097087379,0.142678347934919,0.210526315789474,0.194174757281553,0.153942428035044,0.294117647058824,0.228155339805825,0.234042553191489,0.210526315789474,0.252427184466019
12,11,Xena,0.284105131414268,0.325077399380805,0.266990291262136,0.334167709637046,0.318885448916409,0.407766990291262,0.117647058823529,0.179566563467492,0.160194174757282,0.11639549436796,0.263157894736842,0.199029126213592,0.204005006257822,0.198142414860681,0.247572815533981
13,11,Xena,0.260325406758448,0.306501547987616,0.305825242718447,0.306633291614518,0.306501547987616,0.37378640776699,0.097622027534418,0.1671826625387,0.140776699029126,0.122653316645807,0.256965944272446,0.223300970873786,0.207759699624531,0.207430340557276,0.228155339805825
14,11,Xena,0.225281602002503,0.263157894736842,0.242718446601942,0.270337922403004,0.30030959752322,0.320388349514563,0.0826032540675845,0.151702786377709,0.12621359223301,0.097622027534418,0.188854489164087,0.16504854368932,0.14017521902378,0.130030959752322,0.203883495145631
15,11,Xena,0.225281602002503,0.269349845201238,0.262135922330097,0.272841051314143,0.256965944272446,0.359223300970874,0.065081351689612,0.151702786377709,0.0970873786407767,0.0763454317897372,0.210526315789474,0.16504854368932,0.135168961201502,0.126934984520124,0.179611650485437
16,11,Xena,0.240300375469337,0.263157894736842,0.257281553398058,0.290362953692115,0.328173374613003,0.344660194174757,0.0838548185231539,0.13312693498452,0.111650485436893,0.0863579474342929,0.232198142414861,0.160194174757282,0.14017521902378,0.120743034055728,0.189320388349515
17,11,Xena,0.0300375469336671,0.00619195046439629,0.0339805825242718,0.0350438047559449,0.0495356037151703,0.0679611650485437,0.00750938673341677,0.0278637770897833,0.0388349514563107,0.0150187734668335,0.0123839009287926,0.00970873786407767,0.0262828535669587,0.0185758513931889,0.029126213592233
