mean_burstTime_canceled,mean_burstTime_nostop,mean_burstTime_noncanceled,std_burstTime_canceled,std_burstTime_nostop,std_burstTime_noncanceled,sem_burstTime_canceled,sem_burstTime_nostop,sem_burstTime_noncanceled,mean_burstOnset_canceled,mean_burstOnset_nostop,mean_burstOnset_noncanceled,std_burstOnset_canceled,std_burstOnset_nostop,std_burstOnset_noncanceled,sem_burstOnset_canceled,sem_burstOnset_nostop,sem_burstOnset_noncanceled,mean_burstOffset_canceled,mean_burstOffset_nostop,mean_burstOffset_noncanceled,std_burstOffset_canceled,std_burstOffset_nostop,std_burstOffset_noncanceled,sem_burstOffset_canceled,sem_burstOffset_nostop,sem_burstOffset_noncanceled,mean_burstDuration_canceled,mean_burstDuration_nostop,mean_burstDuration_noncanceled,std_burstDuration_canceled,std_burstDuration_nostop,std_burstDuration_noncanceled,sem_burstDuration_canceled,sem_burstDuration_nostop,sem_burstDuration_noncanceled,mean_burstVolume_canceled,mean_burstVolume_nostop,mean_burstVolume_noncanceled,std_burstVolume_canceled,std_burstVolume_nostop,std_burstVolume_noncanceled,sem_burstVolume_canceled,sem_burstVolume_nostop,sem_burstVolume_noncanceled,mean_burstFreq_canceled,mean_burstFreq_nostop,mean_burstFreq_noncanceled,modal_burstFreq_canceled,modal_burstFreq_nostop,modal_burstFreq_noncanceled,pTrials_burst_canceled,pTrials_burst_nostop,pTrials_burst_noncanceled,monkey
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,Euler
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,Euler
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,Euler
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,Euler
57.1333333333333,63.7222222222222,78.2857142857143,51.209467130693,45.3133395606456,51.5250925747365,13.2222275576887,6.16636447028069,13.7706602311767,-162.4,-153.796296296296,-132.357142857143,133.794511952365,101.236390584002,51.9594622209056,34.5455944403638,13.7765277962169,13.8867504022609,149.933333333333,138.981481481481,132.571428571429,140.964264299587,92.5821391024352,80.4322115780777,36.3968165361787,12.5988333386856,21.4964127561199,312.333333333333,292.777777777778,264.928571428571,194.998778994956,147.668888493585,114.030673529075,50.3484682385498,20.0951904274016,30.4759794234908,354655720336.801,281115463539.366,303376955491.826,321106692079.448,172200844310.408,158683320273.476,82909391385.2971,23433566768.7193,42409901247.0762,24.2,24.1481481481481,24,25,29,29,0.0533333333333333,0.0958083832335329,0.0574162679425837,Euler
66.6,73.9259259259259,84.25,52.9745221781188,46.7373396480685,55.4713568300923,23.6909265331688,8.99460520900644,19.6120862880885,-126.4,-130.592592592593,-110.375,37.8391331824607,85.9705939257315,49.8538936722671,16.92217480113,16.5450485151377,17.6260131421066,104,109.407407407407,120,22.113344387496,38.8352132628854,52.4159190649994,9.88938825206089,7.47384027712113,18.5318259064932,230.4,240,230.375,26.3874970393177,99.7350335793643,94.3063965411224,11.8008474271978,19.1940161615608,33.3423462517476,172285319646.529,251538986424.719,214709311138.92,61656766528.2047,170631899807.49,124062006438.632,27573744245.9799,32838124428.7306,43862543020.1828,27.6,25.8518518518519,26.75,29,29,29,0.0222222222222222,0.0479041916167665,0.0382775119617225,Euler
63.5555555555556,72.8,63.75,46.4384299667611,44.5536594616937,55.1769879569373,15.479476655587,11.5037054071824,19.5080111748994,-164,-114.2,-95.75,97.99362224145,87.9774321711459,35.7161428088597,32.66454074715,22.715675309396,12.6275633889859,98.6666666666667,134.866666666667,82.875,33.3991017843295,82.5875004955062,13.3034635661974,11.1330339281098,21.3240009349328,4.70348465046319,262.666666666667,249.066666666667,178.625,94.9302375431559,123.589450929084,39.9926332502089,31.6434125143853,31.9106590143507,14.1395310843647,242979427728.757,208518783030.268,129693066178.953,165372914668.095,104995487777.804,39876350036.9876,55124304889.3651,27109718372.6907,14098418760.0612,25.4444444444444,25.9333333333333,26.875,29,29,29,0.04,0.0279441117764471,0.0334928229665072,Euler
47.1142857142857,67.5066666666667,64,40.4814928146703,46.9316274771892,49.7255626307774,6.84262117801609,5.41919755149248,11.1189738261842,-135.171428571429,-140.706666666667,-94.25,72.9675535121345,90.8125145164079,38.9451368492977,12.3337676615822,10.486125940367,8.70839733880617,141.371428571429,130.133333333333,106.05,71.84300109769,72.882603369212,47.7057593345312,12.1436836100356,8.41575813489106,10.6673320790257,276.542857142857,270.84,200.3,125.292209714435,114.845847328707,64.9802399114328,21.1782488248985,13.2612561741079,14.5300233636209,319346144233.99,235582007658.724,199290250020.262,265848449639.28,140757338146.614,109899838876.579,44936589665.1235,16253257413.8726,24574351044.4305,23.1714285714286,24.3733333333333,25.55,29,29,29,0.115555555555556,0.117764471057884,0.0861244019138756,Euler
60.6842105263158,59.5470085470085,75.0645161290323,52.1293576098155,46.8334348086286,52.8834791366018,6.90470209072155,4.32975257970796,9.49815324255602,-145.385964912281,-126.948717948718,-97,92.1816441260648,85.6652311631663,65.5296370609004,12.2097570372428,7.919753422648,11.769470256028,140.561403508772,120.145299145299,124.677419354839,84.6952557163158,68.6285937388603,92.0580929257079,11.2181606686158,6.34471573560122,16.5341215839307,285.947368421053,247.094017094017,221.677419354839,140.887292980269,124.618381808568,124.970766474077,18.660977825167,11.5209734737472,22.4454122570942,325578558071.737,253918342605.317,202461031013.658,308065123784.005,224605537042.168,141769726394.077,40804222453.5163,20764789245.0939,25462594527.2615,22.0350877192982,23.2222222222222,24.4516129032258,29,29,29,0.208888888888889,0.181636726546906,0.138755980861244,Euler
55.5892857142857,61.1607142857143,64.972972972973,48.3659447379001,48.2940605102354,48.0569606974002,6.46317122845944,4.56335978255672,7.90051567162596,-131.928571428571,-118.321428571429,-144.108108108108,88.9690154732855,80.5906366015973,95.482628956436,11.888984783558,7.61509937315021,15.6972475056913,146.035714285714,128.973214285714,127.027027027027,104.389300093573,80.9151997237358,58.6659500365731,13.9496069926885,7.64576770550454,9.64462277531931,277.964285714286,247.294642857143,271.135135135135,137.942143904374,124.115583909679,126.789887907813,18.4332943459727,11.7278203161636,20.8441291726042,305078128992.862,302560895710.221,263675550443.048,197387426670.321,272036608188.163,130531499630.301,26377004394.9038,25705043313.2642,21459246350.671,23.1607142857143,23.4017857142857,22.5405405405405,29,29,29,0.213333333333333,0.17564870259481,0.124401913875598,Euler
68.3098591549296,58.4351145038168,79.3333333333333,48.3802177841008,46.3281106285359,49.5363923460991,5.74167550855949,4.04770581935932,8.6231790641107,-153.591549295775,-121.091603053435,-107.787878787879,122.366379307015,85.1103763340179,50.7030309595477,14.5222174541157,7.4361281066979,8.82626477928723,140.281690140845,133.282442748092,133.69696969697,107.148519501617,86.1642684116227,87.7444744871739,12.7161897647145,7.52820708504653,15.2743524417918,293.87323943662,254.374045801527,241.484848484848,167.05541677432,123.506482911618,112.196011853174,19.8258304529693,10.7908115143818,19.5308187509782,281509158628.946,264640866220.222,256127395444.213,176778371505.217,173809313659.636,145125722618.113,20979732886.777,15185790242.9894,25263145612.2378,21.5352112676056,22.8702290076336,22.1515151515152,29,29,29,0.226666666666667,0.213572854291417,0.148325358851675,Euler
60.6,69.9191919191919,79,50.6644662025884,47.1536084640092,55.568803225298,6.54075446157044,4.73911596322561,9.01445022974355,-143.6,-143.090909090909,-128.552631578947,83.7775909522511,128.676710141496,76.1235472921952,10.8156404847815,12.9324959635352,12.3488700232547,173.916666666667,144.848484848485,134.921052631579,195.611625912394,109.162335924144,117.060248192844,25.2533523161086,10.9712275605794,18.9896798197629,317.516666666667,287.939393939394,263.473684210526,209.297249624941,178.57804663061,138.073176219949,27.0201587401471,17.9477689838886,22.3984268664384,321042025621.159,266827085387.67,262734344682.148,278601955285.636,249849524067.104,139399464578.645,35967357768.0697,25110821981.1956,22613579248.8152,21.5666666666667,21.5858585858586,20.3157894736842,15,15,15,0.208888888888889,0.17564870259481,0.138755980861244,Euler
74.3606557377049,69.4873417721519,90.75,49.2852353776413,50.4508005708446,48.556559151362,6.31032776451158,4.01365018866325,5.7224453745023,-140.180327868852,-130.886075949367,-147.152777777778,104.248182749424,78.569128528654,95.6205322582884,13.3476120579106,6.25062425123099,11.2689877967505,148.295081967213,127.335443037975,147.763888888889,85.1117587376141,86.3890334777307,181.351459649648,10.8974440343655,6.87274248561097,21.3724744827241,288.475409836066,258.221518987342,294.916666666667,143.099919235637,128.4407034824,205.479566168211,18.3220671775804,10.2181937240078,24.2159991054686,303044720225.926,274165399883.649,306502879510.813,243178019815.882,232948676418.332,234998687211.337,31135754925.4855,18532401636.3699,27694860882.8455,20.7540983606557,21.7215189873418,21.4444444444444,15,15,15,0.222222222222222,0.263473053892216,0.258373205741627,Euler
60.5531914893617,71.3273809523809,75.7123287671233,47.7852762272384,51.9637710072232,53.1631345357682,4.92867491591189,4.00909197153879,6.22227425460854,-137.712765957447,-149.964285714286,-124.438356164384,90.4651804150969,127.444006390086,64.37908267558,9.33077091267658,9.83251855929023,7.53500169178442,143.776595744681,115.14880952381,118.109589041096,83.3415248776479,73.8972129542557,66.3753136933026,8.59602194544118,5.70129375585187,7.76864286016717,281.489361702128,265.113095238095,242.547945205479,129.640756292384,154.353953047856,93.4057815686021,13.3714230421023,11.9086660175878,10.9323198295404,263002864983.118,257226746190.077,226801590371.965,173609953438.39,216017548811.376,113470697932.663,17906499453.8356,16666115716.0975,13280740659.1844,21.0851063829787,22.4880952380952,20.3561643835616,15,29,15,0.284444444444444,0.265469061876248,0.258373205741627,Euler
59.4918032786885,58.5579710144928,77.6041666666667,51.2434135445131,47.7135641728025,50.6963172036607,6.56104678735056,4.06164831078748,7.31738309611404,-142.065573770492,-134.398550724638,-161.9375,89.3890129065944,92.8482428604001,147.425914499309,11.4450903128417,7.90376731043899,21.2790978554256,143.262295081967,134.347826086957,133.604166666667,84.04064525362,76.7305126047173,76.8440641496496,10.7603020058209,6.5317349963232,11.0914852806063,285.327868852459,268.746376811594,295.541666666667,126.49357313206,137.21000269948,180.961728448643,16.1958424353926,11.6800910883358,26.1195756582111,298354837384.442,293461170007.107,243640529789.252,188583498331.304,217343528851.814,191133243178.988,24145642733.1707,18501509835.3259,27587707350.1187,20.016393442623,21.6376811594203,20.5625,15,15,15,0.222222222222222,0.219560878243513,0.186602870813397,Euler
50.1607142857143,47.2834645669291,74.9354838709677,46.3934857440193,44.0555020864816,52.2965489517049,6.19959030829647,3.90929365520347,9.39273746942897,-136.892857142857,-139.748031496063,-156.354838709677,112.154062638113,99.7896174661009,97.8047539359571,14.987217033093,8.85489666306886,17.566252370322,127.875,143.259842519685,178.709677419355,78.2199840775419,88.5229064247202,176.236241741663,10.452585043467,7.8551377248409,31.6529634260751,264.767857142857,283.007874015748,335.064516129032,146.905286874531,150.702718825233,218.819550540907,19.6310447067941,13.3727038536277,39.3011514642628,304310310000.371,314173302566.328,301542402398.696,250714968397.411,254705429542.592,280965552180.967,33503196909.9632,22601452088.8246,50462902858.5821,20.625,21.1732283464567,20.0967741935484,15,15,15,0.186666666666667,0.193612774451098,0.129186602870813,Euler
49.2631578947368,54.0803571428571,76.8285714285714,46.7250798041776,46.6412681964202,50.158856888587,6.18888800870796,4.4071855885855,8.47839426234161,-139.561403508772,-135.616071428571,-133.457142857143,110.504204435827,80.5240991889574,74.7207912073705,14.6366394366983,7.60881217862425,12.6301189211181,157.070175438596,138.107142857143,168.685714285714,131.821017678344,88.3962574258567,197.00369829741,17.460120325621,8.35266121348798,33.2997027626619,296.631578947368,273.723214285714,302.142857142857,183.579744406596,132.384385039127,218.739455928353,24.3157311568266,12.5091485814911,36.9737163709697,339189014508.651,302023815391.123,280468762596.156,342021503535.566,218610739263.163,224227022352.769,45301854824.4894,20656773214.9397,37901284393.3098,21.1228070175439,21.0446428571429,20.4285714285714,15,15,15,0.195555555555556,0.179640718562874,0.143540669856459,Euler
43.1451612903226,45.6081081081081,49.8695652173913,42.8006613914707,39.8180166998051,43.5110271789349,5.43568943240893,4.62875042081431,9.07267633723706,-140.016129032258,-158.027027027027,-133.608695652174,93.4094620712596,86.9030278289248,39.2772651455298,11.8630135460695,10.1022717848009,8.18987592758452,135.129032258065,144.864864864865,184.782608695652,64.2422372349357,83.1482129931491,189.81042133516,8.15877228761321,9.66578342622174,39.5782087866273,275.145161290323,302.891891891892,318.391304347826,121.865532825968,126.217747006455,196.49398305163,15.4769381458439,14.6725150570651,40.9718277417513,326065151301.318,344990000841.291,311466084699.717,240100608614.436,210191848050.951,218401838192.952,30492807786.8565,24434306019.1227,45539931319.7914,19.5322580645161,20.6081081081081,19.695652173913,15,15,15,0.208888888888889,0.121756487025948,0.0956937799043062,Euler
44,39.9523809523809,68.2105263157895,39.8266514053361,38.8837923659172,52.6155648151639,6.46073598985311,4.8988973633947,12.0708384150849,-149.5,-149.761904761905,-157.684210526316,108.588922335817,87.2395135182104,110.179677815416,17.6154493003742,10.9911455841639,25.2769516436456,151.947368421053,139.31746031746,173.947368421053,88.8210917757656,70.6467416769876,204.44789438991,14.4086837342506,8.90065282925387,46.9035637297523,301.447368421053,289.079365079365,331.631578947368,148.128814900067,110.393329273002,244.681019226238,24.0296668635046,13.9082521741348,56.1336755899844,354020231737.223,336698102092.572,357264607045.504,245106304108.383,228312658009.931,510759277414.087,39761492980.5708,28764691155.3531,117176214459.151,19.6315789473684,20.3174603174603,19.6315789473684,15,15,15,0.155555555555556,0.0998003992015968,0.0813397129186603,Euler
45.9375,45,82.3636363636364,38.8570062599253,35.0608799964069,58.7848156027945,6.86901315575032,4.95835719996543,17.7242887931545,-150.34375,-182.66,-155.272727272727,89.3527295736289,120.456209334957,126.311591636786,15.7954802497602,17.0350804913549,38.0843778301648,157.34375,144.58,153.818181818182,113.293683272082,83.0733853104517,120.538639598942,20.0276829268225,11.7483508178287,36.3437672990515,307.6875,327.24,309.090909090909,162.854266437125,147.44927318663,168.978374087014,28.788839035713,20.8524761902587,50.94889677554,383898706219.621,312798289461.593,328762212470.14,440160087048.534,184666047311.15,256219098562.404,77810045589.9198,26115722861.7261,77252964914.0528,20.1875,19.24,20,15,15,15,0.128888888888889,0.0858283433133733,0.0526315789473684,Euler
49,84.6666666666667,53.8333333333333,26.4575131106459,41.575519353627,46.4474613586864,15.2752523165195,10.7347529377681,18.9620966960701,-176.666666666667,-169.933333333333,-122.5,156.844934037837,113.060329449538,29.1255901227769,90.5544648877741,29.192051538319,11.8904723763748,191.333333333333,112.466666666667,99.6666666666667,131.940643220099,35.6247639925349,32.5002564092449,76.1759658801763,9.19827451037715,13.2681741187115,368,282.4,222.166666666667,287.527389999631,121.258166146214,36.0966295748878,166.004016015678,31.3087238717293,14.7363873154553,323703044971.549,154263291643.168,119694316814.797,336350093451.305,82220273469.1276,47370903473.4631,194191816996.067,21229183324.4367,19339090360.77,22.3333333333333,25.8,26.5,19,27,29,0.0147058823529412,0.0234192037470726,0.041958041958042,Euler
52.6666666666667,65.2727272727273,18,44.4109596083369,42.8931017975872,0,25.6406794848429,12.9327567961014,0,-232.666666666667,-120.818181818182,-99,150.24091764008,56.2188903871611,0,86.7416342427966,16.9506332313029,0,155,113.363636363636,99,62.8649345820068,81.0089781780671,0,36.2950869035099,24.4251259333397,0,387.666666666667,234.181818181818,198,207.635096583726,99.4412572143154,0,119.878178905828,29.9826671691915,0,279636960878.617,108718377388.862,107938129108.744,303703989558.429,29272389407.0628,0,175343580125.522,8825957489.12739,0,24.6666666666667,25.9090909090909,20,19,26,20,0.0147058823529412,0.0234192037470726,0.00699300699300699,Euler
47.4090909090909,52.2142857142857,81.75,36.6133713421608,36.8447869789762,31.9542083076929,7.80599699834266,5.68527405949569,11.2975186909086,-153.454545454545,-137.190476190476,-167.625,90.447947289207,110.293010656921,141.569707716224,19.2835671549534,17.0185810217676,50.0524501683698,155.363636363636,118.285714285714,109.5,155.822409738212,77.2889054967916,44.998412670417,33.2214493804443,11.9259370330585,15.9093413709413,308.818181818182,255.47619047619,277.125,214.088685754211,133.850341999661,152.401197501857,45.643861166429,20.6535561641194,53.8819601072567,209013181508.61,154797138872.758,110368536094.798,185057844576.407,111966100227.13,95617705570.3257,39454465030.9152,17276744347.2375,33805964005.138,24.1363636363636,23.6904761904762,25.625,29,29,29,0.0931372549019608,0.0796252927400468,0.0559440559440559,Euler
43.3275862068966,61.9302325581395,75.875,30.9693611641166,36.4197072371456,42.8639320019369,4.06647634240457,3.92723803063875,10.7159830004842,-138.327586206897,-141.476744186047,-157.375,89.5574671783694,119.8055018617,131.447264457399,11.7594715511434,12.9189595107768,32.8618161143497,137.706896551724,119.093023255814,115.5,101.01398350666,67.8208067860103,66.7422904411688,13.2637858432104,7.31330567663006,16.6855726102922,276.034482758621,260.56976744186,272.875,150.585752863666,140.321692650069,150.122561040416,19.7728780480238,15.1312772590575,37.5306402601039,172493083684.749,158176373770.312,119100098931.703,122160627828.034,101107198749.996,74881000342.5212,16040476276.0033,10902669632.0433,18720250085.6303,21.9655172413793,22.4186046511628,23.6875,29,29,29,0.205882352941176,0.152224824355972,0.104895104895105,Euler
44.7647058823529,58.030612244898,86.9375,30.2533226177186,40.1400779440356,44.6922345976718,4.23631251372655,4.05476018736916,11.173058649418,-129.980392156863,-135.744897959184,-106.875,85.0659720913312,81.7227285101527,58.6252221033462,11.9116186547974,8.25524221522802,14.6563055258365,156,115.122448979592,104.8125,118.465184759068,58.9002766006357,51.3851064674062,16.5884438868821,5.94982642829612,12.8462766168515,285.980392156863,250.867346938776,211.6875,157.452023193871,108.878503909207,79.7067280723528,22.0476932268293,10.9983897770924,19.9266820180882,192454632743.074,153607510416.119,111083669166.607,163311719105.471,92644570544.0427,77323293718.463,22868214775.1768,9358514867.40115,19330823429.6158,21.6666666666667,21.9285714285714,23.4375,29,29,29,0.215686274509804,0.175644028103044,0.0979020979020979,Euler
48.0677966101695,55.5408163265306,62.4210526315789,34.9797302915312,36.9014201853787,43.6186960290522,4.55397299305738,3.72760634978506,10.006815159982,-125.576271186441,-148.040816326531,-148.210526315789,74.0876003841656,89.6130189325934,73.6565445137606,9.64538401119699,9.05228190997646,16.8979702139941,151.898305084746,136.591836734694,142.315789473684,86.0865031904566,80.071467656551,95.3951155467377,11.2075081005128,8.08843967992951,21.8851404408219,277.474576271186,284.632653061225,290.526315789474,107.299830628173,122.066264559067,151.3558604456,13.9692480979087,12.3305547748325,34.7234157997378,172309259018.128,185914742329.939,170680845083.015,108295385208.711,116782590616.083,144435463440.035,14098858264.5709,11796823107.0235,33135767842.0304,21.0677966101695,20.8163265306122,20.6842105263158,15,15,15,0.254901960784314,0.173302107728337,0.104895104895105,Euler
