data,alignLabel,monkeyLabel,measureLabel
34.3061152254416,1_target,Euler,1_upper_upper
22.9287291133426,1_target,Euler,1_upper_upper
17.7862076259302,1_target,Euler,1_upper_upper
11.2272307145206,1_target,Euler,1_upper_upper
23.9318178732101,1_target,Euler,1_upper_upper
15.921019909004,1_target,Euler,1_upper_upper
11.6039681409383,1_target,Xena,1_upper_upper
8.81959210787293,1_target,Xena,1_upper_upper
8.81959210787293,1_target,Xena,1_upper_upper
12.3931646128302,1_target,Xena,1_upper_upper
4.07670286636212,1_target,Xena,1_upper_upper
13.1945459891239,1_target,Xena,1_upper_upper
13.7040584983067,1_target,Xena,1_upper_upper
3.61290168458189,1_target,Xena,1_upper_upper
28.9129576030921,1_target,Xena,1_upper_upper
30.5953966450862,1_target,Xena,1_upper_upper
10.7846176038287,1_target,Euler,2_lower_lower
15.4995036388372,1_target,Euler,2_lower_lower
45.228697253147,1_target,Euler,2_lower_lower
8.2558646437823,1_target,Euler,2_lower_lower
1.29232971764675,1_target,Euler,2_lower_lower
29.422658622614,1_target,Euler,2_lower_lower
0.477400552619718,1_target,Xena,2_lower_lower
14.6759385935813,1_target,Xena,2_lower_lower
14.6759385935813,1_target,Xena,2_lower_lower
0.893912500660474,1_target,Xena,2_lower_lower
3.52223477524482,1_target,Xena,2_lower_lower
0.795073965563935,1_target,Xena,2_lower_lower
17.2822627039008,1_target,Xena,2_lower_lower
9.35985405560457,1_target,Xena,2_lower_lower
2.61685534055683,1_target,Xena,2_lower_lower
7.29460481891769,1_target,Xena,2_lower_lower
4.15884028541532,1_target,Euler,3_upper_lower
12.5257272914302,1_target,Euler,3_upper_lower
8.78285295517408,1_target,Euler,3_upper_lower
3.21392965981856,1_target,Euler,3_upper_lower
4.98889339982907,1_target,Euler,3_upper_lower
6.56360441176248,1_target,Euler,3_upper_lower
1.97628126945088,1_target,Xena,3_upper_lower
3.28773681694811,1_target,Xena,3_upper_lower
3.28773681694811,1_target,Xena,3_upper_lower
2.49299552760773,1_target,Xena,3_upper_lower
2.14613062859136,1_target,Xena,3_upper_lower
1.50144739113367,1_target,Xena,3_upper_lower
9.45828526528075,1_target,Xena,3_upper_lower
2.34728441594359,1_target,Xena,3_upper_lower
3.09826537956898,1_target,Xena,3_upper_lower
12.5822194194444,1_target,Xena,3_upper_lower
4.40615168699071,1_target,Euler,4_lower_upper
14.0027802110441,1_target,Euler,4_lower_upper
7.2725530358696,1_target,Euler,4_lower_upper
3.49542821007792,1_target,Euler,4_lower_upper
6.78494874196159,1_target,Euler,4_lower_upper
4.92271589561684,1_target,Euler,4_lower_upper
1.79083691425976,1_target,Xena,4_lower_upper
3.33823165887266,1_target,Xena,4_lower_upper
3.33823165887266,1_target,Xena,4_lower_upper
2.42032435862316,1_target,Xena,4_lower_upper
2.14090728108961,1_target,Xena,4_lower_upper
1.47124855882833,1_target,Xena,4_lower_upper
9.3462309162287,1_target,Xena,4_lower_upper
2.51129736978263,1_target,Xena,4_lower_upper
3.162435928536,1_target,Xena,4_lower_upper
12.5420321742936,1_target,Xena,4_lower_upper
20.1765822311826,2_saccade,Euler,1_upper_upper
29.6074748627708,2_saccade,Euler,1_upper_upper
16.8915013651761,2_saccade,Euler,1_upper_upper
5.40104561205205,2_saccade,Euler,1_upper_upper
28.3438570206589,2_saccade,Euler,1_upper_upper
16.1222706409484,2_saccade,Euler,1_upper_upper
13.3183892864324,2_saccade,Xena,1_upper_upper
9.35954049746529,2_saccade,Xena,1_upper_upper
9.35954049746529,2_saccade,Xena,1_upper_upper
14.3790208739408,2_saccade,Xena,1_upper_upper
3.83824911475514,2_saccade,Xena,1_upper_upper
12.3406334110831,2_saccade,Xena,1_upper_upper
17.3641702972487,2_saccade,Xena,1_upper_upper
4.72504564350038,2_saccade,Xena,1_upper_upper
25.1290477971503,2_saccade,Xena,1_upper_upper
39.5022900386628,2_saccade,Xena,1_upper_upper
12.4825182085134,2_saccade,Euler,2_lower_lower
18.148423889735,2_saccade,Euler,2_lower_lower
40.0031490914853,2_saccade,Euler,2_lower_lower
8.77286365682457,2_saccade,Euler,2_lower_lower
0.672895182590492,2_saccade,Euler,2_lower_lower
25.593995957206,2_saccade,Euler,2_lower_lower
0.384261445157158,2_saccade,Xena,2_lower_lower
17.6915015925787,2_saccade,Xena,2_lower_lower
17.6915015925787,2_saccade,Xena,2_lower_lower
0.75762933931273,2_saccade,Xena,2_lower_lower
3.96412002992023,2_saccade,Xena,2_lower_lower
0.982361435968989,2_saccade,Xena,2_lower_lower
16.0704116950163,2_saccade,Xena,2_lower_lower
13.7318578821335,2_saccade,Xena,2_lower_lower
2.6500336872772,2_saccade,Xena,2_lower_lower
9.78563515393276,2_saccade,Xena,2_lower_lower
-9.84003763996074,2_saccade,Euler,3_upper_lower
16.2185000238436,2_saccade,Euler,3_upper_lower
9.20260529975326,2_saccade,Euler,3_upper_lower
-1.14687092856819,2_saccade,Euler,3_upper_lower
3.05237973004928,2_saccade,Euler,3_upper_lower
9.2176041647042,2_saccade,Euler,3_upper_lower
1.78036915223569,2_saccade,Xena,3_upper_lower
4.2537186424876,2_saccade,Xena,3_upper_lower
4.2537186424876,2_saccade,Xena,3_upper_lower
2.39652781997984,2_saccade,Xena,3_upper_lower
2.10475803461428,2_saccade,Xena,3_upper_lower
1.91779997524767,2_saccade,Xena,3_upper_lower
8.45744422426407,2_saccade,Xena,3_upper_lower
3.28608670767244,2_saccade,Xena,3_upper_lower
2.42165583327683,2_saccade,Xena,3_upper_lower
14.8784423118319,2_saccade,Xena,3_upper_lower
5.16657561759258,2_saccade,Euler,4_lower_upper
21.1177221966063,2_saccade,Euler,4_lower_upper
-4.18096042701793,2_saccade,Euler,4_lower_upper
4.24488086912918,2_saccade,Euler,4_lower_upper
4.73417762604172,2_saccade,Euler,4_lower_upper
-4.96578721745823,2_saccade,Euler,4_lower_upper
1.77977595985674,2_saccade,Xena,4_lower_upper
4.46994216609875,2_saccade,Xena,4_lower_upper
4.46994216609875,2_saccade,Xena,4_lower_upper
2.30094215730293,2_saccade,Xena,4_lower_upper
2.00476128107322,2_saccade,Xena,4_lower_upper
1.6833827684401,2_saccade,Xena,4_lower_upper
9.27658424396863,2_saccade,Xena,4_lower_upper
3.13689813877043,2_saccade,Xena,4_lower_upper
2.27897274528724,2_saccade,Xena,4_lower_upper
14.9257909643032,2_saccade,Xena,4_lower_upper
30.8535407872382,3_stopSignal,Euler,1_upper_upper
21.5007419618475,3_stopSignal,Euler,1_upper_upper
15.1924705811381,3_stopSignal,Euler,1_upper_upper
13.1266056740945,3_stopSignal,Euler,1_upper_upper
22.3686967482064,3_stopSignal,Euler,1_upper_upper
15.9923356399034,3_stopSignal,Euler,1_upper_upper
15.2356863827161,3_stopSignal,Xena,1_upper_upper
11.0115932444529,3_stopSignal,Xena,1_upper_upper
11.0115932444529,3_stopSignal,Xena,1_upper_upper
12.1839347617055,3_stopSignal,Xena,1_upper_upper
3.91807410786035,3_stopSignal,Xena,1_upper_upper
11.6443819275063,3_stopSignal,Xena,1_upper_upper
15.7479177117245,3_stopSignal,Xena,1_upper_upper
3.8235508414125,3_stopSignal,Xena,1_upper_upper
30.3106135892573,3_stopSignal,Xena,1_upper_upper
37.2444018872512,3_stopSignal,Xena,1_upper_upper
9.98090792693544,3_stopSignal,Euler,2_lower_lower
13.084843136699,3_stopSignal,Euler,2_lower_lower
48.9908593980109,3_stopSignal,Euler,2_lower_lower
7.55437667579942,3_stopSignal,Euler,2_lower_lower
0.826984104630911,3_stopSignal,Euler,2_lower_lower
21.7354050568019,3_stopSignal,Euler,2_lower_lower
0.524632376080168,3_stopSignal,Xena,2_lower_lower
16.9590534418962,3_stopSignal,Xena,2_lower_lower
16.9590534418962,3_stopSignal,Xena,2_lower_lower
0.684834091358535,3_stopSignal,Xena,2_lower_lower
4.2668206384273,3_stopSignal,Xena,2_lower_lower
1.06447126112612,3_stopSignal,Xena,2_lower_lower
13.6614521704165,3_stopSignal,Xena,2_lower_lower
10.8122682636203,3_stopSignal,Xena,2_lower_lower
