data,alignLabel,monkeyLabel,measureLabel
2.3959924560598,3_stopSignal,Xena,2_lower_lower
8.73950968544375,3_stopSignal,Xena,2_lower_lower
1.28008042012607,3_stopSignal,Euler,3_upper_lower
9.08325459398002,3_stopSignal,Euler,3_upper_lower
8.13603990437432,3_stopSignal,Euler,3_upper_lower
2.8552250699461,3_stopSignal,Euler,3_upper_lower
2.93557109868115,3_stopSignal,Euler,3_upper_lower
6.04206554418644,3_stopSignal,Euler,3_upper_lower
2.37516375302178,3_stopSignal,Xena,3_upper_lower
4.20940109553983,3_stopSignal,Xena,3_upper_lower
4.20940109553983,3_stopSignal,Xena,3_upper_lower
1.95863328175766,3_stopSignal,Xena,3_upper_lower
2.30659544090802,3_stopSignal,Xena,3_upper_lower
1.81327781856843,3_stopSignal,Xena,3_upper_lower
7.61718234889238,3_stopSignal,Xena,3_upper_lower
2.76279952991999,3_stopSignal,Xena,3_upper_lower
2.63305539234979,3_stopSignal,Xena,3_upper_lower
16.3483537567151,3_stopSignal,Xena,3_upper_lower
3.70178404119954,3_stopSignal,Euler,4_lower_upper
10.5284413643387,3_stopSignal,Euler,4_lower_upper
2.02487809002545,3_stopSignal,Euler,4_lower_upper
3.70889540962344,3_stopSignal,Euler,4_lower_upper
6.9829457075682,3_stopSignal,Euler,4_lower_upper
-3.65335512581283,3_stopSignal,Euler,4_lower_upper
2.35630651857303,3_stopSignal,Xena,4_lower_upper
4.38597752136812,3_stopSignal,Xena,4_lower_upper
4.38597752136812,3_stopSignal,Xena,4_lower_upper
2.19032143834243,3_stopSignal,Xena,4_lower_upper
2.32047509379373,3_stopSignal,Xena,4_lower_upper
1.83930041793655,3_stopSignal,Xena,4_lower_upper
9.36036168768692,3_stopSignal,Xena,4_lower_upper
2.23648923362468,3_stopSignal,Xena,4_lower_upper
2.46201497690705,3_stopSignal,Xena,4_lower_upper
16.1569249911427,3_stopSignal,Xena,4_lower_upper
28.6805882828992,4_tone,Euler,1_upper_upper
42.80780757517,4_tone,Euler,1_upper_upper
15.8869945599028,4_tone,Euler,1_upper_upper
12.5077754364225,4_tone,Euler,1_upper_upper
26.8774662325883,4_tone,Euler,1_upper_upper
17.4841766140686,4_tone,Euler,1_upper_upper
14.6019231568017,4_tone,Xena,1_upper_upper
10.4480882328843,4_tone,Xena,1_upper_upper
10.4480882328843,4_tone,Xena,1_upper_upper
13.8665846290409,4_tone,Xena,1_upper_upper
3.84364964449868,4_tone,Xena,1_upper_upper
14.848363595903,4_tone,Xena,1_upper_upper
17.002167767171,4_tone,Xena,1_upper_upper
5.33465295664833,4_tone,Xena,1_upper_upper
29.7011102037564,4_tone,Xena,1_upper_upper
35.0077143219275,4_tone,Xena,1_upper_upper
9.51321019000445,4_tone,Euler,2_lower_lower
28.7546454943303,4_tone,Euler,2_lower_lower
45.0019476099481,4_tone,Euler,2_lower_lower
9.53204712676972,4_tone,Euler,2_lower_lower
0.979793434802361,4_tone,Euler,2_lower_lower
31.5074655702122,4_tone,Euler,2_lower_lower
0.454143736170096,4_tone,Xena,2_lower_lower
16.9029524114167,4_tone,Xena,2_lower_lower
16.9029524114167,4_tone,Xena,2_lower_lower
0.690466992915025,4_tone,Xena,2_lower_lower
4.82331969493324,4_tone,Xena,2_lower_lower
0.908358102167728,4_tone,Xena,2_lower_lower
17.9299317785755,4_tone,Xena,2_lower_lower
13.1573980648009,4_tone,Xena,2_lower_lower
2.68760789817172,4_tone,Xena,2_lower_lower
7.62712627704617,4_tone,Xena,2_lower_lower
1.0057892858672,4_tone,Euler,3_upper_lower
27.1572139743271,4_tone,Euler,3_upper_lower
6.46211362130598,4_tone,Euler,3_upper_lower
3.22291742542228,4_tone,Euler,3_upper_lower
3.80067519058197,4_tone,Euler,3_upper_lower
7.29924607112518,4_tone,Euler,3_upper_lower
2.24930093831127,4_tone,Xena,3_upper_lower
3.89384345063876,4_tone,Xena,3_upper_lower
3.89384345063876,4_tone,Xena,3_upper_lower
2.3383696979264,4_tone,Xena,3_upper_lower
2.15524360541542,4_tone,Xena,3_upper_lower
1.31529542534325,4_tone,Xena,3_upper_lower
8.79865810776366,4_tone,Xena,3_upper_lower
4.06579348489872,4_tone,Xena,3_upper_lower
2.99040640486313,4_tone,Xena,3_upper_lower
12.4507162002606,4_tone,Xena,3_upper_lower
2.98279895399709,4_tone,Euler,4_lower_upper
24.6500821774108,4_tone,Euler,4_lower_upper
2.85369545649717,4_tone,Euler,4_lower_upper
3.4713092368231,4_tone,Euler,4_lower_upper
6.47986658455327,4_tone,Euler,4_lower_upper
5.78844677798618,4_tone,Euler,4_lower_upper
2.26729626578591,4_tone,Xena,4_lower_upper
3.95888720286174,4_tone,Xena,4_lower_upper
3.95888720286174,4_tone,Xena,4_lower_upper
2.32541666889615,4_tone,Xena,4_lower_upper
1.96494467541401,4_tone,Xena,4_lower_upper
1.60636577521687,4_tone,Xena,4_lower_upper
10.6550147959425,4_tone,Xena,4_lower_upper
3.3993751027809,4_tone,Xena,4_lower_upper
3.03274494794792,4_tone,Xena,4_lower_upper
12.5711037393831,4_tone,Xena,4_lower_upper
